LONGITUDE,LATITUDE,OBJECTID,WATBREAKINCIDENTID,INCIDENT_DATE,BREAK_TYPE,HOUR_IMPACTED,STATUS,BREAK_NATURE,BREAK_APPARENT_CAUSE,POSITIVE_PRESSURE_MAINTANED,AIR_GAP_MAINTANED,MECHANICAL_REMOVAL,FLUSHING_EXCAVATION,HIGHER_VELOCITY_FLUSHING,ANODE_INSTALLED,BREAK_CATEGORIZATION,ROADSEGMENTID,STREET,ASSETID,ASSET_SIZE,ASSET_YEAR_INSTALLED,ASSET_MATERIAL,ASSET_EXISTS,GLOBALID
-80.4469060506385,43.4360051672127,9180,1127,2007-04-02 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,10781,FRANKLIN ST N,15370,300.0,1956.0,CI,N,c548487e-feaf-4217-9197-a6c3b297778e
-80.4988268356836,43.437363683336,9181,1601,2011-02-15 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,PRESSURE,Y,Y,Y,Y,Y,Y,CATEGORY 1,6330,BINSCARTH RD,136122,150.0,2017.0,PVCO,N,f997ce85-4e44-4226-b0c0-5465a3b10a20
-80.5152725640973,43.456352955905,9182,47,2002-07-23 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10663,PARK ST,76734,300.0,2010.0,PVC,N,ec1788e5-0563-496a-b84a-029683bca26e
-80.4551491163474,43.4326480296682,9183,1416,2009-12-04 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13297,THIRD AVE,37770,150.0,1953.0,CI,N,60fcda8a-c69d-47bf-a8dd-00d38e0ef57a
-80.5016793239282,43.439359940339,9184,56,2002-11-07 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9162,SPADINA RD W,35450,150.0,1927.0,CI,Y,e1a3848a-0478-49cf-8423-10834fe312ee
-80.5025308129288,43.4228756346977,9185,2,2000-05-12 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6390,WESTMOUNT RD E,61893,750.0,1970.0,AC,Y,a207e936-a2cd-4eb1-bb36-1e223fcecef2
-80.4939982638623,43.4392983921655,9186,1684,2011-12-15 15:38:26+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6433,HIGHLAND RD E,82202,150.0,2005.0,CI,Y,b3ab9a3e-3e23-4fc9-92c9-73f98720fe55
-80.4281345996526,43.3886988677299,9187,748,2003-12-12 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,22076,DOON VILLAGE RD,9940,450.0,1969.0,DI,Y,8828ea71-6ff9-46ef-a670-04c2db502714
-80.4824833451337,43.4839652176777,9188,1001,2001-12-21 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13056,HILLCREST CRT,79750,150.0,1981.0,DI,Y,97709de0-d48c-48f7-8d69-2965abcd1ea1
-80.4992652625646,43.4372085675556,9189,75,2006-06-16 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6330,BINSCARTH RD,136122,150.0,2017.0,PVCO,N,dd6c697b-05a5-4c08-ba48-a6acf24e8e2f
-80.4727334919149,43.4486766797559,9190,65,2005-02-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9798,LYDIA ST,98394,150.0,2014.0,PVCO,N,8e2e02af-471c-4ed1-b26d-6fc9e45c25f1
-80.5252561764471,43.4393522818096,9191,904,2003-05-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,8727,HAZELGLEN DR,18310,300.0,1969.0,DI,Y,68e958ba-8e2f-4734-ab72-498452cda596
-80.4568621989623,43.4244166838046,9192,229,2005-02-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,22976,SIEBERT AVE,133708,200.0,2015.0,PVC,N,478075b8-ce6d-4f88-a857-37d89353e421
-80.5064882462867,43.4238752441548,9193,530,2002-10-31 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6396,DUNCAIRN AVE,89922,150.0,1961.0,CI,Y,1ed37e8b-4a13-4d0b-a490-ca0ad5e990f0
-80.5099666608817,43.4293848464944,9194,453,2002-11-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6220,GRAYSTONE AVE,85090,150.0,1959.0,CI,Y,16e68e7f-9e62-424f-b271-d8e3f26c964c
-80.494211211311,43.4573723321745,9195,1410,2009-11-10 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6676,WELLINGTON ST N,80986,150.0,2010.0,PVC,N,828744a2-c23b-45f6-9519-648e832a7cbb
-80.4696597413157,43.4429869594786,9196,169,2000-01-31 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11696,OTTAWA ST N,29200,150.0,1952.0,CI,Y,6268a875-4165-432b-906b-9937bf825d36
-80.537305827971,43.4303767964119,9197,1030,2000-12-28 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,70291,OLIVER CRT,28900,150.0,1992.0,DI,Y,813035a6-4c23-470c-94cb-e91afd87c047
-80.5162445962617,43.4522383174644,9198,1026,2000-01-03 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,1252,GLASGOW ST,78886,300.0,1974.0,DI,Y,227194b2-286c-4b4f-af4e-ca21dc5b1d8d
-80.4490625045562,43.4357982671486,9199,186,2003-05-07 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13149,BROADVIEW AVE,4730,150.0,1953.0,CI,Y,56602e79-9729-4eaa-842d-9710fe6594c5
-80.5123779802288,43.4287838618066,9200,1404,2009-10-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6281,FOREST HILL DR,14880,200.0,1962.0,CI,Y,d0353ba0-7dd9-4805-ac68-f5dae838b79f
-80.5189401272196,43.4317802869162,9201,1202,2008-02-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,20742,FURNESS DR,15830,150.0,1967.0,CI,Y,69720e84-a064-45bf-a819-60210ebe4033
-80.4605082167754,43.45093490004,9202,382,1997-10-21 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,22915,BURBANK RD,5040,150.0,1958.0,CI,Y,0b27aed1-63e8-43b2-9038-1bb810b1dc3e
-80.5101750767862,43.4382278649407,9203,142,1997-10-24 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,20988,HIGHLAND RD W,97148,300.0,2015.0,PVCO,N,06e45ce1-9ebe-46dc-8859-6fad6be3b245
-80.484931070172,43.4561000283465,9204,13,2001-07-03 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11145,HERMIE PL,66280,50.0,2001.0,PVC,Y,b6a34b9a-b3b8-419f-b18b-943f95da82c9
-80.4401087305728,43.4515047898023,9205,848,1999-12-16 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,23217,OLD CHICOPEE DR,28270,200.0,1967.0,DI,Y,76f2b059-b8b0-4bd3-8bac-826ccde09822
-80.4611461425422,43.4390410242798,9206,175,1997-01-27 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10015,WEBER ST E,41030,150.0,1952.0,CI,Y,e6817944-729e-4bbb-b4f4-cf1f088b0000
-80.466055122578,43.4325965198718,9207,384,1998-12-30 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10859,CARWOOD AVE,5710,150.0,1958.0,CI,Y,ec5911f2-7847-4811-8b79-4f123401e702
-80.5172502128881,43.4300444875799,9208,706,1998-11-13 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,20691,SILVERSPRING CRES,35030,150.0,1967.0,CI,Y,22261c45-9f5f-4251-ba1a-17adf7b3ee81
-80.4645838688392,43.4515045669985,9209,294,2000-12-08 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9926,DONALD ST,92920,150.0,1955.0,CI,Y,638f6056-ac19-4cd4-902a-7206e5e4e8c9
-80.4771942033474,43.4313871586743,9210,329,1998-11-27 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11523,HOFFMAN ST,19660,150.0,1956.0,CI,N,578651a4-d8a0-4ccf-bbe1-5eb4fe56810f
-80.4516818463637,43.4266643890185,9211,325,2000-01-02 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9981,EIGHTH AVE,11630,150.0,1956.0,CI,Y,d18c491e-f5f9-4611-b175-7694bcd87321
-80.4631709414468,43.4249219102586,9213,1582,2011-01-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,10097,HIGHPARK AVE,19320,150.0,1967.0,CI,Y,5bed2a81-75a4-4e1a-9728-963e3c76cc60
-80.45269667558,43.4379373327733,9214,1715,2011-12-12 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,10055,PROSPECT AVE,31160,150.0,1955.0,CI,Y,00865936-f556-4802-bda6-a01f9c552d41
-80.4446336766527,43.4420936604816,9215,1575,2011-01-12 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,UNKNOWN,Y,Y,Y,Y,Y,Y,CATEGORY 1,13191,KENNETH AVE,21070,150.0,1962.0,CI,Y,dad98bde-98f7-407f-ad30-def8766ee502
-80.511061010568,43.4376119774917,9216,1555,2010-12-24 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,20964,HIGHLAND RD W,97148,300.0,2015.0,PVCO,N,05d3bd20-45b9-48ae-91a1-4d0ae58ec3ff
-80.4386357503054,43.4340494524324,9217,1561,2010-12-28 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,PRESSURE,Y,Y,Y,Y,Y,Y,CATEGORY 1,10772,FALESY AVE,14010,150.0,1962.0,CI,Y,cb9cd93d-073f-40c9-92e3-3ac9ea641643
-80.4422615397656,43.3917232929324,9218,1699,2011-09-09 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CORROSION,COMBINATION,Y,Y,Y,Y,Y,N,CATEGORY 1,70383,HARVEST CRT,18180,50.0,1980.0,COP,Y,d5b99a44-5352-4f09-a553-f8f4e9ccc566
-80.4499193475597,43.4228261993099,9219,1633,2011-07-26 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,PRESSURE,Y,Y,Y,Y,Y,Y,CATEGORY 1,21838,BELWOOD CRES,2310,150.0,1967.0,CI,Y,97889fc4-1835-42a9-8b7c-ffb217035909
-80.4476914479992,43.4423817833691,9220,1517,2010-07-07 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,COMBINATION,Y,Y,Y,Y,Y,Y,CATEGORY 1,13222,ROSS AVE,33550,150.0,1959.0,CI,Y,75744aa5-9153-4ea7-af7a-53ce7b46debc
-80.4631709775639,43.4239562453467,9221,1160,2007-11-29 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10095,HILLMOUNT ST,19520,150.0,1967.0,CI,Y,d09cf946-5fcd-41e3-a676-5ca57b1ff9d4
-80.4381793650576,43.4556864597343,9222,1173,2007-12-17 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,23179,INDIAN RD,20260,150.0,1967.0,CI,Y,271e6923-d6f2-4131-89de-20dc27cc021b
-80.4528990704857,43.4291419347257,9223,1585,2011-01-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,9987,SIXTH AVE,35140,150.0,1953.0,CI,Y,f7e8c5d2-03e9-4e01-9664-c8fc79959c9d
-80.5064961124334,43.4284685989825,9224,1085,2007-02-09 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6573,GREENBROOK DR,17230,200.0,1957.0,CI,Y,0793b92a-780d-4445-9975-2b398d0d6581
-80.4429762587863,43.4710415461508,9225,1508,2010-10-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CORROSION,COMBINATION,Y,Y,Y,Y,Y,Y,CATEGORY 1,10259,VICTORIA ST N,39710,300.0,1978.0,DI,Y,ea3cd4af-5003-4859-9f3e-77a9ac34846b
-80.4556936855176,43.4339795774546,9226,1567,2011-01-04 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,COMBINATION,Y,Y,Y,Y,Y,Y,CATEGORY 1,13306,SECOND AVE,34210,200.0,1953.0,CI,Y,ea4f22b1-1a20-408e-85f5-e09baf73823c
-80.4465858286936,43.4528921643543,9227,1613,2011-02-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,11567,SECORD AVE,34220,150.0,1963.0,CI,Y,3f8db05d-91c5-4603-a46b-bebbbe1f901e
-80.4605035469079,43.4376684241613,9228,1133,2007-05-18 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,10070,KING ST E,21890,100.0,1937.0,CI,N,f87ce7fc-dffc-4590-ae89-28559879bc87
-80.509735703306,43.4308388270631,9229,1453,2010-04-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL AND FITTING/JOINT,PRESSURE,Y,Y,Y,Y,Y,Y,CATEGORY 1,20664,FOREST HILL DR,14920,200.0,1960.0,CI,Y,f59fd0bf-cffb-45e8-a32d-2712b8daba93
-80.4699431997055,43.4251982264828,9230,1612,2011-02-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,FITTING/JOINT,COMBINATION,Y,Y,Y,Y,Y,Y,CATEGORY 1,10748,HAYWARD AVE,79054,300.0,2012.0,HDPE,N,576103e6-d1f2-43e4-a2f4-38cc92476622
-80.4665253894044,43.4583699183176,9231,1589,2011-01-27 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,FITTING/JOINT,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,40030,FIFE AVE,63540,150.0,1954.0,CI,Y,42baa535-01d9-4eaa-9186-231c3ba7c169
-80.5038587069675,43.4323936912895,9232,1451,2010-01-26 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,LONGITUDINAL,PRESSURE,Y,Y,Y,Y,Y,Y,CATEGORY 1,20671,BLUERIDGE AVE,3640,150.0,1956.0,CI,Y,9a91c681-51ea-4c9a-b06d-dc3217a11ddd
-80.4655703179558,43.4342361697193,9233,1499,2010-08-10 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CORROSION,CORROSION,Y,Y,Y,Y,Y,Y,CATEGORY 1,600484,CARWOOD AVE,5720,150.0,1960.0,CI,Y,ca416d1f-ab77-4dec-bc30-3a2fcae9ed4d
-80.5178589287232,43.4226879482427,9234,1465,2010-02-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,6143,FISCHER HALLMAN RD,14580,150.0,1962.0,CI,Y,54740d74-ea29-4332-8f18-27e77784baa7
-80.5499944122255,43.4344973653747,9235,1491,2010-07-05 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,WATER SERVICE,CORROSION,Y,Y,Y,Y,Y,N,CATEGORY 1,70619,WINDWARD PL,56110,150.0,1995.0,PVC,Y,04d3608b-ed13-40f9-b5cc-f33227f147be
-80.5120335806231,43.4292400249474,9236,1524,2010-09-09 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,LONGITUDINAL,COMBINATION,Y,Y,Y,Y,Y,Y,CATEGORY 1,6216,FOREST HILL DR,91164,200.0,1960.0,CI,Y,0d4303f3-3523-4f76-9a69-c27659988019
-80.4588375912456,43.4511545082862,9239,383,2004-11-16 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,22915,BURBANK RD,5040,150.0,1958.0,CI,Y,ea37f0a3-0cc1-414b-b7c8-0cec64c5c1d8
-80.4458462756185,43.4261168020347,9240,1340,2009-01-15 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10951,TRAYNOR AVE,38190,150.0,1958.0,CI,Y,a01cf9e1-dfc6-46e7-8cc7-1cc622614a8d
-80.4815227704508,43.4425958980969,9241,86,1997-04-09 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11371,STIRLING AVE S,76747,150.0,1940.0,CI,Y,e2f301f1-357b-4f10-821f-a39e75256e88
-80.4608613709228,43.4527812421296,9242,296,2003-03-03 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10154,DONALD ST,9520,150.0,1955.0,CI,Y,884c104b-02c0-4f1f-8ece-e0fd9e6ab106
-80.5112546754488,43.4289353476077,9243,1022,2005-12-12 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6282,WARREN RD,40440,150.0,1988.0,CI,Y,3e0c56a7-3cf6-4d5f-8e13-295529c05465
-80.5305535731109,43.4491595416624,9244,1183,2008-01-10 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,20769,INVERNESS DR,64130,150.0,1966.0,CI,Y,c4946c58-14e6-4424-b368-ca52ae722b25
-80.4913544733142,43.4382998929799,9245,96,2004-01-19 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6722,RUSSEL ST,98328,150.0,2016.0,PVCO,N,fb381537-5077-4eba-8103-2c4aad8401e5
-80.5205480184482,43.4320388762153,9246,853,2002-12-12 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,20698,OVERLEA DR,29790,150.0,1967.0,CI,Y,0d778bd8-6860-41d4-9dc5-30257a532545
-80.4667856998381,43.4456001728982,9247,134,2001-05-11 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9827,MCKENZIE AVE,26080,150.0,1950.0,CI,Y,22cb4e8a-2c40-4df5-8e25-fba5a3076987
-80.4807663219226,43.4723512578593,9248,118,2003-01-26 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,40264,UNION ST,97190,300.0,2015.0,PVC,N,9b234de8-f590-4310-9055-a94a13da5080
-80.499182813886,43.4514374824239,9249,1298,1999-07-26 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,8787,VICTORIA ST S,69571,600.0,2004.0,CPP,N,8f0f7191-4903-4dbc-a728-77f9b7b95f46
-80.4876952230856,43.4776142879739,9250,1378,2009-03-12 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13068,LANG CRES,23480,150.0,1948.0,CI,N,2e02eb7c-2886-4609-b497-25dce96e0a59
-80.4586965787533,43.4519230307917,9251,433,2000-05-16 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9929,WEDGEWOOD DR,92554,150.0,1958.0,CI,Y,f7dc32ed-addb-4412-a02e-c662963337b8
-80.4744955824631,43.4421228332765,9252,36,2001-08-24 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9222,CHARLES ST E,87596,300.0,1978.0,DI,N,aebba81f-8738-4e9b-9c07-d7aa995f9c80
-80.5108674814649,43.4403209064165,9253,249,2006-02-24 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,8748,METZLOFF DR,63560,150.0,1953.0,CI,Y,32eba76f-04f4-456a-9baa-e6a9573e37c9
-80.4580507713889,43.4287748089096,9254,425,2002-12-11 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10031,WILSON AVE,43480,200.0,1958.0,CI,Y,cc77b746-44f2-404b-aea1-8951d3fed409
-80.4913351487323,43.4543112502326,9255,1271,2000-08-30 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6491,COLLEGE ST,66220,300.0,2001.0,PVC,N,8fc1dbe3-3ec7-4f53-950d-c0092bac1a15
-80.4605074444317,43.4347131400318,9256,304,2003-01-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13316,PLYMOUTH RD,86558,150.0,2010.0,PVC,N,9f81418c-2bb9-4825-8611-4d5c07ca2b03
-80.4958371631933,43.4390777905254,9257,1297,2000-01-28 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6429,SPADINA RD E,83320,150.0,2005.0,PVC,N,9b1c6f31-c29b-430f-bd80-a460eaf21156
-80.535699188267,43.4430591205026,9258,898,2002-02-05 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,5509,GALLARNO CRT,15870,150.0,1969.0,DI,Y,74461aa0-34ab-4697-824b-53196cb9df29
-80.4897432943553,43.4746809265812,9259,123,2002-02-06 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,7083,LEANDER PL,23730,150.0,1949.0,CI,Y,2a271b96-e2af-4465-bd0b-4137cba081e8
-80.5268699793655,43.4484854034737,9260,1688,1987-01-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,1284,ABERDEEN RD,290,150.0,1958.0,CI,N,63b9adf8-958d-4da7-ba28-883e3dbfce43
-80.5298007596478,43.4240629386454,9261,981,1999-07-24 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,5421,WESTHEIGHTS DR,42320,200.0,1975.0,DI,Y,835bc7d7-898d-4e49-b7de-e993f14ac1cd
-80.4647110185185,43.4662179005854,9262,1189,2008-01-30 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,603815,SHIRLEY AVE,34890,300.0,1979.0,DI,Y,6fab9543-95d4-4f9a-8aa1-5008f81ad7b9
-80.4436841031233,43.461720811165,9263,788,2000-02-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,15817,CONFEDERATION DR,7770,150.0,1966.0,CI,Y,24b96fd8-98bb-4993-9a61-a5b9db620198
-80.5221844027104,43.4274036217754,9264,655,2001-05-28 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6179,SUMMIT AVE,37070,150.0,1964.0,CI,Y,e4445a91-7328-4052-87fc-fc5e86a52b14
-80.5126066008049,43.4234020319314,9265,659,1997-10-19 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6226,GREENBROOK DR,17170,200.0,1964.0,CI,Y,c63cf7a7-a0f1-45a9-8404-3ab2d926694b
-80.4601427211898,43.4248393858711,9266,236,2003-01-08 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10956,VANIER DR,39060,200.0,1953.0,CI,N,f38d5b13-bc91-4a71-aae8-0686bbcda548
