LONGITUDE,LATITUDE,OBJECTID,WATBREAKINCIDENTID,INCIDENT_DATE,BREAK_TYPE,HOUR_IMPACTED,STATUS,BREAK_NATURE,BREAK_APPARENT_CAUSE,POSITIVE_PRESSURE_MAINTANED,AIR_GAP_MAINTANED,MECHANICAL_REMOVAL,FLUSHING_EXCAVATION,HIGHER_VELOCITY_FLUSHING,ANODE_INSTALLED,BREAK_CATEGORIZATION,ROADSEGMENTID,STREET,ASSETID,ASSET_SIZE,ASSET_YEAR_INSTALLED,ASSET_MATERIAL,ASSET_EXISTS,GLOBALID
-80.4543404194245,43.4317319149998,8743,479,2006-01-30 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10005,FOURTH AVE,133982,150.0,2017.0,PVC,N,732d6672-8aed-4609-945e-0541c56fa5fb
-80.4464146861472,43.4586846465217,8744,760,2000-12-16 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,15927,LORRAINE AVE,24260,150.0,1965.0,DI,Y,6cbdc470-7a03-4579-8d1a-0cbb9044d574
-80.4923847642839,43.4686069114504,8745,1290,2004-12-27 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10586,ST LEGER ST,23740,150.0,1952.0,CI,Y,14f8fd0f-274f-44ec-b02e-ce774472731f
-80.4572424079979,43.4601401467237,8747,525,2006-12-15 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,15729,ROSEMOUNT DR,33460,150.0,1961.0,CI,Y,b922eb40-feab-4d7b-8778-4a73f17d813e
-80.4370740253812,43.458440169489,8748,716,2004-04-02 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,23176,INDIAN RD,20280,150.0,1967.0,CI,Y,d27f71ca-3123-470f-bc33-01a181faed90
-80.4511007673365,43.4543076269104,8749,2146,2015-10-14 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,23147,OWEN AVE,17830,200.0,1964.0,DI,Y,b8306ad2-64ba-4f77-8700-6ae143a97e31
-80.4210462266951,43.4276363980229,8750,2147,2015-10-15 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,22309,MORGAN AVE,27380,200.0,1971.0,DI,Y,08111eb0-c278-4d31-a481-5653915e6e45
-80.4695323084407,43.425342512105,8751,2148,2015-10-23 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,N,CATEGORY 1,10748,HAYWARD AVE,76729,150.0,1967.0,DI,N,2f232fb0-9084-4e65-85c1-f86ad5b82a81
-80.4390756294178,43.4578498355175,8752,2149,2015-10-27 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,15094,QUEENSTON DR,31900,150.0,1966.0,CI,Y,e18293c0-0c35-4e6d-befa-aab1a0ddc68a
-80.4690620153559,43.4255076537882,8753,2150,2015-11-05 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,N,CATEGORY 1,10748,HAYWARD AVE,58030,150.0,1967.0,DI,N,dfa6740d-7986-4bb9-b255-657ccecc9395
-80.5130485099082,43.4354104851111,8754,2151,2015-11-03 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,21017,OVERLEA DR,83342,450.0,1964.0,CI,Y,314e0326-abcc-4057-bc29-852cd5fe6bd3
-80.4473643223527,43.4252686919487,8755,2298,2017-12-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,104864,FAIRLAWN RD,13800,150.0,1964.0,CI,Y,4cf1edab-bf88-4bba-a3d9-786d9643efe4
-80.5431225568613,43.4133960373115,8756,2318,2018-02-27 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,21187,SUGAR MAPLE PL,37010,150.0,1981.0,DI,Y,4baf8eb0-654a-4e39-a58c-e4a212758d99
-80.5431026914148,43.4133786298339,8757,2319,2018-02-28 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,21187,SUGAR MAPLE PL,37010,150.0,1981.0,DI,Y,73dfc54f-01bd-4132-995d-c25c05fe8ec9
-80.4525066699481,43.4305120753938,8758,2320,2018-02-26 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9999,CONNAUGHT ST,7860,150.0,1953.0,CI,Y,686d6209-4d44-4404-a6e0-ff9410f82ffc
-80.4453043386942,43.4271015163071,8759,2321,2018-02-19 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10951,TRAYNOR AVE,38190,150.0,1958.0,CI,Y,b93ba918-3eb3-41ed-a185-bf16ec5588a4
-80.4974814651808,43.425290897304,8760,2322,2018-02-18 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6459,AVALON PL,1230,150.0,1958.0,CI,Y,610771bf-b5ea-492d-928c-d2674f421bd0
-80.4370112012589,43.4464546322582,8761,2323,2018-02-16 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13180,KENORA DR,21110,200.0,1966.0,DI,Y,8d5eb472-3e57-4ebf-8311-e9ef80d0bed9
-80.440077138775,43.4468152966855,8762,2324,2018-02-13 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,23238,WAYNE DR,40740,150.0,1966.0,CI,Y,4579d66d-9f6e-4e06-a4d7-c56037a74df7
-80.5271134441145,43.4453764564198,8763,2325,2018-02-13 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,8733,WESTWOOD DR,43020,300.0,1966.0,DI,Y,1c107cf7-677b-44da-8a93-2074cd389cf9
-80.4516445196018,43.4526864682143,8764,2326,2018-02-08 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10222,HICKSON DR,18670,200.0,1960.0,CI,Y,4aeafe83-f412-4b50-8706-ff65353a3296
-80.4534871395447,43.4281625602419,8765,2327,2018-02-06 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13293,GREENFIELD AVE,87892,150.0,1953.0,CI,Y,7a958fc4-f9ec-4bf2-9564-050f97918996
-80.4480252544084,43.4606312932837,8766,2328,2018-02-07 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,15913,CHAMPLAIN CRES,7740,150.0,1966.0,DI,Y,e31dd27b-373b-4a13-a7ab-3af5d30f2121
-80.4537918660262,43.4303722925739,8767,2329,2018-02-05 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13294,FIFTH AVE,14350,200.0,1952.0,CI,Y,1ed48436-eac4-4c21-a107-11acc6127eac
-80.4703381077321,43.4426585122275,8768,171,2002-12-21 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11696,OTTAWA ST N,29200,150.0,1952.0,CI,Y,64aa5e48-5dd3-4cea-bc83-f015eb689efd
-80.4551502886221,43.438688504413,8769,226,2003-01-31 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13245,PROSPECT AVE,31140,150.0,1953.0,CI,Y,79c1371d-8474-4f6c-b5e7-eafb919529ac
-80.5141935980766,43.4272675203351,8770,487,1999-10-24 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6223,CYPRUS DR,8790,150.0,1960.0,CI,Y,5c718667-6ad6-44cb-9a07-ffca3e0b223d
-80.4826579594926,43.4182273702733,8771,961,2003-02-03 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10834,STRASBURG RD,36660,150.0,1973.0,DI,Y,b150784f-b466-4d08-a762-ea3a3ae6e2ab
-80.517133098147,43.451934199307,8772,1687,1992-01-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,40181,BELMONT AVE W,79022,300.0,2013.0,PVCO,N,b74fed70-63ed-4ec0-89cc-aaa2f63f7b6c
-80.484577449847,43.4835148569681,8773,426,1997-01-19 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13058,WOOLWICH ST,98342,200.0,2011.0,PVCO,N,bdb35ac0-5068-46c7-9bae-05e87cc80f1f
-80.4554256058458,43.3963629816317,8774,1101,2007-02-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,21762,BIEHN DR,86632,200.0,1976.0,DI,Y,942bea18-dac5-4c9d-b7ee-6f41dd3068eb
-80.5057118700644,43.4341544585357,8775,1371,2009-02-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,20672,VISTA CRES,133140,150.0,2016.0,PVC,N,ff98cdaf-5d05-476a-a90d-4d7394c244e7
-80.466040119808,43.4277934449639,8776,243,2004-03-02 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9405,WALTON AVE,40390,200.0,1953.0,CI,Y,abe82b8a-2f3e-4356-8ffd-0137427f6ad2
-80.4446228459656,43.4451145326779,8777,665,2003-03-05 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10808,BRADLEY DR,3990,150.0,1965.0,CI,Y,09f5032c-8934-4399-91af-b439e3ab9947
-80.4728898173709,43.4508981494234,8778,93,1997-12-12 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11490,MERNER AVE,98392,150.0,2014.0,PVCO,N,27f44353-16d6-44bc-88fb-05e336eca690
-80.4844749989986,43.4841469189163,8779,428,2005-12-26 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13057,WOOLWICH ST,98344,200.0,2011.0,PVCO,N,044dab5a-8dd2-46c7-ad26-6de7d2689b6d
-80.4655492676259,43.4343165489209,8780,990,2002-12-23 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,600484,CARWOOD AVE,5720,150.0,1960.0,CI,Y,fc9cb281-6c01-47c7-8c63-5976b0ef4fb6
-80.4187572151582,43.4247119760456,8781,985,2004-02-28 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,22225,WOODVIEW CRES,12950,150.0,1981.0,DI,Y,05878ce0-ac30-4712-80de-0e62dbcca6da
-80.5183149039312,43.4459531267251,8782,897,2000-10-14 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,1257,GAGE AVE,15840,300.0,1969.0,CI,Y,3432139d-705e-491d-976c-213fa5b80a57
-80.4368078818628,43.4328443387478,8783,506,2000-11-30 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10771,KINZIE AVE,22490,150.0,1960.0,CI,Y,92380a47-c8bd-484f-a87c-eaffc935184c
-80.4873469755081,43.4377288762532,8784,1686,2011-12-15 15:38:26+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11387,STIRLING AVE S,97938,300.0,2012.0,PVC,N,b6b5a9af-ac1f-4c06-928a-f97df7354bbd
-80.517833387336,43.43129747636,8785,828,2003-12-07 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,20741,BONNYLYN DR,3770,150.0,1967.0,CI,Y,d0141c81-909a-41e7-9efc-87ff11b703be
-80.4665015492669,43.4576589103103,8786,189,2004-12-21 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9872,BRUCE ST,4950,150.0,1953.0,CI,Y,30325fe5-1e54-4e5e-91c6-fed82a58221c
-80.4716340868433,43.4544600904896,8787,1382,2009-03-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11280,MELROSE AVE,26260,150.0,1953.0,CI,Y,8996387b-5f26-4410-8c88-8f3ceb3c4b99
-80.5010145579406,43.4394837223321,8788,1669,1986-01-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9162,SPADINA RD W,35450,150.0,1927.0,CI,Y,785c790b-bb0d-4e2a-b758-37e2115469cb
-80.4900181795248,43.4775616579898,8789,1256,2008-12-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,12586,LANG CRES,24390,150.0,1948.0,CI,N,1098da2d-de7d-49ed-a3a0-d7970f0151ad
-80.4739526280394,43.4396433919581,8790,43,2002-12-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9382,OTTAWA ST S,29630,150.0,1923.0,CI,N,decf92a4-4498-4e16-ac9b-afa2d02b450d
-80.4733497303023,43.4721678261305,8791,1027,2001-03-15 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,12649,RIVERBEND DR,80156,300.0,1993.0,DI,Y,8d75de3f-50b0-453e-aef4-4ca374cf2b26
-80.5134087975252,43.4254531079352,8792,510,2005-02-02 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6224,RIPPLEWOOD CRES,88076,150.0,1960.0,CI,Y,63dc1ba0-b79d-4ce5-bbeb-f3e641d116a8
-80.5245557348132,43.4321976632163,8793,1226,2008-08-19 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6104,HIGHLAND RD W,18970,300.0,1964.0,DI,Y,c694682f-cffc-4cc9-bf72-9f11458d23a9
-80.4503978763981,43.4265309662191,8794,542,2001-12-11 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9978,NINTH AVE,27830,200.0,1961.0,CI,Y,7cede1a0-fef1-404b-8045-b48531629f88
-80.4895185845332,43.4739362799816,8795,124,2002-02-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,7083,LEANDER PL,23730,150.0,1949.0,CI,Y,e76f7d44-f7b5-4bc1-8fa7-bd502a102805
-80.5354661870978,43.442356470395,8796,1231,2008-10-19 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,5510,WESTWOOD DR,42920,300.0,1969.0,DI,Y,987ba584-1a8a-4189-b9e1-d6732648adea
-80.525643402542,43.4205548730717,8797,921,2006-07-26 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,5433,MCGARRY DR,88650,300.0,1969.0,DI,Y,a955d74b-08d0-4211-9534-4c825647f042
-80.440516244524,43.4575840786821,8798,1185,2008-01-14 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,23174,KINGSTON CRES,94040,150.0,1966.0,CI,Y,359ec87b-112a-4caa-9b35-f1fdb2ea28f9
-80.4435163312781,43.4555905740402,8799,851,2003-10-14 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,23224,OLD YORK CRES,28590,150.0,1967.0,DI,Y,2d514337-c0a5-4898-8857-59d06f3e49e9
-80.457141378405,43.4259253194707,8800,181,1997-12-15 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,22970,BROADMOOR AVE,62530,150.0,1999.0,PVC,N,5444c0e2-0b25-4f0a-b5fd-a72ae4ae9cc5
-80.4512971132025,43.441645288455,8801,459,1999-01-19 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,13222,ROSS AVE,33550,150.0,1959.0,CI,Y,e6f2e207-b179-4812-9780-fc2d49f4ffca
-80.5136686983761,43.4463391340296,8803,1316,1999-05-13 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,1254,BELMONT AVE W,2000,300.0,1957.0,CI,Y,ce550b64-7e0e-408b-9c23-9314eaba7368
-80.4470490887228,43.3990531698304,8804,841,2003-02-17 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,21992,HOMER WATSON BLVD,85712,300.0,1967.0,CI,Y,729545e3-18bb-407b-aa22-a3133f4b98f6
-80.4652207256086,43.4578402448426,8805,1390,2009-06-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9884,CAMBRIDGE AVE,5250,150.0,1954.0,CI,Y,027ecfb4-ab56-4235-b40c-fcc4872be434
-80.4516280080801,43.4267540226297,8806,326,2005-01-21 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,9981,EIGHTH AVE,11630,150.0,1956.0,CI,Y,fb130fc4-b9b6-42af-98b2-9ac0f79ea140
-80.5164405766304,43.4271503204792,8807,604,2006-03-23 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6111,CYPRUS DR,8780,150.0,1963.0,CI,Y,5f566e78-5e00-42d4-9018-54173c339ddf
-80.5065972594524,43.4298772823321,8808,472,1998-11-25 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,70088,EVERGREEN CRES,57990,150.0,1959.0,CI,Y,fc7d1940-04e4-4d2d-82d0-5852dee94b40
-80.4480791122613,43.4459813661196,8809,1213,2008-03-19 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,23155,ASKIN PL,1100,150.0,1965.0,CI,Y,f6ebe74d-9483-4da5-ba70-a3af155e164e
-80.4477371823279,43.4519759153936,8810,539,2002-03-05 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11586,LINTON PL,23980,100.0,1961.0,CI,Y,4931e803-3b4a-4edf-ae40-d22c229aee22
-80.4816201791625,43.4704511498893,8811,125,2004-11-07 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10394,MAPLE AVE,97188,300.0,2015.0,PVC,N,f6204e20-7182-4a66-b682-ebfa1494dd39
-80.5069317172263,43.4282909915833,8812,1372,2009-04-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6506,WESTMOUNT RD E,96098,200.0,1957.0,CI,Y,a46ba40e-b51f-4c46-9c78-e08c472bb7bd
-80.4463155660596,43.4524739914038,8813,625,1998-03-17 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,11567,SECORD AVE,34220,150.0,1963.0,CI,Y,6a9b583f-a217-46e6-bf46-159a240800fe
-80.4549410710889,43.4240732296451,8814,1572,2011-01-10 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,CORROSION,Y,Y,Y,Y,Y,Y,CATEGORY 1,22971,WOODHAVEN RD,43900,150.0,1954.0,CI,Y,125ac6e3-e7d7-464a-9cd5-b0e56212dba7
-80.468952843576,43.4507591717821,8815,1611,2011-02-21 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,FITTING/JOINT,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,9845,PANDORA AVE N,133122,150.0,2016.0,PVC,N,805c8af9-18d7-456e-a295-cca99048e34a
-80.4579538035621,43.4607802992549,8816,1722,2012-01-13 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,15729,ROSEMOUNT DR,33460,150.0,1961.0,CI,Y,24e01d9d-4adb-47fa-948e-fd7b1cd4f04b
-80.4843796757305,43.4702074461691,8817,1723,2012-01-13 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,10381,LANCASTER ST W,23310,450.0,1937.0,CI,Y,da7aaed9-b6ee-485c-be42-77b08f4c0e8f
-80.4420327895094,43.4601803626597,8818,1724,2012-01-15 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,CORROSION,Y,Y,Y,Y,Y,Y,CATEGORY 1,15923,LORRAINE AVE,24310,150.0,1968.0,CI,Y,6ec45e91-5fb6-4228-b45a-0a77236326fe
-80.5274516129129,43.4499282656419,8819,1725,2012-01-15 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,8612,CLAREMONT AVE,7280,150.0,1956.0,CI,Y,34ed3796-d06f-4f63-8a84-8a09ed77486d
-80.5381469572522,43.4181310539061,8820,1726,2012-01-18 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,CORROSION,Y,Y,Y,Y,Y,Y,CATEGORY 1,5397,HOMESTEAD PL,19860,150.0,1979.0,DI,Y,8663e653-62cf-4e74-91b2-b00a99b205fb
-80.509926222045,43.4180968811212,8821,1727,2012-01-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,COMBINATION,Y,Y,Y,Y,Y,Y,CATEGORY 1,6293,VALLEYVIEW RD,38980,150.0,1953.0,CI,Y,a737780c-578c-489d-8065-a261b05a8bcc
-80.4572504111072,43.4513974871301,8822,1728,2012-01-20 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,CORROSION,Y,Y,Y,Y,Y,Y,CATEGORY 1,22879,MANCHESTER RD,85458,150.0,1962.0,DI,Y,5baefc1d-8bec-4d09-a589-fe88560ed229
-80.4581603368348,43.4598317296615,8825,1731,2012-01-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,AGE,Y,Y,Y,Y,Y,Y,CATEGORY 1,15747,ELKINGTON DR,11710,150.0,1959.0,CI,Y,9f491c09-9db7-4baa-aa59-ac01e3d26843
-80.4607218250417,43.4528299351767,8826,295,2002-12-09 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,10154,DONALD ST,9520,150.0,1955.0,CI,Y,91ca942a-3764-4166-96a0-b792bbd7d735
-80.5251938813299,43.4392972162073,8827,1385,2009-05-01 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,8727,HAZELGLEN DR,18310,300.0,1969.0,DI,Y,d6fb483c-1cac-4f71-93f7-46d1856a58dd
-80.5022688366983,43.448893717745,8828,1299,2002-10-17 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,8774,VICTORIA ST S,81796,600.0,2004.0,CPP,N,40ab37c7-6a15-41fd-8e4a-865f147e970c
-80.5017766845109,43.4264279378286,8829,415,2002-12-18 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,6564,STONYBROOK DR,36530,150.0,1958.0,CI,Y,710b8f9b-357a-4b9f-9f0c-3c9e91a8345e
-80.4319170104201,43.4321656422053,8830,934,2000-12-22 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,23060,JANSEN AVE,20580,150.0,1970.0,CI,Y,c3dfb7d8-9678-4dae-a637-1d9d2039ae63
-80.5301088313532,43.4418983440438,8831,884,2006-08-05 00:00:00+00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,CATEGORY 1,8672,HAZELGLEN DR,91262,300.0,1968.0,DI,Y,3792b77b-ea5a-43ec-94fa-6dda8a665ce3
