longitude,latitude,incident_date,break_type,break_nature,break_apparent_cause,break_categorization,asset_size,asset_year_installed,asset_material,num_breaks,age_at_break,positive_pressure_maintaned,air_gap_maintaned,mechanical_removal,flushing_excavation,higher_velocity_flushing,anode_installed,asset_exists,connections,failure_rate
-80.4788199643612,43.4619748558504,2001-02-19,0,4,4,0,150.0,1951-01-01,1,7,50.0,1,1,1,1,1,1,1,7,0.14
-80.4935750912221,43.4272417776901,2002-11-21,0,4,4,0,150.0,1959-01-01,1,4,43.0,1,1,1,1,1,1,1,4,0.09
-80.524332559023,43.4388042296497,2011-12-15,0,4,4,0,300.0,1968-01-01,4,3,43.0,1,1,1,1,1,1,1,3,0.07
-80.4618431407634,43.4343503278559,2000-02-12,0,4,4,0,150.0,1957-01-01,1,3,43.0,1,1,1,1,1,1,1,5,0.07
-80.5100829981201,43.4354828821985,2002-01-25,0,4,4,0,150.0,1958-01-01,1,2,44.0,1,1,1,1,1,1,1,2,0.05
-80.5087518613529,43.4309654981387,1998-11-23,0,4,4,0,150.0,1959-01-01,1,5,39.0,1,1,1,1,1,1,1,6,0.13
-80.4720105348825,43.4548048564074,2003-02-08,0,4,4,0,150.0,1953-01-01,1,4,50.0,1,1,1,1,1,1,1,4,0.08
-80.5151623349508,43.4338659903269,2006-10-22,0,4,4,0,150.0,1966-01-01,4,3,40.0,1,1,1,1,1,1,1,5,0.08
-80.5183078730173,43.4187225865315,1999-07-12,0,4,4,0,150.0,1970-01-01,4,2,29.0,1,1,1,1,1,1,1,4,0.07
-80.5062436982316,43.4362915221534,2009-01-12,0,4,4,0,150.0,1956-01-01,1,1,53.0,1,1,1,1,1,1,1,4,0.02
-80.458432347759,43.450903816472,1997-01-27,0,4,4,0,150.0,1958-01-01,1,3,39.0,1,1,1,1,1,1,1,3,0.08
-80.4665453159917,43.4583635047394,2003-02-22,0,4,4,0,150.0,1954-01-01,1,2,49.0,1,1,1,1,1,1,1,2,0.04
-80.4679308147675,43.4827802786735,2003-03-07,0,4,4,0,150.0,1980-01-01,4,1,23.0,1,1,1,1,1,1,1,2,0.04
-80.5105245991486,43.4244322340581,2000-01-16,0,4,4,0,150.0,1962-01-01,1,1,38.0,1,1,1,1,1,1,1,1,0.03
-80.5092214311081,43.4291043836741,2001-02-26,0,4,4,0,150.0,1959-01-01,1,2,42.0,1,1,1,1,1,1,1,4,0.05
-80.5041908787451,43.4362404077018,2011-12-15,0,4,4,0,150.0,1949-01-01,1,5,62.0,1,1,1,1,1,1,1,6,0.08
-80.463189950025,43.432547166616,1998-12-18,0,4,4,0,150.0,1957-01-01,1,2,41.0,1,1,1,1,1,1,1,5,0.05
-80.5059399779251,43.4308982070931,2006-12-13,0,4,4,0,150.0,1958-01-01,1,4,48.0,1,1,1,1,1,1,1,4,0.08
-80.4615594085361,43.4352284773185,2008-03-09,0,4,4,0,150.0,1957-01-01,1,3,51.0,1,1,1,1,1,1,1,5,0.06
-80.4961580892746,43.4288957792175,2003-02-02,0,4,4,0,300.0,1957-01-01,1,2,46.0,1,1,1,1,1,1,1,3,0.04
-80.4671294098111,43.4280893472369,2006-08-01,0,4,4,0,300.0,1967-01-01,1,4,39.0,1,1,1,1,1,1,1,4,0.1
-80.5183903690985,43.4311023598301,2009-02-03,0,4,4,0,150.0,1967-01-01,1,4,42.0,1,1,1,1,1,1,1,4,0.1
-80.5067944778689,43.429244217408,2000-01-29,0,4,4,0,150.0,1959-01-01,1,5,41.0,1,1,1,1,1,1,1,2,0.12
-80.455566985255,43.4463240348548,2006-09-18,0,4,4,0,600.0,1969-01-01,3,1,37.0,1,1,1,1,1,1,1,1,0.03
-80.4791691366513,43.4449029975224,2002-02-02,0,4,4,0,300.0,1978-01-01,4,1,24.0,1,1,1,1,1,1,1,1,0.04
-80.4634360537793,43.4562452120871,2004-03-02,0,4,4,0,150.0,1954-01-01,1,3,50.0,1,1,1,1,1,1,1,3,0.06
-80.4841554996998,43.4565462996067,2002-11-08,0,4,4,0,300.0,1981-01-01,4,3,21.0,1,1,1,1,1,1,1,1,0.14
-80.46800760515,43.4554958211672,2008-12-01,0,4,4,0,150.0,1952-01-01,1,1,56.0,1,1,1,1,1,1,1,1,0.02
-80.4662961094871,43.432335521738,2000-02-04,0,4,4,0,150.0,1958-01-01,1,2,42.0,1,1,1,1,1,1,1,2,0.05
-80.4485061575616,43.4579698821942,2006-06-11,0,4,4,0,150.0,1965-01-01,4,2,41.0,1,1,1,1,1,1,1,1,0.05
-80.5137062230865,43.428010813997,2000-10-28,0,4,4,0,200.0,1962-01-01,1,6,38.0,1,1,1,1,1,1,1,6,0.16
-80.5249467138585,43.4216280187801,2001-06-01,0,4,4,0,150.0,1971-01-01,4,3,30.0,1,1,1,1,1,1,1,3,0.1
-80.5165898414531,43.4450818760872,2011-12-15,0,4,4,0,250.0,1968-01-01,4,1,43.0,1,1,1,1,1,1,1,1,0.02
-80.5008563545378,43.4514409071437,1997-07-11,0,4,4,0,200.0,1965-01-01,1,3,32.0,1,1,1,1,1,1,1,7,0.09
-80.4646873007501,43.457365208867,1999-12-03,0,4,4,0,150.0,1954-01-01,1,4,45.0,1,1,1,1,1,1,1,4,0.09
-80.4496204153598,43.445796058293,2000-11-18,0,4,4,0,150.0,1966-01-01,1,2,34.0,1,1,1,1,1,1,1,3,0.06
-80.5190256862205,43.4427020410278,2005-01-27,0,4,4,0,150.0,1963-01-01,1,1,42.0,1,1,1,1,1,1,1,1,0.02
-80.4607476547416,43.4578323843147,1997-12-10,0,4,4,0,150.0,1954-01-01,1,4,43.0,1,1,1,1,1,1,1,3,0.09
-80.5224608448573,43.4106967338158,2011-12-15,0,4,4,0,300.0,1999-01-01,6,1,12.0,1,1,1,1,1,1,1,1,0.08
-80.4280662342387,43.4312168132703,2005-12-15,0,4,4,0,150.0,1961-01-01,1,2,44.0,1,1,1,1,1,1,1,2,0.05
-80.4577962340592,43.4519931169086,2006-10-01,0,4,4,0,150.0,1958-01-01,1,1,48.0,1,1,1,1,1,1,1,1,0.02
-80.4392420324944,43.4489381307794,2014-01-24,0,4,4,0,150.0,1966-01-01,1,4,48.0,1,1,1,1,1,1,1,4,0.08
-80.4440130465034,43.4617939694256,2014-01-23,0,4,4,0,150.0,1966-01-01,1,3,48.0,1,1,1,1,1,1,1,3,0.06
-80.5283278732732,43.4508828089877,2014-01-21,0,4,4,0,150.0,1954-01-01,1,7,60.0,1,1,1,1,1,1,1,7,0.12
-80.4582491031219,43.4599111642586,2014-01-21,0,4,4,0,150.0,1959-01-01,1,2,55.0,1,1,1,1,1,1,1,4,0.04
-80.4307259319285,43.4337984734724,2014-01-21,0,4,4,0,150.0,1967-01-01,1,2,47.0,1,1,1,1,1,1,1,6,0.04
-80.4244581102066,43.4340001280437,2014-01-19,0,4,4,0,150.0,1965-01-01,4,3,49.0,1,1,1,1,1,1,1,2,0.06
-80.5044805299775,43.4256253163039,2014-01-16,0,4,4,0,150.0,1958-01-01,1,7,56.0,1,1,1,1,1,1,1,8,0.12
-80.4514213527772,43.4505951465276,2014-01-16,0,4,4,0,150.0,1960-01-01,1,2,54.0,1,1,1,1,1,1,1,2,0.04
-80.4407388661002,43.4474212500023,2014-01-15,0,4,4,0,150.0,1966-01-01,1,6,48.0,1,1,1,1,1,1,1,6,0.12
-80.4607520332058,43.4655310603459,2014-01-15,0,4,4,0,200.0,1963-01-01,1,3,51.0,1,1,1,1,1,1,1,3,0.06
-80.509798392823,43.42596729761,2014-01-15,0,4,4,0,150.0,1962-01-01,1,10,52.0,1,1,1,1,1,1,1,11,0.19
-80.479334963107,43.4617967657667,2014-01-13,0,4,4,0,150.0,1951-01-01,1,7,63.0,1,1,1,1,1,1,1,7,0.11
-80.5011551564086,43.4274534999438,2000-02-10,0,4,4,0,150.0,1958-01-01,1,2,42.0,1,1,1,1,1,1,1,2,0.05
-80.5281332959942,43.4403572309806,1999-02-19,0,4,4,0,150.0,1972-01-01,4,7,27.0,1,1,1,1,1,1,1,7,0.26
-80.5258405981227,43.4458001394862,1999-01-13,0,4,4,0,300.0,1971-01-01,1,3,28.0,1,1,1,1,1,1,1,3,0.11
-80.4727956267536,43.4255289840093,2015-04-23,0,4,4,0,200.0,1967-01-01,1,4,48.0,1,1,1,1,1,1,1,6,0.08
-80.4525896296843,43.4274113206099,2015-04-23,0,4,4,0,150.0,1957-01-01,1,6,58.0,1,1,1,1,1,1,1,7,0.1
-80.5155836076903,43.4305862000572,2015-06-06,0,4,4,0,150.0,1967-01-01,1,4,48.0,1,1,1,1,1,1,1,4,0.08
-80.5385216635839,43.415182024379,2015-06-19,0,4,4,0,150.0,1980-01-01,4,1,35.0,1,1,1,1,1,1,1,1,0.03
-80.418930961721,43.4250582459986,2015-07-18,0,4,4,0,450.0,1988-01-01,3,3,27.0,1,1,1,1,1,1,1,5,0.11
-80.4722322203196,43.4577890974692,2015-07-22,0,4,4,0,150.0,1955-01-01,1,9,60.0,1,1,1,1,1,1,1,8,0.15
-80.4275572548552,43.4269824234835,2015-08-03,0,4,4,0,300.0,2000-01-01,6,2,15.0,1,1,1,1,1,0,1,4,0.13
-80.4823837926992,43.4464206921091,2015-08-06,0,4,4,0,150.0,1965-01-01,4,1,50.0,1,1,1,1,1,1,1,1,0.02
-80.4747838112621,43.4677824824956,2015-08-13,0,4,4,0,150.0,1924-01-01,1,3,91.0,1,1,1,1,1,0,1,5,0.03
-80.4605901098276,43.4626346639757,2015-08-14,0,4,4,0,200.0,1962-01-01,1,3,53.0,1,1,1,1,1,1,1,3,0.06
-80.4722803414708,43.4403674679348,2015-08-24,0,4,4,0,100.0,1922-01-01,1,1,93.0,1,1,1,1,1,1,1,1,0.01
-80.5246235598404,43.4246361293914,2015-09-11,0,4,4,0,150.0,1972-01-01,4,3,43.0,1,1,1,1,1,1,1,3,0.07
-80.4934022968025,43.4282432583866,2008-11-02,0,4,4,0,150.0,1958-01-01,1,3,50.0,1,1,1,1,1,1,1,3,0.06
-80.430076301593,43.4332224598818,2002-01-22,0,4,4,0,150.0,1967-01-01,1,2,35.0,1,1,1,1,1,1,1,6,0.06
-80.5161488440109,43.4295153304434,2008-01-05,0,4,4,0,150.0,1963-01-01,1,4,45.0,1,1,1,1,1,1,1,4,0.09
-80.4489460904169,43.4421255867223,1999-02-17,0,4,4,0,150.0,1959-01-01,1,10,40.0,1,1,1,1,1,1,1,10,0.25
-80.4370480476613,43.4544695514711,2002-03-29,0,4,4,0,150.0,1967-01-01,1,2,35.0,1,1,1,1,1,1,1,2,0.06
-80.4810819331947,43.4320138018608,2006-01-30,0,4,4,0,150.0,1956-01-01,1,2,50.0,1,1,1,1,1,1,1,2,0.04
-80.5238216596061,43.398712862629,2005-04-26,0,4,4,0,1200.0,1989-01-01,3,3,16.0,1,1,1,1,1,1,1,4,0.19
-80.4458261278732,43.4459819809547,2002-12-20,0,4,4,0,150.0,1965-01-01,1,1,37.0,1,1,1,1,1,1,1,2,0.03
-80.4923399167621,43.4458056115068,2011-12-15,0,4,4,0,150.0,2011-01-01,6,1,0.348,1,1,1,1,1,1,1,1,2.87
-80.5066131864851,43.4299259513672,2006-02-24,0,4,4,0,150.0,1959-01-01,1,5,47.0,1,1,1,1,1,1,1,3,0.11
-80.4272299104259,43.4300649427075,1999-11-30,0,4,4,0,150.0,1963-01-01,1,2,36.0,1,1,1,1,1,1,1,3,0.06
-80.5292964241049,43.4228520853987,2002-08-03,0,4,4,0,200.0,1975-01-01,4,4,27.0,1,1,1,1,1,1,1,6,0.15
-80.5195700024205,43.4242138604201,2009-12-14,0,4,4,0,150.0,1962-01-01,1,6,47.0,1,1,1,1,1,1,1,4,0.13
-80.4148584408988,43.4413840389031,1997-08-06,0,4,4,0,150.0,1995-01-01,6,1,2.0,1,1,1,1,1,1,1,5,0.5
-80.5275275129508,43.4518181708956,1999-01-10,0,4,4,0,100.0,1954-01-01,1,1,45.0,1,1,1,1,1,1,1,1,0.02
-80.4517858010877,43.437249567964,2002-10-29,0,4,4,0,150.0,1953-01-01,1,1,49.0,1,1,1,1,1,1,1,1,0.02
-80.4387898465332,43.4492001957517,1997-03-08,0,4,4,0,150.0,1966-01-01,1,2,31.0,1,1,1,1,1,1,1,2,0.06
-80.5166755602375,43.4265261879364,1999-01-08,0,4,4,0,150.0,1963-01-01,1,1,36.0,1,1,1,1,1,1,1,4,0.03
-80.4911701366943,43.4261095421214,2000-11-22,0,4,4,0,450.0,1972-01-01,4,1,28.0,1,1,1,1,1,1,1,1,0.04
-80.5047143212343,43.4322942612942,2002-12-25,0,4,4,0,150.0,1956-01-01,1,7,46.0,1,1,1,1,1,1,1,7,0.15
-80.5049085799415,43.4358495330903,1999-02-19,0,4,4,0,150.0,1949-01-01,1,5,50.0,1,1,1,1,1,1,1,6,0.1
-80.443571750618,43.395006580503,2009-02-08,0,4,4,0,100.0,1976-01-01,4,1,33.0,1,1,1,1,1,1,1,1,0.03
-80.4563079453537,43.4329540890382,1999-01-09,0,4,4,0,200.0,1953-01-01,1,1,46.0,1,1,1,1,1,1,1,2,0.02
-80.4641484930111,43.4341731935814,2000-01-26,0,4,4,0,100.0,1960-01-01,4,1,40.0,1,1,1,1,1,1,1,1,0.02
-80.5135078162004,43.4272540751913,2004-11-11,0,4,4,0,150.0,1960-01-01,1,1,44.0,1,1,1,1,1,1,1,4,0.02
-80.5200100967589,43.4248800110514,2005-05-17,0,4,4,0,200.0,1962-01-01,1,1,43.0,1,1,1,1,1,1,1,1,0.02
-80.4979857094221,43.4129509171735,2009-02-09,0,4,4,0,150.0,1974-01-01,1,3,35.0,1,1,1,1,1,1,1,3,0.09
-80.528028411365,43.4402898019528,2003-05-01,0,4,4,0,150.0,1972-01-01,4,7,31.0,1,1,1,1,1,1,1,7,0.23
-80.4370693616451,43.434977613596,2009-01-22,0,4,4,0,150.0,1961-01-01,1,2,48.0,1,1,1,1,1,1,1,2,0.04
-80.5272602932603,43.4459686516646,1997-11-06,0,4,4,0,150.0,1966-01-01,1,1,31.0,1,1,1,1,1,1,1,1,0.03
-80.4724358194756,43.4552623080424,2004-03-02,0,4,4,0,150.0,1953-01-01,1,4,51.0,1,1,1,1,1,1,1,4,0.08
-80.4712743717551,43.4322690448642,2003-10-11,0,4,4,0,300.0,1967-01-01,1,3,36.0,1,1,1,1,1,1,1,3,0.08
-80.4980715027767,43.4129356972039,2006-03-15,0,4,4,0,150.0,1974-01-01,1,3,32.0,1,1,1,1,1,1,1,3,0.09
-80.4488827596665,43.4562966642947,2009-12-23,0,4,4,0,150.0,1964-01-01,1,7,45.0,1,1,1,1,1,1,1,8,0.16
-80.4784201551785,43.4621131125261,1997-02-10,0,4,4,0,150.0,1951-01-01,1,7,46.0,1,1,1,1,1,1,1,7,0.15
-80.5076695191238,43.4407393982728,2003-01-15,0,4,4,0,100.0,1955-01-01,1,5,48.0,1,1,1,1,1,1,1,4,0.1
-80.4435674598523,43.4449262316375,1999-01-26,0,4,4,0,150.0,1965-01-01,1,7,34.0,1,1,1,1,1,1,1,7,0.21
-80.4349604763546,43.4524453256698,2018-02-04,0,4,4,0,150.0,1967-01-01,4,2,51.0,1,1,1,1,1,1,1,2,0.04
-80.4488339411309,43.4266753081039,2018-02-04,0,4,4,0,150.0,1953-01-01,1,2,65.0,1,1,1,1,1,1,1,3,0.03
-80.4716421622662,43.4419737007663,2018-02-02,0,4,4,0,150.0,1952-01-01,1,2,66.0,1,1,1,1,1,1,1,3,0.03
-80.5275411622745,43.4511639442542,2018-01-26,0,4,4,0,150.0,1954-01-01,1,7,64.0,1,1,1,1,1,1,1,7,0.11
-80.4592995966133,43.4214402661205,2018-01-25,0,4,4,0,450.0,1970-01-01,4,1,48.0,1,1,1,1,1,1,1,1,0.02
-80.4962791321734,43.4261301130748,2018-01-24,0,4,4,0,150.0,1964-01-01,1,2,54.0,1,1,1,1,1,1,1,3,0.04
-80.4404313412233,43.4519781764115,2018-01-24,0,4,4,0,200.0,1967-01-01,4,1,51.0,1,1,1,1,1,1,1,2,0.02
-80.4532531080328,43.4229501425262,2018-01-22,0,4,4,0,150.0,1954-01-01,1,2,64.0,1,1,1,1,1,1,1,2,0.03
-80.4522628727796,43.4062894158972,2018-01-20,0,4,4,0,300.0,1965-01-01,1,1,53.0,1,1,1,1,1,1,1,1,0.02
-80.4668898738829,43.4319983100123,2001-07-09,0,4,4,0,150.0,1958-01-01,1,2,43.0,1,1,1,1,1,1,1,2,0.05
-80.4552730549403,43.463371672853,1997-12-23,0,4,4,0,150.0,1962-01-01,1,1,35.0,1,1,1,1,1,1,1,1,0.03
-80.4518590894827,43.4308834062243,2008-12-01,0,4,4,0,150.0,1953-01-01,1,1,55.0,1,1,1,1,1,1,1,1,0.02
-80.45308632556,43.4670892246768,2000-08-03,0,4,4,0,150.0,1977-01-01,4,1,23.0,1,1,1,1,1,1,1,1,0.04
-80.518907837166,43.4457213804225,2006-11-30,0,4,4,0,300.0,1964-01-01,1,3,42.0,1,1,1,1,1,1,1,7,0.07
-80.4623741731143,43.4513648814166,2003-01-30,0,4,4,0,150.0,1958-01-01,1,3,45.0,1,1,1,1,1,1,1,2,0.07
-80.5113325547911,43.4233226343993,1997-10-18,0,4,4,0,150.0,1963-01-01,1,2,34.0,1,1,1,1,1,1,1,2,0.06
-80.4464146861473,43.4586846465217,2000-12-16,0,4,4,0,150.0,1965-01-01,4,2,35.0,1,1,1,1,1,1,1,3,0.06
-80.4923847642839,43.4686069114504,2004-12-27,0,4,4,0,150.0,1952-01-01,1,2,52.0,1,1,1,1,1,1,1,2,0.04
-80.4572424079979,43.4601401467237,2006-12-15,0,4,4,0,150.0,1961-01-01,1,4,45.0,1,1,1,1,1,1,1,5,0.09
-80.4370740253812,43.458440169489,2004-04-02,0,4,4,0,150.0,1967-01-01,1,3,37.0,1,1,1,1,1,1,1,3,0.08
-80.4511007673365,43.4543076269104,2015-10-14,0,4,4,0,200.0,1964-01-01,4,3,51.0,1,1,1,1,1,1,1,2,0.06
-80.4210462266951,43.4276363980229,2015-10-15,0,4,4,0,200.0,1971-01-01,4,2,44.0,1,1,1,1,1,1,1,2,0.05
-80.4390756294178,43.4578498355175,2015-10-27,0,4,4,0,150.0,1966-01-01,1,2,49.0,1,1,1,1,1,1,1,3,0.04
-80.5130485099082,43.4354104851111,2015-11-03,0,4,4,0,450.0,1964-01-01,1,1,51.0,1,1,1,1,1,1,1,5,0.02
-80.4473643223527,43.4252686919487,2017-12-01,0,4,4,0,150.0,1964-01-01,1,1,53.0,1,1,1,1,1,1,1,1,0.02
-80.5431225568613,43.4133960373115,2018-02-27,0,4,4,0,150.0,1981-01-01,4,2,37.0,1,1,1,1,1,1,1,2,0.05
-80.5431026914148,43.4133786298339,2018-02-28,0,4,4,0,150.0,1981-01-01,4,2,37.0,1,1,1,1,1,1,1,2,0.05
-80.4525066699482,43.4305120753938,2018-02-26,0,4,4,0,150.0,1953-01-01,1,1,65.0,1,1,1,1,1,1,1,1,0.02
-80.4453043386942,43.4271015163071,2018-02-19,0,4,4,0,150.0,1958-01-01,1,5,60.0,1,1,1,1,1,1,1,5,0.08
-80.4974814651808,43.425290897304,2018-02-18,0,4,4,0,150.0,1958-01-01,1,5,60.0,1,1,1,1,1,1,1,5,0.08
-80.4370112012589,43.4464546322582,2018-02-16,0,4,4,0,200.0,1966-01-01,4,1,52.0,1,1,1,1,1,1,1,1,0.02
-80.440077138775,43.4468152966855,2018-02-13,0,4,4,0,150.0,1966-01-01,1,6,52.0,1,1,1,1,1,1,1,6,0.12
-80.5271134441145,43.4453764564198,2018-02-13,0,4,4,0,300.0,1966-01-01,4,1,52.0,1,1,1,1,1,1,1,1,0.02
-80.4516445196018,43.4526864682143,2018-02-08,0,4,4,0,200.0,1960-01-01,1,3,58.0,1,1,1,1,1,1,1,3,0.05
-80.4534871395447,43.4281625602419,2018-02-06,0,4,4,0,150.0,1953-01-01,1,1,65.0,1,1,1,1,1,1,1,2,0.02
-80.4480252544084,43.4606312932837,2018-02-07,0,4,4,0,150.0,1966-01-01,4,2,52.0,1,1,1,1,1,1,1,1,0.04
-80.4537918660262,43.4303722925739,2018-02-05,0,4,4,0,200.0,1952-01-01,1,1,66.0,1,1,1,1,1,1,1,1,0.02
-80.4703381077321,43.4426585122275,2002-12-21,0,4,4,0,150.0,1952-01-01,1,12,50.0,1,1,1,1,1,1,1,13,0.24
-80.4551502886221,43.438688504413,2003-01-31,0,4,4,0,150.0,1953-01-01,1,1,50.0,1,1,1,1,1,1,1,1,0.02
-80.5141935980766,43.4272675203351,1999-10-24,0,4,4,0,150.0,1960-01-01,1,2,39.0,1,1,1,1,1,1,1,2,0.05
-80.4826579594926,43.4182273702733,2003-02-03,0,4,4,0,150.0,1973-01-01,4,1,30.0,1,1,1,1,1,1,1,1,0.03
-80.4554256058458,43.3963629816317,2007-02-20,0,4,4,0,200.0,1976-01-01,4,1,31.0,1,1,1,1,1,1,1,1,0.03
-80.466040119808,43.4277934449639,2004-03-02,0,4,4,0,200.0,1953-01-01,1,4,51.0,1,1,1,1,1,1,1,4,0.08
-80.4446228459656,43.4451145326779,2003-03-05,0,4,4,0,150.0,1965-01-01,1,7,38.0,1,1,1,1,1,1,1,7,0.18
-80.4655492676259,43.4343165489209,2002-12-23,0,4,4,0,150.0,1960-01-01,1,4,42.0,1,1,1,1,1,1,1,4,0.1
-80.4187572151582,43.4247119760456,2004-02-28,0,4,4,0,150.0,1981-01-01,4,3,23.0,1,1,1,1,1,1,1,2,0.13
-80.5183149039312,43.4459531267251,2000-10-14,0,4,4,0,300.0,1969-01-01,1,4,31.0,1,1,1,1,1,1,1,7,0.13
-80.4368078818628,43.4328443387478,2000-11-30,0,4,4,0,150.0,1960-01-01,1,4,40.0,1,1,1,1,1,1,1,4,0.1
-80.517833387336,43.43129747636,2003-12-07,0,4,4,0,150.0,1967-01-01,1,4,36.0,1,1,1,1,1,1,1,4,0.11
-80.4665015492669,43.4576589103103,2004-12-21,0,4,4,0,150.0,1953-01-01,1,2,51.0,1,1,1,1,1,1,1,2,0.04
-80.4716340868433,43.4544600904896,2009-03-22,0,4,4,0,150.0,1953-01-01,1,4,56.0,1,1,1,1,1,1,1,4,0.07
-80.5010145579406,43.4394837223321,1986-01-01,0,4,4,0,150.0,1927-01-01,1,2,59.0,1,1,1,1,1,1,1,2,0.03
-80.4733497303023,43.4721678261305,2001-03-15,0,4,4,0,300.0,1993-01-01,4,1,8.0,1,1,1,1,1,1,1,1,0.12
-80.5134087975252,43.4254531079352,2005-02-02,0,4,4,0,150.0,1960-01-01,1,4,45.0,1,1,1,1,1,1,1,10,0.09
-80.5245557348132,43.4321976632163,2008-08-19,0,4,4,0,300.0,1964-01-01,4,1,44.0,1,1,1,1,1,1,1,1,0.02
-80.4503978763981,43.4265309662191,2001-12-11,0,4,4,0,200.0,1961-01-01,1,1,40.0,1,1,1,1,1,1,1,1,0.02
-80.4895185845332,43.4739362799816,2002-02-20,0,4,4,0,150.0,1949-01-01,1,2,53.0,1,1,1,1,1,1,1,2,0.04
-80.5354661870978,43.442356470395,2008-10-19,0,4,4,0,300.0,1969-01-01,4,3,39.0,1,1,1,1,1,1,1,3,0.08
-80.525643402542,43.4205548730717,2006-07-26,0,4,4,0,300.0,1969-01-01,4,1,37.0,1,1,1,1,1,1,1,2,0.03
-80.440516244524,43.4575840786821,2008-01-14,0,4,4,0,150.0,1966-01-01,1,1,42.0,1,1,1,1,1,1,1,4,0.02
-80.4435163312781,43.4555905740402,2003-10-14,0,4,4,0,150.0,1967-01-01,4,4,36.0,1,1,1,1,1,1,1,4,0.11
-80.4512971132025,43.441645288455,1999-01-19,0,4,4,0,150.0,1959-01-01,1,10,40.0,1,1,1,1,1,1,1,10,0.25
-80.5136686983761,43.4463391340296,1999-05-13,0,4,4,0,300.0,1957-01-01,1,2,42.0,1,1,1,1,1,1,1,3,0.05
-80.4470490887228,43.3990531698304,2003-02-17,0,4,4,0,300.0,1967-01-01,1,1,36.0,1,1,1,1,1,1,1,1,0.03
-80.4652207256086,43.4578402448426,2009-06-01,0,4,4,0,150.0,1954-01-01,1,4,55.0,1,1,1,1,1,1,1,4,0.07
-80.4516280080801,43.4267540226297,2005-01-21,0,4,4,0,150.0,1956-01-01,1,2,49.0,1,1,1,1,1,1,1,3,0.04
-80.5164405766304,43.4271503204792,2006-03-23,0,4,4,0,150.0,1963-01-01,1,2,43.0,1,1,1,1,1,1,1,2,0.05
-80.5065972594524,43.4298772823321,1998-11-25,0,4,4,0,150.0,1959-01-01,1,5,39.0,1,1,1,1,1,1,1,3,0.13
-80.4480791122613,43.4459813661196,2008-03-19,0,4,4,0,150.0,1965-01-01,1,1,43.0,1,1,1,1,1,1,1,1,0.02
-80.4477371823279,43.4519759153936,2002-03-05,0,4,4,0,100.0,1961-01-01,1,2,41.0,1,1,1,1,1,1,1,1,0.05
-80.5069317172263,43.4282909915833,2009-04-22,0,4,4,0,200.0,1957-01-01,1,1,52.0,1,1,1,1,1,1,1,2,0.02
-80.4463155660596,43.4524739914038,1998-03-17,0,4,4,0,150.0,1963-01-01,1,4,35.0,1,1,1,1,1,1,1,7,0.11
-80.4549410710889,43.4240732296451,2011-01-10,0,0,2,0,150.0,1954-01-01,1,3,57.0,1,1,1,1,1,1,1,3,0.05
-80.4579538035621,43.4607802992549,2012-01-13,0,4,0,0,150.0,1961-01-01,1,4,51.0,1,1,1,1,1,1,1,5,0.08
-80.4843796757305,43.4702074461691,2012-01-13,0,4,0,0,450.0,1937-01-01,1,6,75.0,1,1,1,1,1,1,1,6,0.08
-80.4420327895094,43.4601803626597,2012-01-15,0,4,2,0,150.0,1968-01-01,1,1,44.0,1,1,1,1,1,1,1,1,0.02
-80.5274516129129,43.4499282656419,2012-01-15,0,4,0,0,150.0,1956-01-01,1,1,56.0,1,1,1,1,1,1,1,7,0.02
-80.5381469572522,43.4181310539061,2012-01-18,0,4,2,0,150.0,1979-01-01,4,1,33.0,1,1,1,1,1,1,1,1,0.03
-80.509926222045,43.4180968811212,2012-01-20,0,4,1,0,150.0,1953-01-01,1,2,59.0,1,1,1,1,1,1,1,3,0.03
-80.4572504111072,43.4513974871301,2012-01-20,0,4,2,0,150.0,1962-01-01,4,3,50.0,1,1,1,1,1,1,1,3,0.06
-80.4828125832726,43.4350800900495,2012-01-21,0,4,4,0,300.0,1930-01-01,1,1,82.0,1,1,1,1,1,1,1,2,0.01
-80.4581603368348,43.4598317296615,2012-01-22,0,4,0,0,150.0,1959-01-01,1,2,53.0,1,1,1,1,1,1,1,4,0.04
-80.4607218250417,43.4528299351767,2002-12-09,0,4,4,0,150.0,1955-01-01,1,2,47.0,1,1,1,1,1,1,1,2,0.04
-80.5251938813299,43.4392972162073,2009-05-01,0,4,4,0,300.0,1969-01-01,4,6,40.0,1,1,1,1,1,1,1,6,0.15
-80.5017766845109,43.4264279378286,2002-12-18,0,4,4,0,150.0,1958-01-01,1,7,44.0,1,1,1,1,1,1,1,8,0.16
-80.4319170104201,43.4321656422053,2000-12-22,0,4,4,0,150.0,1970-01-01,1,5,30.0,1,1,1,1,1,1,1,5,0.17
-80.5301088313532,43.4418983440438,2006-08-05,0,4,4,0,300.0,1968-01-01,4,2,38.0,1,1,1,1,1,1,1,6,0.05
-80.5294307383052,43.4173874990754,1998-09-18,0,4,4,0,200.0,1973-01-01,4,2,25.0,1,1,1,1,1,1,1,2,0.08
-80.4807233310753,43.4843080920815,2008-02-14,0,4,4,0,150.0,1979-01-01,4,1,29.0,1,1,1,1,1,1,1,3,0.03
-80.5382497876829,43.4415200496885,2001-11-16,0,4,4,0,300.0,1969-01-01,4,3,32.0,1,1,1,1,1,1,1,4,0.09
