break_type,break_nature,break_apparent_cause,break_categorization,asset_size,asset_material,num_breaks,age_at_break,positive_pressure_maintaned,air_gap_maintaned,mechanical_removal,flushing_excavation,higher_velocity_flushing,anode_installed,asset_exists,failure_rate
0,0,0,0,200.0,4,5,54,1,1,1,1,1,1,1,0.0926
0,0,4,0,150.0,1,5,50,1,1,1,1,1,1,1,0.1
0,0,4,0,150.0,1,6,58,1,1,1,1,1,1,1,0.1034
0,0,4,0,200.0,4,3,56,1,1,1,1,1,1,1,0.0536
0,4,4,2,200.0,1,3,60,1,1,1,1,1,1,1,0.05
0,1,2,0,300.0,1,2,63,1,1,1,1,1,1,1,0.0317
0,0,4,0,150.0,4,2,53,1,1,1,1,1,1,1,0.0377
0,0,4,0,150.0,1,3,57,1,1,1,1,1,1,1,0.0526
0,1,4,0,300.0,4,9,49,1,1,1,1,1,1,1,0.1837
0,0,0,0,150.0,1,6,70,1,1,1,1,1,1,1,0.0857
0,0,0,0,300.0,1,3,49,1,1,1,1,1,1,1,0.0612
0,0,2,0,150.0,1,4,60,1,1,1,1,1,1,1,0.0667
0,0,4,0,150.0,1,1,57,1,1,1,1,1,1,1,0.0175
0,0,0,0,150.0,1,6,71,1,1,1,1,1,1,1,0.0845
0,1,2,0,200.0,1,2,52,1,1,1,1,1,1,1,0.0385
0,1,4,0,100.0,1,5,66,1,1,1,1,1,1,1,0.0758
0,0,0,0,300.0,1,3,57,1,1,1,1,1,1,1,0.0526
0,0,2,0,150.0,1,1,69,1,1,0,1,1,1,1,0.0145
0,0,2,0,150.0,1,5,68,1,1,1,1,1,1,1,0.0735
0,4,4,2,150.0,1,3,58,1,1,1,1,1,1,1,0.0517
0,0,4,0,150.0,1,1,69,1,1,1,1,1,1,1,0.0145
0,0,0,0,300.0,1,1,56,1,1,1,1,1,1,1,0.0179
0,0,4,0,150.0,1,5,57,1,1,1,1,1,1,1,0.0877
0,4,4,2,150.0,1,4,61,1,1,1,1,1,1,1,0.0656
0,0,0,0,150.0,4,1,43,1,1,1,1,1,1,1,0.0233
0,0,4,0,300.0,1,4,86,1,1,1,1,1,1,1,0.0465
0,0,4,0,150.0,1,5,66,1,1,1,1,1,1,1,0.0758
0,0,4,0,150.0,1,6,57,1,1,1,1,1,1,1,0.1053
0,4,4,2,300.0,1,4,86,1,1,1,1,1,1,1,0.0465
0,0,4,0,150.0,1,11,69,1,1,1,1,1,1,1,0.1594
0,0,2,0,150.0,1,3,58,1,1,1,1,1,1,1,0.0517
0,0,4,0,200.0,4,2,56,1,1,1,1,1,1,1,0.0357
0,0,0,0,150.0,1,4,63,1,1,0,1,1,1,1,0.0635
0,0,4,0,150.0,1,4,70,1,1,1,1,1,1,1,0.0571
0,0,4,0,150.0,1,1,74,1,1,1,1,1,1,1,0.0135
0,0,2,0,150.0,1,9,66,1,1,1,1,1,1,1,0.1364
0,0,0,0,150.0,4,1,52,1,1,1,1,1,1,1,0.0192
0,0,0,0,150.0,1,2,59,1,1,1,1,1,1,1,0.0339
0,0,5,0,150.0,1,4,63,1,1,1,1,1,1,1,0.0635
0,0,4,0,200.0,4,2,55,1,1,1,1,1,1,1,0.0364
0,4,4,2,150.0,1,4,68,1,1,1,1,1,1,1,0.0588
0,5,2,0,300.0,4,1,42,1,1,1,1,1,1,1,0.0238
0,0,5,0,200.0,1,2,61,1,1,1,1,1,1,1,0.0328
0,2,4,0,150.0,1,2,68,1,1,1,1,1,1,1,0.0294
0,0,4,0,200.0,4,2,50,1,1,1,1,1,1,1,0.04
0,4,4,2,150.0,1,2,71,1,1,1,1,1,1,1,0.0282
0,0,2,0,150.0,4,7,55,1,1,1,1,1,1,1,0.1273
0,1,0,0,200.0,4,6,47,1,1,0,0,0,1,1,0.1277
0,4,4,2,150.0,1,3,63,1,1,1,1,1,1,1,0.0476
0,0,0,0,150.0,1,3,65,1,1,1,1,1,0,1,0.0462
0,4,4,2,300.0,4,3,47,1,1,1,1,1,1,1,0.0638
0,1,2,1,150.0,4,2,45,0,0,1,1,1,1,1,0.0444
0,3,0,0,150.0,1,2,71,1,1,0,0,0,1,1,0.0282
0,2,2,0,150.0,1,1,60,1,1,1,1,1,1,1,0.0167
0,4,4,2,1200.0,3,2,32,1,1,1,1,1,1,1,0.0625
0,4,4,2,150.0,4,4,40,1,1,1,1,1,1,1,0.1
0,0,4,0,150.0,1,5,68,1,1,1,1,1,1,1,0.0735
0,4,4,2,150.0,4,1,53,1,1,1,1,1,1,1,0.0189
0,4,4,2,450.0,4,3,53,1,1,1,1,1,1,1,0.0566
0,4,4,2,200.0,1,3,59,1,1,1,1,1,1,1,0.0508
0,4,4,2,150.0,4,2,50,1,1,1,1,1,1,1,0.04
0,4,4,2,200.0,1,3,59,1,1,1,1,1,1,1,0.0508
0,3,0,0,150.0,1,9,66,1,1,0,1,1,1,1,0.1364
0,1,2,0,150.0,1,2,63,1,1,0,1,1,1,1,0.0317
0,4,4,2,300.0,4,1,61,1,1,1,1,1,1,1,0.0164
0,4,4,2,150.0,1,2,81,1,1,1,1,1,1,1,0.0247
0,4,4,2,150.0,1,5,72,1,1,1,1,1,1,1,0.0694
0,3,2,0,300.0,4,1,60,1,1,1,1,1,1,1,0.0167
0,0,2,0,150.0,4,3,55,1,1,1,1,1,1,1,0.0545
0,0,5,0,200.0,4,3,54,1,1,1,1,1,1,1,0.0556
0,4,4,2,300.0,4,1,36,1,1,1,1,1,1,1,0.0278
0,4,4,2,150.0,1,1,68,1,1,1,1,1,1,1,0.0147
0,0,0,0,300.0,1,4,54,1,1,1,1,1,1,1,0.0741
0,4,4,2,450.0,0,1,69,1,1,1,1,1,1,1,0.0145
0,4,4,2,300.0,4,3,40,1,1,1,1,1,1,1,0.075
0,0,3,0,200.0,1,3,60,1,1,1,1,1,1,1,0.05
1,5,2,2,25.0,6,1,48,1,1,1,1,1,0,1,0.0208
0,1,2,0,150.0,4,3,50,1,1,1,1,1,1,1,0.06
0,4,4,0,150.0,4,1,54,1,1,1,1,1,1,1,0.0185
0,4,4,2,150.0,4,3,49,1,1,1,1,1,1,1,0.0612
0,1,2,0,150.0,4,3,49,1,1,1,1,1,1,1,0.0612
0,4,4,0,150.0,4,2,55,1,1,1,1,1,1,1,0.0364
0,4,2,0,150.0,1,2,54,1,1,1,1,1,1,1,0.037
0,0,2,0,150.0,1,2,59,1,1,1,1,1,1,1,0.0339
0,4,4,2,150.0,1,3,61,1,1,1,1,1,1,1,0.0492
0,4,4,2,150.0,1,4,62,1,1,1,1,1,1,1,0.0645
0,0,2,0,150.0,1,12,63,1,1,1,1,1,1,1,0.1905
0,0,5,0,200.0,1,1,69,1,1,1,1,1,1,1,0.0145
0,0,0,0,250.0,4,2,51,1,1,1,1,1,1,1,0.0392
0,4,4,2,150.0,1,1,68,1,1,1,1,1,1,1,0.0147
0,4,4,2,150.0,1,5,58,1,1,1,1,1,1,1,0.0862
0,0,2,0,150.0,4,1,31,1,1,0,0,0,1,1,0.0323
0,4,4,2,150.0,4,1,49,1,1,1,1,1,1,1,0.0204
0,4,4,2,150.0,1,6,62,1,1,1,1,1,1,1,0.0968
0,0,4,0,150.0,4,4,60,1,1,1,1,1,1,1,0.0667
0,1,2,0,300.0,6,2,22,1,1,0,1,1,0,1,0.0909
0,0,0,0,150.0,1,5,52,1,1,1,1,1,1,1,0.0962
0,4,4,2,300.0,4,3,54,1,1,1,1,1,1,1,0.0556
0,0,0,0,150.0,1,11,70,1,1,1,1,1,1,1,0.1571
0,4,4,2,300.0,6,4,9,1,1,1,1,1,1,1,0.4444
0,0,0,0,150.0,4,1,55,1,1,1,1,1,1,1,0.0182
0,0,0,0,150.0,1,3,62,1,1,1,1,1,1,1,0.0484
0,1,2,1,150.0,1,1,53,1,1,1,1,1,0,1,0.0189
0,2,0,0,150.0,1,2,58,1,1,1,1,1,1,1,0.0345
0,4,4,2,150.0,4,1,58,1,1,1,1,1,1,1,0.0172
0,4,4,2,150.0,4,3,51,1,1,1,1,1,1,1,0.0588
1,0,4,0,100.0,8,1,45,1,1,1,1,1,1,1,0.0222
0,4,4,2,300.0,4,1,43,1,1,1,1,1,1,1,0.0233
0,0,0,0,150.0,1,3,60,1,1,0,0,0,1,1,0.05
0,1,4,1,200.0,4,3,55,1,1,1,1,1,1,1,0.0545
0,2,0,0,150.0,1,3,56,1,1,1,1,1,1,1,0.0536
0,1,3,0,150.0,4,4,52,1,1,1,1,1,1,1,0.0769
0,0,0,0,150.0,1,5,64,1,1,1,1,1,1,1,0.0781
0,4,4,2,200.0,1,5,61,1,1,1,1,1,1,1,0.082
0,0,0,2,200.0,1,5,61,1,1,1,1,1,1,1,0.082
0,0,0,0,150.0,1,7,55,1,1,1,1,1,1,1,0.1273
0,4,4,2,150.0,1,6,59,1,1,1,1,1,1,1,0.1017
0,0,0,0,150.0,1,6,63,1,1,1,0,0,1,1,0.0952
0,1,2,0,150.0,4,1,57,1,1,1,1,1,1,1,0.0175
0,0,4,0,150.0,1,6,63,1,1,1,1,1,1,1,0.0952
0,0,0,0,150.0,1,5,64,1,1,1,1,1,1,1,0.0781
0,0,3,0,150.0,1,12,63,1,1,1,1,1,1,1,0.1905
0,0,0,0,150.0,4,1,57,1,1,1,0,1,1,1,0.0175
0,0,0,0,150.0,1,4,60,1,1,0,0,0,1,1,0.0667
0,0,4,0,150.0,1,4,60,1,1,1,1,1,1,1,0.0667
0,0,2,0,150.0,1,1,67,1,1,1,1,1,1,1,0.0149
0,4,4,2,300.0,4,3,54,1,1,1,1,1,1,1,0.0556
0,4,4,2,150.0,4,2,57,1,1,1,1,1,1,1,0.0351
0,0,0,0,150.0,1,1,59,1,1,0,0,0,1,1,0.0169
0,0,0,0,150.0,1,3,64,1,1,1,1,1,1,1,0.0469
0,0,2,0,150.0,1,2,60,1,1,1,1,1,1,1,0.0333
0,4,4,2,150.0,1,4,71,1,1,1,1,1,1,1,0.0563
0,0,0,0,150.0,1,1,61,1,1,0,0,0,1,1,0.0164
0,4,4,2,150.0,4,1,58,1,1,1,1,1,1,1,0.0172
0,1,2,0,150.0,1,3,73,1,1,1,1,1,1,1,0.0411
0,1,2,0,150.0,1,3,63,1,1,1,1,1,1,1,0.0476
0,1,2,0,150.0,1,3,62,1,1,1,1,1,1,1,0.0484
0,0,0,0,150.0,1,4,71,1,1,1,0,0,1,1,0.0563
0,0,0,0,150.0,1,4,71,1,1,1,0,0,1,1,0.0563
0,4,4,2,150.0,4,4,52,1,1,1,1,1,1,1,0.0769
0,4,4,0,300.0,4,3,54,1,1,1,1,1,1,1,0.0556
0,1,4,0,200.0,4,1,37,1,1,1,1,1,1,1,0.027
0,1,0,0,150.0,4,1,27,1,1,1,1,1,1,1,0.037
0,1,4,0,300.0,4,1,46,1,1,1,1,1,1,1,0.0217
0,4,4,2,300.0,4,3,54,1,1,1,1,1,1,1,0.0556
0,2,0,0,150.0,1,7,60,1,1,1,1,1,0,1,0.1167
0,1,0,0,150.0,4,1,36,1,1,1,1,1,1,1,0.0278
0,4,4,2,300.0,4,9,51,1,1,1,1,1,1,1,0.1765
0,4,4,2,150.0,1,7,55,1,1,1,1,1,1,1,0.1273
0,4,4,2,450.0,0,1,70,1,1,1,1,1,1,1,0.0143
0,5,4,0,200.0,4,2,47,1,1,1,1,1,1,1,0.0426
0,2,0,0,150.0,1,11,65,1,1,1,1,1,1,1,0.1692
0,4,4,2,150.0,1,7,55,1,1,1,1,1,1,1,0.1273
1,4,4,2,25.0,8,1,20,1,1,1,1,1,1,1,0.05
0,1,2,0,150.0,4,1,33,1,1,1,1,1,1,1,0.0303
0,1,2,1,150.0,1,9,82,1,1,1,1,1,1,1,0.1098
0,1,4,2,200.0,4,1,50,1,1,1,1,1,1,1,0.02
1,4,4,2,13.0,8,1,52,1,1,1,1,1,1,1,0.0192
0,4,4,2,150.0,1,9,62,1,1,1,1,1,1,1,0.1452
0,1,2,0,150.0,1,5,65,1,1,1,1,1,1,1,0.0769
0,4,4,2,150.0,1,1,71,1,1,1,1,1,1,1,0.0141
1,4,4,2,0.0,8,1,26,1,1,1,1,1,1,1,0.0385
1,5,2,0,13.0,8,1,50,1,1,1,1,1,1,1,0.02
0,1,4,1,150.0,4,1,44,1,1,1,1,1,1,1,0.0227
0,1,4,1,150.0,4,1,49,1,1,1,1,1,1,1,0.0204
0,4,4,2,200.0,1,2,69,1,1,1,1,1,1,1,0.029
0,1,4,0,300.0,4,5,54,1,1,1,1,1,1,1,0.0926
0,4,4,2,150.0,4,7,56,1,1,1,1,1,1,1,0.125
0,4,4,2,450.0,4,1,54,1,1,1,1,1,1,1,0.0185
0,4,4,2,150.0,4,4,53,1,1,1,1,1,1,1,0.0755
0,4,4,2,150.0,4,1,36,1,1,1,1,1,1,1,0.0278
0,1,4,1,150.0,4,3,41,1,1,1,1,1,1,1,0.0732
0,1,2,0,150.0,4,4,41,1,1,1,1,1,1,1,0.0976
0,1,2,0,150.0,4,4,53,1,1,1,1,1,1,1,0.0755
0,0,4,0,150.0,1,12,63,1,1,1,1,1,1,1,0.1905
0,4,4,0,200.0,1,1,69,1,1,1,1,1,1,1,0.0145
0,0,4,0,200.0,4,2,56,1,1,1,1,1,1,1,0.0357
0,0,4,0,200.0,4,2,56,1,1,1,1,1,1,1,0.0357
0,4,4,2,150.0,4,4,53,1,1,1,1,1,1,1,0.0755
