OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,UNDERSIZED,SHALLOW_MAIN,CONDITION_SCORE,OVERSIZED,CLEANED,GlobalID,Shape__Length
77753,10080,ACTIVE,KIT 6,5457,34.2m 450mm  DI,TREATED,450,DI,NO,,NONE,283996800000.0,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,8.5,N,N,98867ae0-f712-4255-b975-a727fbeccb1f,34.2105629728948
77754,76299,ACTIVE,KIT 4,6390,.4m 300mm  DI,TREATED,300,DI,NO,,NONE,-47433600000.0,PURCHASED,,REGION,N,,7,1,4,N,N,8.5,N,N,746c9497-9985-4d58-b1a1-1556b981bbb9,0.355117671105161
77755,10110,ACTIVE,KIT 6,5393,67.9m 450mm  DI,TREATED,450,DI,NO,,NONE,283996800000.0,DONATED,,DUAL CITY AND REGION,N,,7,6,8,N,N,6.1,N,Y,d7a3bc69-584c-4cbf-a292-71676bc7fc30,67.852910448331
77756,82566,ACTIVE,KIT 6,5393,7m 450mm  DI,TREATED,450,DI,NO,,NONE,283996800000.0,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,4.58,N,Y,3920813b-acd5-4770-891d-f908fced2f4e,7.03932838683089
77757,82568,ACTIVE,KIT 6,5394,15m 450mm  DI,TREATED,450,DI,NO,,NONE,283996800000.0,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,8.5,N,Y,fafe0294-eaab-4ddf-aafc-b0da7cad1962,14.956130761421
77758,10090,ACTIVE,KIT 6,5402,38.5m 450mm  DI,TREATED,450,DI,NO,,NONE,283996800000.0,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,8.5,N,Y,4dcdfd32-fe5e-4711-91c2-1cd70ebd61e3,38.5268909037991
77759,82570,ACTIVE,KIT 6,5456,12.5m 450mm  DI,TREATED,450,DI,NO,,NONE,283996800000.0,DONATED,,DUAL CITY AND REGION,N,,6,6,7,N,N,8.5,N,N,ffe2c8b5-859a-45ef-b973-2b9bcb8d02be,12.4519639246543
77760,10030,ACTIVE,KIT 6,21108,125m 450mm  DI,TREATED,450,DI,NO,,NONE,283996800000.0,DONATED,,DUAL CITY AND REGION,N,,7,6,7,N,N,8.5,N,N,0736e36c-f5f8-44a1-ad46-462112071b16,124.970064901045
77761,10100,ACTIVE,KIT 6,5396,55.7m 450mm  DI,TREATED,450,DI,NO,,NONE,283996800000.0,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,8.5,N,Y,81b98062-c516-4904-9cad-82530bb89237,55.671581169996
77762,81620,ACTIVE,KIT 2W,102861,63.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1420502400000.0,PURCHASED,MTE CONSULTANTS INC.,KITCHENER,N,,0,5,46,N,N,9.35,N,N,d62ae36d-5bca-4278-8be9-37b09c7ea388,63.9485848398879
77764,60080,ACTIVE,KIT 4,12102,98.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,873072000000.0,DONATED,,KITCHENER,N,,7,4,18,N,N,9.35,N,N,49e6d1f5-af10-4902-9148-13ede12f6ef0,98.0832805701851
77765,61904,ACTIVE,KIT 2W,22070,141.5m 300mm  DI,TREATED,300,DI,NO,,NONE,226022400000.0,PURCHASED,,KITCHENER,N,,7,5,33,N,N,8.5,N,N,62f81af0-df7d-458a-9dd8-fd72552d2524,141.533052012408
77766,25690,ACTIVE,KIT 4,10351,42.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,215654400000.0,DONATED,,KITCHENER,N,,6,4,15,N,N,9.35,N,N,6dd024e7-36a6-4d2d-b55c-4c3d9e7fd7ba,42.7365942209405
77767,82572,ACTIVE,KIT 4,10351,12.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,215654400000.0,DONATED,,KITCHENER,N,,6,4,15,N,N,9.35,N,N,47c61ea2-1ba4-4b0a-9fac-afa33e4a5a6c,12.1917414998642
77768,74030,ACTIVE,KIT 6,600867,69.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1149120000000.0,DONATED,,KITCHENER,N,,6,6,39,N,N,9.35,N,Y,f0909acb-861d-40e4-a8f9-efca170c62a2,69.5697443098412
77769,82574,ACTIVE,KIT 6,600867,8.4m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1149120000000.0,DONATED,,KITCHENER,N,,6,6,39,N,N,9.35,N,Y,1f148434-1709-47db-b20e-d3bfbf2cda37,8.44509625213796
77770,82576,ACTIVE,KIT 5,601282,8.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1136073600000.0,DONATED,,KITCHENER,N,,6,6,25,N,N,9.35,N,Y,7085b934-b930-4b2b-b504-966c71fc207b,8.7890176020329
77771,82578,ACTIVE,KIT 5,601282,8.3m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1136073600000.0,DONATED,,KITCHENER,N,,6,6,24,N,N,9.35,N,Y,c51c6148-e438-4ade-b834-c2947151be55,8.32157024593635
77772,70850,ACTIVE,KIT 5,601282,176.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1136073600000.0,DONATED,,KITCHENER,N,,7,6,25,N,N,9.35,N,Y,510900fa-bdaf-440c-a13a-a2be895bb166,176.655377255589
77773,82580,ACTIVE,KIT 4,6626,1.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,991353600000.0,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,N,ee18d9e6-826b-4289-b4b4-75a54b749602,1.12320285347848
77776,82584,ACTIVE,KIT 2W,600356,21.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1054425600000.0,PURCHASED,,KITCHENER,N,,7,5,35,N,N,9.35,N,N,d612b395-45c9-4f6d-afcf-7cb60563af7a,21.3395426072407
77777,69550,ACTIVE,KIT 2W,600356,196.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1054425600000.0,PURCHASED,,KITCHENER,N,,6,5,35,N,N,9.35,N,N,a7e72f74-80fb-4bf4-9164-6a960e6b0684,196.859012719462
77778,82586,ACTIVE,KIT 4,9387,3.7m 150mm  DI,TREATED,150,DI,NO,,NONE,788918400000.0,DONATED,,KITCHENER,N,,7,5,5,N,N,9.1,N,N,acb0fdb6-ba7d-4b04-946d-53960aaf8e86,3.7371340158361
77779,76806,ACTIVE,KIT 4,9387,5m 150mm  DI,TREATED,150,DI,NO,,NONE,788918400000.0,DONATED,,KITCHENER,N,,6,1,12,N,N,9.1,N,N,12c3aa49-d2e3-4796-ad6c-97c1a84fbad2,4.99295177500279
77780,59320,ACTIVE,KIT 4,1730,92.7m 300mm  DI,TREATED,300,DI,NO,,NONE,833587200000.0,PURCHASED,,KITCHENER,N,,7,2,25,N,N,9.1,N,N,625e8c8f-a663-4a58-9a13-b2939d4bd544,92.696164797707
77781,82588,ACTIVE,KIT 4,15908,7.6m 200mm  DI,TREATED,200,DI,NO,,NONE,-126230400000.0,DONATED,,KITCHENER,N,,6,4,14,N,N,8.5,N,N,20202fc8-3f9e-45e1-9a6f-d9a6c98f00d6,7.6197389350217
77782,5610,ACTIVE,KIT 4,15908,91.2m 200mm  DI,TREATED,200,DI,NO,,NONE,-126230400000.0,DONATED,,KITCHENER,N,,6,4,14,N,N,4.7,N,N,9281310a-32cf-412a-9321-eff3e9d61f69,91.2020221142905
77783,82590,ACTIVE,KIT 2EA,40224,18m 250mm  PVC,TREATED,250,PVC,NO,,NONE,896659200000.0,DONATED,,KITCHENER,N,,5,5,27,N,N,9.35,N,N,ef8db04b-efdc-4006-aa91-248316e218a2,17.9611672229995
77784,61120,ACTIVE,KIT 2EA,40224,258.4m 250mm  PVC,TREATED,250,PVC,NO,,NONE,896659200000.0,DONATED,,KITCHENER,N,,6,5,28,N,N,9.35,N,N,fa1f0795-46a8-4a11-acb0-c244928a2e5f,258.439482892856
77785,25470,ACTIVE,KIT 4,10370,156m 150mm  DI,TREATED,150,DI,NO,,NONE,347155200000.0,PURCHASED,,KITCHENER,N,,5,4,15,N,N,8.5,N,N,b0bb1dbb-ea20-464e-900b-b23239952c1b,156.021688028756
77786,82592,ACTIVE,KIT 2W,21951,8.5m 150mm  DI,TREATED,150,DI,NO,,NONE,315532800000.0,DONATED,,KITCHENER,N,,6,5,0,N,N,8.5,N,N,cc20df1b-a9f0-4ce3-a7cc-c733e4cef9ad,8.53445434017783
77787,82594,ACTIVE,KIT 2W,21951,.8m 150mm  DI,TREATED,150,DI,NO,,NONE,315532800000.0,DONATED,,KITCHENER,N,,0,5,32,N,N,8.5,N,N,fa57b15f-478c-4306-8a5b-2254296a1b47,0.752106907436349
77788,18170,ACTIVE,KIT 2W,21951,150.4m 150mm  DI,TREATED,150,DI,NO,,NONE,315532800000.0,DONATED,,KITCHENER,N,,6,5,32,N,N,8.5,N,N,359685e2-e0b7-4ec0-a71e-984385af6fe0,150.420304491366
77789,82596,ACTIVE,KIT 5,9722,16.8m 300mm  DI,TREATED,300,DI,NO,,NONE,631152000000.0,PURCHASED,,KITCHENER,N,,7,3,0,N,N,9.1,N,N,281b95c7-eefc-4278-9e97-d8e76c3dd34b,16.7633207929942
77790,82598,ACTIVE,KIT 4,9722,14.3m 300mm  DI,TREATED,300,DI,NO,,NONE,631152000000.0,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,N,bfcce273-180b-4b97-bfa6-0fda32097104,14.3355531084652
77791,55120,ACTIVE,KIT 4,9722,101.7m 300mm  DI,TREATED,300,DI,NO,,NONE,631152000000.0,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,N,f1ec1dfd-5432-4735-8638-c36d22842218,101.748376333877
77792,82600,ACTIVE,KIT 4,9722,13.2m 300mm  DI,TREATED,300,DI,NO,,NONE,631152000000.0,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,N,d5085e3e-11ec-4490-85d8-17258b5cc129,13.212334493422
77793,82602,ACTIVE,KIT 4,9722,91.4m 300mm  DI,TREATED,300,DI,NO,,NONE,631152000000.0,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,N,b03857c2-bb50-4d39-b137-1d915777900f,91.4371570758878
77794,82604,ACTIVE,KIT 4,9722,6.6m 300mm  DI,TREATED,300,DI,NO,,NONE,631152000000.0,PURCHASED,,KITCHENER,N,,0,3,13,N,N,9.1,N,N,603ba220-e7bf-495a-8f41-480108dfa98f,6.58077389995271
77795,82606,ACTIVE,KIT 4,600758,5.2m 200mm  DI,TREATED,200,DI,NO,,NONE,799286400000.0,DONATED,,KITCHENER,N,,6,4,27,N,N,9.1,N,N,7684a934-5793-4ea7-8b2d-a2d898475715,5.17758500471781
77796,57620,ACTIVE,KIT 4,600758,6.4m 200mm  DI,TREATED,200,DI,NO,,NONE,799286400000.0,DONATED,,KITCHENER,N,,6,4,27,N,N,9.1,N,N,ef596304-d8c2-4d44-a655-e948ab7c8e0b,6.42995044117653
77799,67370,ACTIVE,KIT 4,600402,71.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,991353600000.0,PURCHASED,,KITCHENER,N,,6,5,17,N,N,9.35,N,N,0beb68e2-47e3-470a-853d-dd149faf8328,71.616813878608
77800,82610,ACTIVE,KIT 4,103013,18.9m 200mm  PVC,TREATED,200,PVC,NO,,NONE,991353600000.0,PURCHASED,,KITCHENER,N,,7,5,17,N,N,9.35,N,N,c745c2f2-a3be-486e-97e1-0cbb254156d2,18.8617180081409
77803,25740,ACTIVE,KIT 4,6315,198.6m 150mm  CI,TREATED,150,CI,NO,,NONE,-599616000000.0,DONATED,,KITCHENER,N,,6,1,10,N,N,4.95,N,N,c2086e45-1a1c-4cd3-b413-19bee0eb7a40,198.637432559784
77805,82616,ACTIVE,KIT 2W,21792,7.2m 200mm  DI,TREATED,200,DI,NO,,NONE,220924800000.0,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,N,5478f5cf-2ccd-4db9-99b2-19c3ade14038,7.16337855464204
77806,5460,ACTIVE,KIT 2W,21792,206.5m 200mm  DI,TREATED,200,DI,NO,,NONE,220924800000.0,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,N,5eae64df-351f-44dc-bbda-9b13366c42bb,206.477449859051
77807,82618,ACTIVE,KIT 2W,21792,5.8m 200mm  DI,TREATED,200,DI,NO,,NONE,220924800000.0,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,N,27e95a2b-a457-4d13-a58c-2dd9960750bf,5.83761775996729
77808,82620,ACTIVE,KIT 4,10037,.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1022889600000.0,DONATED,,KITCHENER,N,,6,4,0,N,N,9.1,N,N,e6c667fc-b418-4935-8153-123c06afb249,0.461306839306421
77809,68810,ACTIVE,KIT 4,13168,61.2m 300mm  DI,TREATED,300,DI,NO,,NONE,1022889600000.0,DONATED,,KITCHENER,N,,6,4,0,N,N,9.1,N,N,9cf42d9f-9337-4c34-b616-4454d02f1196,61.1732254428792
77811,35240,ACTIVE,KIT 4,20982,5.3m 150mm  CI,TREATED,150,CI,NO,,NONE,-631152000000.0,PURCHASED,,KITCHENER,N,,6,1,9,N,N,7.75,N,N,7d9d3f52-aa35-4a43-a5ca-24283398acab,5.34080898218031
77812,33360,ACTIVE,KIT 4,9215,33.5m 300mm  CI,TREATED,300,CI,NO,,NONE,-599616000000.0,DONATED,,KITCHENER,N,,7,2,11,N,N,7.75,N,N,deae2891-7f9c-43b9-9a8e-ac679942b4e3,33.5307498642632
77813,82622,ACTIVE,KIT 4,10726,12m 150mm  CI,TREATED,150,CI,NO,,NONE,-504921600000.0,DONATED,,KITCHENER,N,,6,5,10,N,N,7.75,N,N,2bfd9e6a-1abe-47cb-835f-f270ad4a9bd6,12.0396003261558
77814,43940,ACTIVE,KIT 4,10727,89.5m 150mm  CI,TREATED,150,CI,NO,,NONE,-504921600000.0,DONATED,,KITCHENER,N,,6,5,12,N,N,7.75,N,N,d4b005a9-1218-4b2f-b180-7a0ef6a9e259,89.488207947105
77815,5110,ACTIVE,KIT 4,8634,58.7m 100mm  CI,TREATED,100,CI,NO,,NONE,-460339200000.0,DONATED,,KITCHENER,N,,6,1,19,N,N,3.83,N,N,fc6f4013-04ab-4f86-8a46-bb3c9ddbcc7e,58.6602396773349
77816,76876,ACTIVE,KIT 4,11304,122.4m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1251763200000.0,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,N,6853bdae-599f-413c-9b26-bea3117d85c9,122.400017099257
77817,82624,ACTIVE,KIT 4,11304,3.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1251763200000.0,PURCHASED,,KITCHENER,N,,0,2,21,N,N,9.35,N,N,6951fed7-a53e-4007-9d36-d938bdfbd4a8,3.7830281026879
77818,82626,ACTIVE,KIT 2W,601483,7.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1117584000000.0,DONATED,,KITCHENER,N,,6,5,40,N,N,9.35,N,N,a78042c6-77a7-4b85-aab6-2f52297575d9,7.53770445741799
77819,72280,ACTIVE,KIT 2W,601483,89m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1117584000000.0,DONATED,,KITCHENER,N,,6,5,40,N,N,9.35,N,N,4064db6a-f24b-440e-b816-6d9f90e68b65,88.9678729099633
77820,3720,ACTIVE,KIT 4,6455,69.6m 150mm  DI,TREATED,150,DI,NO,,NONE,-31536000000.0,DONATED,,KITCHENER,N,,5,3,2,N,N,8.5,N,N,bd0a2a45-0925-48fa-9cbb-a24fce11a853,69.5514928850706
77821,82628,ACTIVE,KIT 4,6455,7.6m 150mm  DI,TREATED,150,DI,NO,,NONE,-31536000000.0,DONATED,,KITCHENER,N,,6,3,2,N,N,8.5,N,N,0debc943-7d8b-4ceb-91d1-9faaa0710184,7.62112895044281
77822,82630,ACTIVE,KIT 4,9444,9.2m 200mm  DI,TREATED,200,DI,NO,,NONE,812505600000.0,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,8efb07d0-f90a-454c-8933-72b130c6b1cc,9.19804957017507
77823,61390,ACTIVE,KIT 4,40132,60.8m 200mm  DI,TREATED,200,DI,NO,,NONE,812505600000.0,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,1b807555-5cf3-4209-a807-88328a96e5ac,60.7875662868977
77824,21110,ACTIVE,KIT 4,13180,101.2m 200mm  DI,TREATED,200,DI,NO,,NONE,-126230400000.0,DONATED,,KITCHENER,N,,6,4,25,N,N,6.9,N,N,6d3b3f25-d0e7-4358-aa62-a27c5015af41,101.165703450678
77825,82632,ACTIVE,KIT 4,9741,13.5m 300mm  DI,TREATED,300,DI,NO,,NONE,252460800000.0,DONATED,,KITCHENER,N,,6,3,8,N,N,8.5,N,N,221f017c-f24d-4fe0-91cc-6b8aaf1a9797,13.4854170072899
77826,37660,ACTIVE,KIT 4,9741,71.3m 300mm  DI,TREATED,300,DI,NO,,NONE,252460800000.0,DONATED,,KITCHENER,N,,7,3,8,N,N,8.5,N,N,9f2acc03-cad9-43f6-99aa-0ac9e1f59018,71.3214165072336
77827,10820,ACTIVE,KIT 5,9555,69.3m 300mm  DI,TREATED,300,DI,NO,,NONE,126230400000.0,DONATED,,KITCHENER,N,,6,6,21,N,N,8.5,N,N,e2773ff5-ecdc-4bfa-9b83-c1afc95450ea,69.3211487464135
77828,6320,ACTIVE,KIT 4,15789,28m 150mm  DI,TREATED,150,DI,NO,,NONE,-31536000000.0,DONATED,,KITCHENER,N,,5,4,13,N,N,8.5,N,N,7781e82f-a247-443e-8ace-7dbc8b1964e4,27.986326723977
77829,61873,ACTIVE,KIT 4,8742,125.6m 450mm  DI,UNTREATED,450,DI,NO,,NONE,-157766400000.0,DONATED,,REGION,N,,0,2,8,N,Y,6.45,N,N,46788688-2736-497f-b24a-38ed566867ae,125.628758605879
77830,4650,ACTIVE,KIT 4,22515,208.3m 200mm  DI,TREATED,200,DI,NO,,NONE,486432000000.0,DONATED,,KITCHENER,N,,6,4,26,N,N,9.1,N,N,bdc98a3c-e541-44cd-a26a-1a0a773593e1,208.250577432994
77831,82634,ACTIVE,KIT 4,22515,7.7m 200mm  DI,TREATED,200,DI,NO,,NONE,486432000000.0,DONATED,,KITCHENER,N,,6,4,26,N,N,9.1,N,N,b19b8277-85fd-44aa-ac6e-cab5e88d0995,7.66930081746306
77832,82636,ACTIVE,KIT 4,10261,6.1m 300mm  DI,TREATED,300,DI,NO,,NONE,370742400000.0,DONATED,,KITCHENER,N,,7,4,0,N,N,8.5,N,N,8bc5f626-0cfe-462a-8e22-442d75e0a5c9,6.0960767059228
77833,35160,ACTIVE,KIT 4,10261,18.3m 300mm  DI,TREATED,300,DI,NO,,NONE,370742400000.0,DONATED,,KITCHENER,N,,6,4,0,N,N,8.5,N,N,8c045300-8ac6-4354-9477-f14aa143f25b,18.3465366704289
77834,81000,ACTIVE,KIT 4,6674,8.7m 300mm  DI,TREATED,300,DI,NO,,NONE,683683200000.0,PURCHASED,,KITCHENER,N,,8,2,31,N,N,9.1,N,N,b2612937-4c0e-4a69-aa11-bd596aecea31,8.73063480392828
77835,76152,ACTIVE,KIT 4,8528,9.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1239667200000.0,PURCHASED,,KITCHENER,N,,6,1,24,N,N,9.35,N,N,55ab51f9-8d78-4179-912f-99a2201c9d5c,9.05249360204567
77836,82638,ACTIVE,KIT 6,21077,22.9m 200mm  DI,TREATED,200,DI,NO,,NONE,473385600000.0,DONATED,,KITCHENER,N,,6,6,6,N,N,9.1,N,N,4a3c9d8b-cb4b-48bf-b59c-97c813c3e69a,22.8598568541356
77837,27750,ACTIVE,KIT 6,21077,58.7m 200mm  DI,TREATED,200,DI,NO,,NONE,473385600000.0,DONATED,,KITCHENER,N,,6,6,6,N,N,9.1,N,N,4dda9194-9ccd-488d-ade7-32392faac19a,58.7498827562769
77838,13520,ACTIVE,KIT 6,21746,3.1m 150mm  DI,TREATED,150,DI,NO,,NONE,513907200000.0,DONATED,,REGION,N,,6,6,0,N,N,9.1,N,Y,09080c69-1a2d-4366-b534-42e62b093b1e,3.13356972182598
77839,82640,ACTIVE,KIT 6,21746,1.4m 150mm  DI,TREATED,150,DI,NO,,NONE,513907200000.0,DONATED,,REGION,N,,0,6,0,N,N,9.1,N,Y,ec7ca922-afd6-4b7e-9960-54cf554d5715,1.42029387405289
77840,82642,ACTIVE,KIT 4,10756,17.9m 200mm  CI,TREATED,200,CI,NO,,NONE,-73699200000.0,PURCHASED,,KITCHENER,N,,7,5,17,N,N,7.85,N,N,770bb5cb-52f5-4dba-a34e-f831f776ccb2,17.8777072448309
77841,18000,ACTIVE,KIT 4,10756,209.9m 200mm  CI,TREATED,200,CI,NO,,NONE,-73699200000.0,PURCHASED,,KITCHENER,N,,7,5,17,N,Y,4.6,N,N,119bc01e-819b-4308-bc73-c8a1745b5401,209.861418383568
77842,82644,ACTIVE,KIT 4,10756,12.9m 200mm  CI,TREATED,200,CI,NO,,NONE,-73699200000.0,PURCHASED,,KITCHENER,N,,7,5,17,N,N,7.85,N,N,1eb37a3a-4b3b-4b09-a1fa-ff7cb48b487b,12.8550743175607
77843,82646,ACTIVE,KIT 4,5864,3.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1086048000000.0,DONATED,,KITCHENER,N,,7,2,6,N,N,9.35,N,N,521f98fc-9a97-493c-b1f7-58d4bce51b5c,3.84192408560368
77844,82648,ACTIVE,KIT 4,5869,30.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1086048000000.0,DONATED,,KITCHENER,N,,7,2,7,N,N,9.35,N,N,17d44331-4280-4c3d-b7ec-e835f4fa145e,30.7711776895556
77845,82650,ACTIVE,KIT 4,5869,1.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1086048000000.0,DONATED,,KITCHENER,N,,0,2,7,N,N,9.35,N,N,80325875-b160-40e2-90cc-3735f6cf20b9,1.90142670631971
77846,63200,ACTIVE,KIT 4,5869,35.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1086048000000.0,DONATED,,KITCHENER,N,,7,2,7,N,N,9.35,N,N,dce655a1-9cb8-4bbc-8a45-d401ce99d7c0,35.8509652281732
77847,82652,ACTIVE,KIT 4,9446,8m 150mm  DI,TREATED,150,DI,NO,,NONE,725846400000.0,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,8f5bcba2-93d4-4f5f-b0da-1e0b12c67a39,7.99427576195268
77848,82654,ACTIVE,KIT 4,9446,121.2m 150mm  DI,TREATED,150,DI,NO,,NONE,725846400000.0,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,112fdf12-5eb0-4c33-b5f7-9a2b5f7e6479,121.220125677817
77849,55200,ACTIVE,KIT 4,9446,156.2m 150mm  DI,TREATED,150,DI,NO,,NONE,725846400000.0,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,ba5869f6-49b1-4e81-9038-dfde2125f5d2,156.239881225715
77850,82656,ACTIVE,KIT 4,9446,140.8m 150mm  DI,TREATED,150,DI,NO,,NONE,725846400000.0,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,68329cf7-328a-4463-a364-499e0079f7cf,140.776399070659
77851,82658,ACTIVE,KIT 4,9446,8.4m 150mm  DI,TREATED,150,DI,NO,,NONE,725846400000.0,DONATED,,KITCHENER,N,,6,3,9,N,N,9.1,N,N,cc9fb098-66f5-4154-90e9-ebb074c3bbb6,8.38033179244448
77852,61828,ACTIVE,KIT 4,23220,45.3m 200mm  DI,TREATED,200,DI,NO,,NONE,-94694400000.0,DONATED,,KITCHENER,N,,5,4,23,N,N,5.3,N,N,996c1390-5c27-4bd5-926c-606d82c32f3f,45.3044384496188
77853,82660,ACTIVE,KIT 4,10044,11.9m 150mm  CI,TREATED,150,CI,NO,,NONE,-504921600000.0,DONATED,,KITCHENER,N,,6,4,10,N,N,7.75,N,N,cda230ed-0b45-4627-a506-c6ba76659d6e,11.8872410596228
77854,31180,ACTIVE,KIT 4,10044,168.4m 150mm  CI,TREATED,150,CI,NO,,NONE,-504921600000.0,DONATED,,KITCHENER,N,,6,4,10,N,Y,4.1,N,N,f17ce592-31d4-4d36-b4e0-e6d5c0bd31f0,168.377487709454
77855,82662,ACTIVE,KIT 4,10892,1.4m 200mm  DI,TREATED,200,DI,NO,,NONE,220924800000.0,PURCHASED,,KITCHENER,N,,7,5,5,N,N,8.5,N,N,a27ea8b5-9565-4e3f-82a6-34402c60cfb9,1.37645148554938
77856,82664,ACTIVE,KIT 4,10892,9.5m 200mm  DI,TREATED,200,DI,NO,,NONE,220924800000.0,PURCHASED,,KITCHENER,N,,6,5,5,N,N,8.5,N,N,0162f2b9-434a-41c2-b5db-f58b3b192183,9.48936206718531
77857,5680,ACTIVE,KIT 4,10892,229.7m 200mm  DI,TREATED,200,DI,NO,,NONE,220924800000.0,PURCHASED,,KITCHENER,N,,8,5,5,N,N,8.5,N,N,f439c8b2-218f-42dd-8297-a04112024a0c,229.680646717216
77858,5950,ACTIVE,KIT 4,6645,174.6m 300mm  DI,TREATED,300,DI,NO,,NONE,454896000000.0,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.1,N,N,3f50f69a-5cb2-40ec-a221-7948efb57383,174.563474016058
77859,82666,ACTIVE,KIT 4,6645,.5m 300mm  DI,TREATED,300,DI,NO,,NONE,454896000000.0,PURCHASED,,KITCHENER,N,,6,2,3,N,N,9.1,N,N,6ef1aae8-8134-4d86-9aa9-84b48b2154ba,0.489813689149053
77860,82668,ACTIVE,KIT 5,601322,13m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1197504000000.0,DONATED,NA,KITCHENER,N,,6,6,24,N,N,9.35,N,Y,55686f5e-f833-4dbb-a0b2-2f62099afae0,13.0237823833453
77861,69140,ACTIVE,KIT 5,601322,58.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1049760000000.0,DONATED,NA,KITCHENER,N,,6,6,25,N,N,9.35,N,Y,9b4238cf-f9b6-4401-9f92-4c441377e512,58.407289212112
77862,82670,ACTIVE,KIT 5,601322,7.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1049760000000.0,DONATED,NA,KITCHENER,N,,6,6,25,N,N,9.35,N,Y,d0973ad8-abf0-4ac7-9422-3f41979cea1a,7.34709639508732
77863,82672,ACTIVE,KIT 6,5459,6.6m 150mm  DI,TREATED,150,DI,NO,,NONE,283996800000.0,DONATED,,KITCHENER,N,,6,6,7,N,N,8.5,N,N,517b098d-318c-40d0-bbd1-ea107e3e10f2,6.60272633317823
77864,37840,ACTIVE,KIT 6,5459,300.4m 150mm  DI,TREATED,150,DI,NO,,NONE,283996800000.0,DONATED,,KITCHENER,N,,6,6,7,N,N,8.5,N,N,f2e12f6e-13af-4600-8d6c-ae2089189d58,300.394604287073
77865,82674,ACTIVE,KIT 6,5459,7.6m 150mm  DI,TREATED,150,DI,NO,,NONE,283996800000.0,DONATED,,KITCHENER,N,,6,6,7,N,N,8.5,N,N,813c343d-5600-427b-8769-7d4a09f49185,7.59775617371573
77866,82676,ACTIVE,KIT 6,5459,112.7m 150mm  DI,TREATED,150,DI,NO,,NONE,283996800000.0,DONATED,,KITCHENER,N,,6,6,7,N,N,8.5,N,N,6683f4db-3b71-470b-8c16-cfdf3c9aae41,112.6813292351
