OBJECTID,WATBREAKINCIDENTID,INCIDENT_DATE,BREAK_TYPE,ROAD_CLOSED,SIDEWALK_CLOSED,HOUR_IMPACTED,UNITS_IMPACTED,CW_SERVICE_REQUEST,STATUS,STATUS_DATE,WORKORDER,RETURN_TO_NORMAL,BREAK_NATURE,BREAK_APPARENT_CAUSE,REPAIR_TYPE,NEW_SECTION_LENGTH,MAINTENANCE_DESC,VALVES_CLOSED,VALVES_OPENED,HYDRANTS_CALLED_OUT,HYDRANTS_CALLED_BACK_IN,POSITIVE_PRESSURE_MAINTANED,AIR_GAP_MAINTANED,DISINFECTED,MECHANICAL_REMOVAL,FLUSHING_EXCAVATION,HIGHER_VELOCITY_FLUSHING,ANODE_INSTALLED,BREAK_CATEGORIZATION,BACTERIA_TESTING_DATE,HEALTH_DEPT_NOTIFICATION,MOECC_SAC_NOTIFICATION,SAC_REFERENCE_NO,LOCAL_MOE_OFFICE,BWA_DWA,BWA_DWA_DECLARED,PROCEEDURES_FOLLOWED,RECORD_CHANGE_REQD,ROADSEGMENTID,CIVIC_NUMBER,STREET,ASSETID,ASSET_DEPTH,FROST_DEPTH,ASSET_SIZE,ASSET_YEAR_INSTALLED,ASSET_MATERIAL,ASSET_EXISTS,GLOBALID
9496,837,1129593600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13178,134,HOLBORN DR,19720,,,150.0,1967,DI,Y,87645583-ec62-4f8f-ada4-59b8742c04eb
9497,608,1045267200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6232,76,BIRCHCLIFF AVE,2860,,,150.0,1963,CI,Y,571e8b5e-705e-442d-be63-cb7e77373f48
9498,348,1039651200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9996,238,FRANKLIN ST S,15440,,,150.0,1957,CI,Y,9d6e0ed2-3e52-4700-8d2d-e66db8d13d30
9499,964,1008806400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1260,545,BELMONT AVE W,88872,,,300.0,1974,DI,Y,d4db5171-aa45-4484-a92f-fe09961b78ca
9500,51,1107993600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6867,58,MADISON AVE N,73850,,,300.0,2006,PVC,N,54b19908-b83a-4962-b725-c896532149e4
9501,972,1038268800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6142,149,UPLANDS DR,38850,,,150.0,1974,CI,Y,3a92973d-975a-436c-a263-ee8dcba6be92
9502,658,853113600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10229,14,CHRISTINE CRES,7190,,,150.0,1964,CI,Y,3e87cb31-44cd-40c8-a13e-f21179598d6c
9503,517,885254400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12094,125,FLORENCE AVE,14700,,,,,,N,3bef326f-1ec8-4b6f-a363-2f4bf4666651
9504,565,1164758400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6518,393,VILLAGE CRES,40140,,,150.0,1962,CI,Y,4f25964e-23d6-45db-82f0-9c5f94bf11dd
9505,1644,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13226,100,KENNETH AVE,21040,,,150.0,1958,CI,Y,6a4ca30f-4960-4970-97f0-1e2dfc0a061c
9506,676,1149724800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10808,105,BRADLEY DR,3990,,,150.0,1965,CI,Y,878c14be-0aee-4dcf-8eb5-746b768722a9
9507,214,1047427200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9843,30,GRIFFIN AVE,77106,,,150.0,2012,PVC,N,1c2234d4-2bd2-41ad-9c5e-0d36a4c3f7a8
9508,894,1038700800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8674,14,DALEGROVE DR,8870,,,150.0,1972,DI,Y,9eb39880-dc9e-4e49-b379-5c02c57c15ff
9509,281,1040688000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9879,284,STIRLING AVE N,97074,,,150.0,2013,PVC,N,fe876689-73b9-415d-8e12-39a9a59d2164
9510,1048,1003363200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10598,90,MAPLEWOOD PL,25250,,,150.0,1953,CI,Y,cba25b93-7432-41d3-96fc-d79d8934dae8
9511,393,855100800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6243,48,FARMBROOK PL,14020,,,100.0,1958,DI,Y,3d11e2be-142a-457e-a968-2f5b922d32ba
9512,334,1004486400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10104,351,VANIER DR,69124,,,200.0,2008,PVC,N,dea259a1-5f4f-4761-86dc-82fb48593754
9513,919,1124755200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20506,255,WESTWOOD DR,42930,,,300.0,1971,DI,Y,d7d37231-f5aa-40f8-8a33-452450eeaa73
9514,950,1074384000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6341,1178,QUEENS BLVD,96080,,,150.0,1949,CI,Y,0fa89401-d0b4-4c45-ab70-aa06bfdfe9bc
9515,107,1165881600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13068,26,LANG CRES,23480,,,150.0,1948,CI,N,c7614a5d-9c62-4ceb-a753-086f8229a388
9516,763,1075075200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11559,120,MONTCALM DR,26970,,,200.0,1965,CI,Y,bcf8fed6-15b9-4a20-8c2e-d21874876dd8
9517,1658,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,70078,529,HIGHLAND RD E,134092,,,300.0,1964,CI,Y,6d0260a3-eebf-45ba-8b37-8fb8734bd2b8
9518,1025,928195200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12098,11,CRESTVIEW PL,8630,,,300.0,1989,DI,Y,6f01f8dd-0cd3-492c-9463-8e180e01e0c4
9519,1675,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6610,68,COURTLAND AVE E,78018,,,150.0,2011,PVC,Y,543e24ce-1815-469a-a7be-d62fabeb3534
9520,782,1104969600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20727,38,CECILE DR,5830,,,150.0,1966,DI,Y,f1a54861-486a-4c8e-9932-3642f1ad5e54
9521,19,1116201600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,7052,83,VICTORIA ST N,68811,,,600.0,2008,PVC,N,903dcbcb-b1d0-491a-9854-df4cfd760bd2
9522,969,998870400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6524,68,ROSENEATH CRES,33470,,,150.0,1974,DI,Y,0acd7335-5536-4808-ab6c-492f201f2f07
9523,94,1110758400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1320,62,DUCHESS AVE,98274,,,150.0,2016,PVC,N,7ff64268-3a6d-459c-920f-1b7f8917e049
9524,574,1133827200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6143,366,FISCHER HALLMAN RD,14580,,,150.0,1962,CI,Y,b8b154f2-4b0c-4b8c-9ede-4397a78ac455
9525,773,1163808000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8719,45,INWOOD DR,20430,,,150.0,1966,CI,Y,dbffb54b-26c4-41b8-a2bf-610fcdc21bb5
9526,179,943747200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10780,66,ARLINGTON BLVD,900,,,150.0,1953,CI,Y,0a8c2f98-99cb-485b-93a6-7fdfd1ef83f7
9527,405,1102032000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22904,63,LYNDHURST DR,24600,,,150.0,1958,CI,Y,6d0999cf-9e4f-423d-8498-66bd3ef45330
9528,1211,1205539200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,190154.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,604222,196,RIVERBEND DR,32880,,,200.0,1962,CI,Y,f7f0932d-0ffb-48e0-8491-924ef8a1b739
9529,818,1105574400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20776,143,WESTWOOD DR,43000,,,300.0,1966,CI,Y,f0462c57-fa86-45dc-b8de-e4fdd2f6e8f8
9530,762,887414400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11559,115,MONTCALM DR,26970,,,200.0,1965,CI,Y,23bbf867-1407-4138-ab8a-3dfe0b76103b
9531,958,933206400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9592,330,TRILLIUM DR,38270,,,300.0,1973,DI,Y,e7ee5a0b-fcef-4c7f-9be0-f067569e365f
9532,363,977443200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11738,55,HOFFMAN ST,19630,,,150.0,1957,CI,Y,13e23d09-7ca1-47ad-b9a7-60f8b805601f
9533,1257,1228089600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,2298.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6612,55,QUEEN ST S,31580,,,300.0,1984,DI,Y,e998fea9-ce69-4042-a3e8-e248abad5e38
9534,99,947203200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6450,43,ST CLAIR AVE,35730,,,,,,N,134284c5-690d-42cb-b3fc-6211d4910b57
9535,275,1027296000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8648,36,SANDRA AVE,33920,,,150.0,1954,CI,N,2df5fc20-32b7-4bb9-86c8-fcaac3080a6a
9536,1200,1203033600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,189351.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,606029,33,LINWOOD AVE,77416,,,150.0,2011,PVC,N,b2939c5d-cc7a-4ccf-ade7-289308c4410a
9537,17,1076544000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6859,173,WEBER ST E,40900,,,,,,N,44ca38cd-219f-4854-852a-b3ab236a4b45
9538,1355,1233100800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,3951.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6584,852,STIRLING AVE S,90738,,,150.0,1948,CI,Y,2b5e001a-4592-4c81-94c0-0b519d401372
9539,22,914457600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11604,136,MADISON AVE S,69383,,,150.0,2008,PVC,N,fd4d5f06-0597-4b12-8026-71f3baa73080
9540,231,1035504000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13297,126,THIRD AVE,37770,,,150.0,1953,CI,N,c04cbb6c-6724-4b45-af85-94b0096e5063
9541,1070,1169856000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,169026.0,,UNKNOWN,CORROSION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10043,346,PROSPECT AVE,31170,,,150.0,1954,CI,Y,54b63686-43eb-485e-b7fa-ec66bd5e86c2
9542,136,946080000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,7020,242,BREITHAUPT ST,76156,,,300.0,2008,PVC,N,fdb42417-bcc2-4a43-842c-5b4c667cd48a
9543,1294,982454400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9854,89,PANDORA AVE N,78514,,,150.0,2012,PVC,N,3d29f1f8-2369-49e0-b148-d77e12e73b8e
9544,1017,1013904000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11693,51,BORDEN AVE S,3880,,,150.0,1925,CI,Y,7f51fc19-c004-4e22-b8bc-e2e9191f6991
9545,230,856483200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9987,171,SIXTH AVE,35140,,,150.0,1953,CI,Y,ffeca251-1026-427f-a870-f5e44a09d819
9546,466,978048000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20774,10,WESTGATE WALK,42050,,,150.0,1959,CI,Y,64eba325-f172-4ae3-b28c-c9695f5cbb44
9547,772,1163808000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15862,80,QUEENSTON CRES,31880,,,150.0,1966,CI,Y,d4fb09c0-a77b-417a-a401-8a114f796277
9548,256,981072000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22945,60,GERARD AVE,16150,,,150.0,1954,CI,Y,50b127fb-c7bf-422d-874d-23cd77e31a2a
9549,1377,1236643200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,6251.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1286,349,UNION BLVD,38560,,,150.0,1954,CI,Y,99cbb6d2-1926-4893-9825-5cd33de0ffaf
9550,1020,1035936000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11129,46,GORDON AVE,66930,,,150.0,2001,PVC,Y,d9ac7836-c577-4523-94a8-7ae3727ce812
9551,578,1009324800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6130,531,FOREST HILL DR,14830,,,200.0,1962,CI,Y,a78cdc50-2cc0-4bc3-9d22-afea5f7ec9ab
9552,320,915840000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22973,131,CLARK AVE,7390,,,150.0,2008,PVC,N,d3c60a73-d225-4607-85e8-d2062134efb8
9553,233,1040256000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22938,229,VANIER DR,83874,,,200.0,1953,CI,N,01ba2f66-54d3-49bd-a6c1-af41d1c562d1
9554,889,935193600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8682,62,DALEGROVE DR,8860,,,150.0,1969,DI,Y,ec573f7d-426c-4d78-a178-18799f26091e
9555,315,1063670400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,70052,42,CAMDEN PL,5270,,,100.0,1956,CI,Y,9d23be5e-c743-4ab1-8f73-ad4e53a82c4f
9556,1665,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,7010,215,OXFORD ST,29880,,,200.0,1946,CI,Y,178adf9f-dfa6-4077-9ef8-1757fe88adfc
9557,130,978998400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10877,419,OTTAWA ST S,29680,,,,,,N,fc600dc5-9980-44c9-aff5-19f91885c42f
9558,188,1079222400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9871,188,BRUCE ST,4900,,,150.0,1953,CI,Y,55ecd30b-9aed-4833-a704-f41639fbe655
9559,538,984096000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,70335,14,LINTON PL,23980,,,100.0,1961,CI,Y,4d812c8e-540a-49e4-8a71-a10ba067188e
9560,1015,1069286400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12655,8,SEREDA RD,34340,,,300.0,1983,DI,Y,dc446a0c-0c40-4d5c-a4ff-5e542c39e8f7
9561,338,1112054400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20673,50,LAKESIDE DR,133140,,,150.0,2016,PVC,N,3c0ccb6d-04e0-4da3-86a8-a15985b55681
9562,633,1165968000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12956,58,NELSON AVE,27670,,,150.0,1964,CI,Y,57c21a5f-5090-4f3c-9342-7ed3368f2b77
9563,1139,1183420800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,177628.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9226,520,CHARLES ST E,6710,,,100.0,1922,CI,N,97838241-e47b-4aea-8fd7-17cf896b9868
9564,432,1164672000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22901,111,WEDGEWOOD DR,41450,,,150.0,1958,CI,Y,3f35c725-e31f-48ee-9add-fd4af90e7ae9
9565,693,1078358400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15924,28,QUEENSTON DR,31910,,,150.0,1966,CI,Y,383d46b6-5592-4a6d-a99c-bda99387a4b3
9566,831,1009670400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10863,836,COURTLAND AVE E,8420,,,300.0,1967,CI,Y,876d619f-24df-4128-bf84-c52163acec2a
9567,1425,1260835200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,21250.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6573,210,GREENBROOK DR,17230,,,200.0,1957,CI,Y,802e10a0-4678-49ab-bdc2-61c41219bc44
9568,857,957830400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10748,177,HAYWARD AVE,76729,,,150.0,1967,DI,N,17bb81ca-bf78-4ba2-9a8b-353bb21c8b5d
9569,1190,1201651200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,188699.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10210,14,YULE PL,44440,,,100.0,1961,DI,Y,4ae0a7a3-359f-4b6c-b494-1bc6c7b9a0e9
9570,1151,1193702400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,184402.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9382,85,OTTAWA ST S,29630,,,150.0,1923,CI,N,9e93e22b-6870-4d4e-abf0-5f4c5e427670
9571,888,904089600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8682,92,DALEGROVE DR,8860,,,150.0,1969,DI,Y,9c779493-6fa5-4f55-981b-d0ac6a58677f
