OBJECTID,WATBREAKINCIDENTID,INCIDENT_DATE,BREAK_TYPE,ROAD_CLOSED,SIDEWALK_CLOSED,HOUR_IMPACTED,UNITS_IMPACTED,CW_SERVICE_REQUEST,STATUS,STATUS_DATE,WORKORDER,RETURN_TO_NORMAL,BREAK_NATURE,BREAK_APPARENT_CAUSE,REPAIR_TYPE,NEW_SECTION_LENGTH,MAINTENANCE_DESC,VALVES_CLOSED,VALVES_OPENED,HYDRANTS_CALLED_OUT,HYDRANTS_CALLED_BACK_IN,POSITIVE_PRESSURE_MAINTANED,AIR_GAP_MAINTANED,DISINFECTED,MECHANICAL_REMOVAL,FLUSHING_EXCAVATION,HIGHER_VELOCITY_FLUSHING,ANODE_INSTALLED,BREAK_CATEGORIZATION,BACTERIA_TESTING_DATE,HEALTH_DEPT_NOTIFICATION,MOECC_SAC_NOTIFICATION,SAC_REFERENCE_NO,LOCAL_MOE_OFFICE,BWA_DWA,BWA_DWA_DECLARED,PROCEEDURES_FOLLOWED,RECORD_CHANGE_REQD,ROADSEGMENTID,CIVIC_NUMBER,STREET,ASSETID,ASSET_DEPTH,FROST_DEPTH,ASSET_SIZE,ASSET_YEAR_INSTALLED,ASSET_MATERIAL,ASSET_EXISTS,GLOBALID
8372,1431,1261699200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,21814.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9932,29,KENWOOD DR,21210,,,150.0,1958,CI,Y,bc3cb0d3-7b63-40d7-b529-267a1b99b4c6
8373,1143,1186531200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,179822.0,,UNKNOWN,CORROSION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20470,7,MAPLE HILL DR,35020,,,300.0,1975,DI,Y,3f497e3f-5ea0-4a72-8c59-1fded9552bea
8374,639,947808000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11564,75,OWEN AVE,29860,,,150.0,1964,CI,Y,f890360f-ba54-4277-a08c-20913a6b5510
8375,931,903830400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,5695,99,INGLESIDE DR,20330,,,150.0,1969,DI,Y,6edfdc61-a928-404a-8f06-3bc16c3dfbae
8376,194,1075593600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10101,111,CLARK AVE,7400,,,150.0,2008,PVC,N,1ba84700-e4eb-4c95-a8bb-299ddb605cd1
8377,1427,1260921600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,21287.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9358,302,COUNTRY HILL DR,8150,,,300.0,1974,DI,Y,5cd3874d-a311-42fc-acf6-9be658d245b1
8378,64,910742400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6966,,WELLINGTON ST N,41690,,,300.0,1929,CI,Y,7333e7ed-88ae-44ce-980a-c474283bb3d6
8379,548,1102377600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9920,288,ROSEMOUNT DR,33450,,,150.0,1959,CI,Y,a9134245-52c6-4b12-a8aa-ecdee828d57b
8380,6,913939200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9503,1487,OTTAWA ST S,64330,,,,,,N,b41d1a6d-a780-466c-b045-fbd6f42a5cb8
8381,1322,1149033600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,156095.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10973,2969,KINGSWAY DR,22360,,,450.0,1962,CI,Y,34234d0a-6692-4495-a51a-67c74fc7debd
8382,835,920678400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20742,24,FURNESS DR,15830,,,150.0,1967,CI,Y,0910d396-f1fa-40df-b362-d0923ce8e60d
8383,623,949968000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1223,27,WEICHEL ST,92364,,,150.0,1963,CI,Y,c8d989d5-b841-43b4-bf77-2c2a6c40885e
8384,881,982800000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6559,79,KIMBERLY CRES,86368,,,150.0,1968,DI,Y,3cea3833-b299-4aa8-a877-063eb7eec028
8385,632,1164412800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6180,226,FISCHER HALLMAN RD,68711,,,150.0,2009,PVC,N,fc2e41c0-adf6-41f3-b37b-b2188fc1c7e2
8386,572,1036713600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6218,66,DEERPARK CRES,9100,,,150.0,1962,CI,Y,02fb8a44-98f5-4167-9353-5210a980050e
8387,1648,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8673,155,MARKWOOD DR,86864,,,150.0,1968,DI,Y,66606aad-fcb6-4769-b206-bcee7fda5b7c
8388,556,914025600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12113,32,WINDOM RD,43740,,,,,,N,c3f2a40c-65e1-4031-8b99-c38feac55ebd
8389,724,968371200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22392,,KING ST E,21970,,,450.0,1988,CPP,Y,5af54f3d-2e9f-48a1-bd50-8510dda669bf
8390,638,985132800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6181,45,LARKSPUR CRES,23530,,,150.0,1964,CI,Y,1b6d1c7a-58ae-46ac-861f-06c068314c25
8391,803,924652800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23157,14,PENROSE AVE,30520,,,150.0,1966,CI,Y,2792377c-b402-40cd-96a2-b4317315c5ff
8392,784,1034380800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15929,24,CONFEDERATION DR,7740,,,150.0,1966,DI,Y,00c3dc35-e40b-4067-92ff-b14f1cc64ab4
8393,101,923616000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11673,74,JACKSON AVE,20520,,,150.0,1947,CI,Y,d2bd7986-f576-434c-871f-1d29cc60e994
8394,1393,1246492800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,12814.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1260,,BELMONT AVE W,78900,,,300.0,1974,DI,Y,8741c0a6-cc0e-4762-8746-3602d2da3921
8395,144,1106611200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6315,116,MAUSSER AVE,25740,,,150.0,1951,CI,Y,1edd65e8-9d0f-495e-afc9-ca51e5e35ba2
8396,1659,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11419,391,HIGHLAND RD E,95686,,,300.0,1955,CI,Y,fca6e852-8207-4edc-9c5f-bbd226e5b452
8397,866,1119312000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1295,136,CHOPIN DR,7150,,,150.0,1968,DI,Y,30fd3acb-0bf4-4d89-a7ea-dd98aa54e217
8398,279,1105920000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9921,239,SHERWOOD AVE,34860,,,150.0,1954,CI,Y,66b4c7c5-a087-4f77-a0fa-3f83e33f5808
8399,91,890265600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11042,27,PELTZ AVE,133734,,,150.0,2015,PVCO,N,ea98d7f9-9df9-40f9-b19a-28b5b8d49ccd
8400,988,996969600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10339,35,GEORGIAN CRES,16080,,,150.0,1976,DI,Y,f8b674c3-5625-4927-a1aa-dcb3315e61cd
8401,899,991267200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6208,8,GLEN LAKE CRES,16550,,,150.0,1969,CI,Y,3cb15c2c-7fae-4c61-8ce4-78565bb35254
8402,571,1081036800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22203,14,CENTREVILLE ST,6230,,,150.0,1962,CI,N,38d5c826-0ac2-4203-8e20-efce9ab85bad
8403,1246,1228089600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,534.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13048,60,DANIEL AVE,8950,,,150.0,1964,CI,Y,f687a64a-2c42-4773-8e2d-a8aac80b6d5f
8404,1117,1174003200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,170918.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12658,220,SPRING VALLEY RD,35600,,,150.0,1924,CI,Y,5b87c641-0f70-4c1f-a6d8-717b8c3093da
8405,1745,1343952000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1362614400000,69184.0,,UNKNOWN,AGE,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6440,24,REX DR,32260,,,,,,N,aa718d82-1cd4-4bf8-b11a-e83b22ea084a
8406,27,1041552000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8685,55,TALBOT ST,37500,,,150.0,1921,CI,N,b0158853-eee7-4631-9fe1-fcd532bc9b30
8407,40,1108944000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8829,317,DUKE ST W,76264,,,450.0,1974,CPP,Y,996630a5-7b11-4f9b-b8e2-0a269034c5b5
8408,731,975024000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,602405,,BLEAMS RD,87366,,,1200.0,1989,CPP,Y,05ada031-08b8-491f-ab65-6c613a873ee4
8409,427,944265600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13058,44,WOOLWICH ST,98342,,,200.0,2011,PVCO,N,be9bd635-e479-4943-bf8c-216585403507
8410,461,1097798400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13222,228,ROSS AVE,33550,,,150.0,1959,CI,Y,79ee831d-2327-4f3b-a5f3-501da0bc6bf1
8411,1042,1045267200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22429,821,FAIRWAY CRES,83826,,,150.0,1995,PVC,Y,74c77527-d952-481c-ab75-3ee59dc37767
8412,11,931305600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,5880,575,KING ST W,76569,,,250.0,1889,CI,N,07f5c424-4295-4620-8a97-a31d73d3e808
8413,342,996364800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13316,58,PLYMOUTH RD,86556,,,150.0,2010,PVC,N,737133d1-a907-4ef6-bcc5-003c13559701
8414,1148,1192320000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,183517.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15837,82,ISLINGTON AVE,20470,,,150.0,1955,CI,Y,dd846680-2269-4665-9a79-973d4824ab3e
8415,222,1106956800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9769,191,MELROSE AVE,76686,,,150.0,2010,PVC,N,13064a9e-8d3a-4913-93b2-f5edd48e624b
8416,690,1006473600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15086,86,QUEENSTON DR,31890,,,150.0,1966,CI,Y,262849af-25e0-4a1a-ac30-418d8613d02f
8417,606,927244800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6232,46,BIRCHCLIFF AVE,2860,,,150.0,1963,CI,Y,8ab90cd2-6655-4535-a2c9-df768ebcbeab
8418,3,1015977600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22770,192,CHAPEL HILL DR,66360,,,150.0,1965,PVC,Y,91145bb4-b25b-488f-8a75-2a307006c7b2
8419,1677,473385600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6434,5,BRANT CRES,136130,,,150.0,2017,PVCO,N,8e55a4bc-938b-4fc7-9a61-cf87cb97b564
8420,1216,1206403200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,190366.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10184,,OTTAWA ST N,29220,,,,,,N,30970e4b-1cd3-4728-a69b-31cafa3bcc91
8421,752,939168000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20717,554,HIGHLAND RD W,18990,,,300.0,1964,DI,Y,e5d335f6-7672-4dd4-82b3-52cac57f5de3
8422,286,879465600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10725,366,WILSON AVE,43570,,,200.0,1954,CI,Y,f8f1c3bc-3a08-48ee-b33a-4df33c8fa34c
8423,868,933379200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1312,112,CHOPIN DR,7160,,,150.0,1968,DI,Y,ed6ba974-b927-4198-9a55-e8c5201151ae
8424,546,1077667200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15746,203,ROSEMOUNT DR,33440,,,150.0,1959,CI,Y,4951c889-7bd1-46b1-b4c9-e6fb3e5ab5f7
8425,1375,1236038400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,5741.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15841,597,KRUG ST,84696,,,150.0,1955,CI,Y,a2fb07c0-6574-4e7e-8b31-1b27dbd80ab9
8426,1672,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8657,60,MARLBOROUGH AVE,25520,,,150.0,1952,CI,Y,14be23cc-17e8-40e5-95cd-e8e01f0f880b
8427,644,1105315200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,70405,150,RUTHERFORD DR,33810,,,150.0,1964,CI,Y,a1b0d913-fdbb-4b0d-ac3e-c105441af874
8428,937,1056758400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10129,206,OTTAWA ST N,29230,,,,,,N,4399098c-3af6-4107-9698-079f9f433182
8429,660,1011830400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6226,520,GREENBROOK DR,17170,,,200.0,1964,CI,Y,a4728023-4bd3-4dc7-969e-9dad05fa3058
8430,1339,1231891200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,3366.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12610,54,BRIDGE ST W,4530,,,150.0,1958,CI,Y,4ad9b3b0-329e-496b-a619-b23bd7ff89f3
8431,781,1104710400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20727,44,CECILE DR,5830,,,150.0,1966,DI,Y,d5e4eed4-e4ce-43b9-9162-5d801ed3ce13
8432,193,1040256000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10101,110,CLARK AVE,7400,,,150.0,2008,PVC,N,2a04130f-26c8-4689-b488-41938968fab2
8433,210,918777600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9843,20,GRIFFIN AVE,77106,,,150.0,2012,PVC,N,17f4bef1-7cd8-4b7d-a162-b9474eea3c7b
8434,696,1105056000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10274,73,HALIFAX DR,76519,,,150.0,1968,CI,Y,a535cfce-8876-4c9a-9964-a8c0ff65aecf
8435,619,1078185600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6228,111,RUSKVIEW RD,87984,,,150.0,1963,CI,Y,1d33b417-052d-4de7-b63e-1815c73d4065
8436,442,1042156800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22859,,ARCHER PL,800,,,150.0,1959,CI,Y,2e040e56-e6b6-4af0-875a-1f77199ea0b7
8437,829,962841600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11450,,COURTLAND AVE E,8400,,,300.0,1967,CI,Y,e7888cfa-7586-4f37-8379-f5f52e788077
8438,391,1103241600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13319,206,DIXON ST,76462,,,150.0,2010,PVC,N,635af336-98ea-4d22-9e96-dd0752b2091d
8439,90,1067558400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11371,139,STIRLING AVE S,76747,,,150.0,1940,CI,Y,b34d9c13-4fd9-4b5a-8343-9ddb12cd8f7f
8440,100,1076371200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10494,292,CLIFTON RD,7480,,,150.0,1947,CI,Y,da8d6cd5-3288-4f5d-afa8-947e4c407788
8441,217,1012608000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9902,510,KRUG ST,22880,,,300.0,1955,CI,Y,8d234a44-a826-40df-a7a5-a1287d677f08
8442,635,980294400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,40257,,BLOOMINGDALE RD,3450,,,300.0,1964,CI,Y,21350438-ff16-4033-acca-c93892b08089
8443,52,1055289600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11717,80,SHELDON AVE N,34640,,,150.0,1925,CI,N,b38c4d65-4b94-45e2-9439-4f7f5ca3fd86
8444,1693,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22244,,STONEGATE DR,76566,,,150.0,1976,DI,Y,3d729c30-a6d8-42b1-8e7e-c2e68ae372ba
8445,637,911779200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6184,609,FOREST HILL DR,14780,,,200.0,1964,DI,Y,fbf9eda7-dc27-4c31-a52a-3eaad11da143
8446,223,1046649600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9844,293,MELROSE AVE,76690,,,150.0,2010,PVC,N,eb998801-e1f5-4461-ad14-0854649b107b
8447,777,1038873600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15863,397,CARSON DR,5620,,,200.0,1966,DI,Y,a541e9bf-d370-468b-afa0-470189d9f991
