OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,UNDERSIZED,SHALLOW_MAIN,CONDITION_SCORE,OVERSIZED,CLEANED,GlobalID,Shape__Length
82718,87372,ACTIVE,KIT 4,10101,13.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2008/05/13 00:00:00+00,PURCHASED,NA,KITCHENER,N,,6,5,13,N,N,9.35,N,N,0c5330ce-f8d1-44d7-a51b-25b8e1082b93,13.308230691757
82719,7400,ACTIVE,KIT 4,10101,82m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2008/08/13 00:00:00+00,PURCHASED,,KITCHENER,N,,6,5,13,N,N,5.75,N,N,404eb09a-025c-4959-8b6f-f526b71c5036,82.0032693770785
82721,87376,ACTIVE,KIT 4,22960,12.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1962/01/01 00:00:00+00,DONATED,,KITCHENER,N,,0,5,8,N,N,7.85,N,N,7ba863ef-e949-44dd-afe5-d076a03e0203,12.6491624376589
82722,87378,ACTIVE,KIT 4,22960,7.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1962/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,5,10,N,N,7.85,N,N,304bdddc-d19a-4401-8c8e-d99bc9371cb1,7.73127037482957
82723,5190,ACTIVE,KIT 4,22960,160.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1962/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,10,N,N,6.65,N,N,e7c4fb76-f90a-4e35-a25c-9897d6f1fe56,160.782100420239
82724,65120,ACTIVE,KIT 4,1649,51.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2000/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,1,27,N,N,9.35,N,N,64157395-32e1-43ba-a3e6-037f8f551d02,51.1515069060663
82725,87380,ACTIVE,KIT 5,40056,6.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1996/11/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,aea0f623-9a0f-4a65-93c6-b6b049425239,6.71552601204079
82726,87382,ACTIVE,KIT 5,40059,8.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1996/11/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,10d41cea-8da5-4347-a2bc-5811caa31e72,8.79223717261025
82727,58940,ACTIVE,KIT 5,40056,150.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1996/11/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,e20b924c-3795-40eb-9138-4844a007e2fc,150.888278804623
82728,87384,ACTIVE,KIT 5,40056,76m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1996/11/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,ca451a67-d1c8-418c-bf9a-859f871736cd,75.9995097027827
82729,27380,ACTIVE,KIT 4,22309,175.4m 200mm  DI,TREATED,200,DI,NO,,NONE,1971/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,5,22,N,N,6.5,N,N,d239efc7-ea68-4557-bf43-5e914522207b,175.397473336883
82730,87386,ACTIVE,KIT 4,22309,5.5m 200mm  DI,TREATED,200,DI,NO,,NONE,1971/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,5,22,N,N,8.5,N,N,25826055-2d0f-4153-b2f1-952bdd1f5d4b,5.52706229555313
82731,87388,ACTIVE,KIT 4,22309,.7m 200mm  DI,TREATED,200,DI,NO,,NONE,1971/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,5,22,N,N,8.5,N,N,cd3e0627-029d-4f94-addc-29e50ec2c471,0.738888487137194
82733,87390,ACTIVE,KIT 4,1351,33.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2011/03/30 00:00:00+00,PURCHASED,,KITCHENER,N,,6,1,26,N,N,9.35,N,N,1a1ce061-e021-40c6-9ae4-3e0769adffc0,33.8801965979599
82734,76793,ACTIVE,KIT 4,1351,7.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2011/03/30 00:00:00+00,PURCHASED,,KITCHENER,N,,6,1,26,N,N,9.35,N,N,cf2e7893-f754-46df-b46b-e775e9ae5bd0,7.79455774239359
82735,8710,ACTIVE,KIT 4,22930,5.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1972/04/27 00:00:00+00,DONATED,NA,KITCHENER,N,,6,4,1,N,N,7.75,N,N,10059dc4-6413-4051-afa1-a4fe4c9df264,5.37628750650331
82737,87392,ACTIVE,KIT 4,9816,11m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2003/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,18,N,N,9.35,N,N,e26f25cb-317e-4f0d-908c-57277e3c3b9d,11.016310821909
82738,66880,ACTIVE,KIT 4,9816,131.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2003/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,18,N,N,9.35,N,N,35db36a1-f5f6-433d-b720-c597a6cc6e02,131.682213010521
82739,87394,ACTIVE,KIT 4,9816,12m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2003/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,18,N,N,9.35,N,N,51bfdc2c-01a4-4415-9758-f6781220d747,12.0310930723178
82740,27280,ACTIVE,KIT 4,8895,64.6m 300mm  DI,TREATED,300,DI,NO,,NONE,1991/08/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,25,N,N,9.1,N,N,735a7dad-eb4c-45ad-a975-2a0c5ce46b47,64.625434224716
82741,87396,ACTIVE,KIT 4,12144,8.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1977/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,29,N,N,8.5,N,N,4d15e4ed-8432-4d5f-8ca3-1736c597f114,8.22980064853582
82742,37590,ACTIVE,KIT 4,12144,136.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1977/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,29,N,N,8.5,N,N,3073721c-d976-4001-8772-f0c68bc55916,136.203981458887
82743,30510,ACTIVE,KIT 4,23112,85.1m 150mm  DI,TREATED,150,DI,NO,,NONE,1966/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,4,2,N,N,8.5,N,N,6b6ab92f-cc02-4e5c-b169-b7e655adf4ba,85.1414666318821
82744,87398,ACTIVE,KIT 4,23112,1m 150mm  DI,TREATED,150,DI,NO,,NONE,1966/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,4,2,N,N,8.5,N,N,e8344ff2-b10a-483d-8b2a-326455fffb88,1.01969093361242
82745,87400,ACTIVE,KIT 5,6423,7.9m 300mm  DI,TREATED,300,DI,NO,,NONE,1968/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,3,0,N,N,8.5,N,N,30490be0-e149-4dbb-ace9-c4d295c248b7,7.94085546852538
82746,43350,ACTIVE,KIT 5,6425,158.3m 300mm  DI,TREATED,300,DI,NO,,NONE,1968/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,3,0,N,N,8.5,N,N,1a58fe58-a5d7-477f-9860-7f5faea47b6d,158.342149250242
82747,87402,ACTIVE,KIT 4,20887,.9m 150mm  CI,TREATED,150,CI,NO,,NONE,1957/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,1,N,N,7.75,N,N,c97421a5-35ea-453e-bcba-7679e93b2a18,0.860527288964291
82748,4700,ACTIVE,KIT 4,20903,89.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1957/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,1,1,N,Y,5.3,N,N,b6991b55-c6c1-4cff-834a-0d90425c0b3f,89.2221658004908
82749,69910,ACTIVE,KIT 4,9790,88.2m 200mm  PVC,TREATED,200,PVC,NO,,NONE,2003/12/02 00:00:00+00,PURCHASED,COK,KITCHENER,N,,6,2,18,N,N,9.35,N,N,2d7a940c-859f-43bf-ba00-77a3d0cc598a,88.241443305827
82751,87406,ACTIVE,KIT 4,9790,12.4m 200mm  PVC,TREATED,200,PVC,NO,,NONE,2003/12/02 00:00:00+00,PURCHASED,COK,KITCHENER,N,,6,2,18,N,N,9.35,N,N,ab8cf511-d6b7-465d-92b2-8cf6a073819d,12.4085988600163
82752,43440,ACTIVE,KIT 4,22091,244.3m 400mm  CI,TREATED,400,CI,NO,,NONE,1961/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,8,5,29,N,N,7.75,N,N,0f15a611-c33f-447f-b210-8b150759c8ce,244.328786964109
82753,87408,ACTIVE,KIT 4,22091,90.8m 400mm  CI,TREATED,400,CI,NO,,NONE,1961/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,8,5,29,N,N,7.75,N,N,a60622d4-d8aa-4720-8c1c-095e0a4c2126,90.8227347688414
82754,42030,ACTIVE,KIT 6,20794,47.2m 300mm  DI,TREATED,300,DI,NO,,NONE,1989/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,37,N,N,9.1,N,Y,b028115b-b1d0-41ed-afa1-f0b682e075b6,47.1952000686863
82755,87410,ACTIVE,KIT 6,21164,21m 300mm  DI,TREATED,300,DI,NO,,NONE,1989/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,37,N,N,9.1,N,Y,0c96363c-2ff3-429c-a6b0-13ced8ce221b,21.0445929965462
82756,87412,ACTIVE,KIT 4,9543,12.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1995/10/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,12,N,N,9.35,N,N,8ed50fed-f5fb-4f8e-8f1c-bb08333a9ccb,12.5779025431561
82757,54420,ACTIVE,KIT 4,25740,245.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1995/10/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,12,N,N,9.35,N,N,f716e668-2498-43ad-ad97-614fc65e8bb8,245.735454688565
82758,87414,ACTIVE,KIT 4,25748,12.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1995/10/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,10,N,N,9.35,N,N,10817f38-effc-4e64-ad76-e5120b445f20,12.6203013156097
82759,87416,ACTIVE,KIT 6,21084,7.1m 150mm  DI,TREATED,150,DI,NO,,NONE,1986/06/01 00:00:00+00,DONATED,,KITCHENER,N,,5,6,2,N,N,9.1,N,Y,2e88927c-2d8f-44b9-8cd2-505cd9a8020e,7.08032610453964
82760,36470,ACTIVE,KIT 6,21084,148.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1986/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,2,N,N,9.1,N,Y,c3e152ac-0504-4ef5-92a1-7408fccd2e90,148.857235527631
82761,87418,ACTIVE,KIT 6,21084,125.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1986/06/01 00:00:00+00,DONATED,,KITCHENER,N,,5,6,2,N,N,9.1,N,Y,f6272ff6-9d21-4da3-a719-8e41767751bb,125.70432529643
82762,87420,ACTIVE,KIT 6,21084,106.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1986/06/01 00:00:00+00,DONATED,,KITCHENER,N,,5,6,2,N,N,9.1,N,Y,61bd6772-db4c-4a03-bc14-2106831a71bf,106.237177884342
82763,87422,ACTIVE,KIT 6,21084,137.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1986/06/01 00:00:00+00,DONATED,,KITCHENER,N,,5,6,2,N,N,9.1,N,Y,675e7f19-3709-49bc-b519-801077a5859c,137.919403514735
82764,78362,ACTIVE,KIT 5,602088,1.9m 200mm  PVC,TREATED,200,PVC,NO,,NONE,2002/06/01 00:00:00+00,PURCHASED,,REGION,N,,7,6,41,N,N,9.35,N,Y,13e256ca-234a-4a39-bd18-f87fc557be46,1.921799204586
82765,87424,ACTIVE,KIT 5,602088,.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,2002/06/01 00:00:00+00,PURCHASED,,REGION,N,,0,6,41,N,N,9.35,N,Y,45b598bb-b603-4446-9105-389882b24ca9,0.528540083896186
82766,78364,ACTIVE,KIT 6,602088,16.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2002/06/01 00:00:00+00,PURCHASED,,REGION,N,,7,6,41,N,N,9.35,N,Y,81557011-c868-4e85-b66b-5fbdc1b033c8,16.6528032907695
82767,78366,ACTIVE,KIT 6,602088,8.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2002/06/01 00:00:00+00,PURCHASED,,REGION,N,,0,6,41,N,N,9.35,N,Y,9aa8f0cb-9474-4a12-ab89-000e0c7660ef,8.30580736537829
82768,87426,ACTIVE,KIT 5,602088,6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2002/06/01 00:00:00+00,PURCHASED,,REGION,N,,0,6,41,N,N,9.35,N,Y,c24b2b58-2fd7-4d53-9297-22cc700fa029,5.99653421197904
82769,78374,ACTIVE,KIT 2W,602335,10.8m 450mm  PVC,TREATED,450,PVC,NO,,NONE,2013/05/07 00:00:00+00,PURCHASED,REGION,REGION,N,,6,5,41,N,N,9.35,N,N,d98eb5d2-99f4-459e-869e-cb07ad404559,10.8338907518436
82770,32700,ACTIVE,KIT 4,15741,124m 300mm  CI,TREATED,300,CI,NO,,NONE,1958/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,4,7,N,N,7.75,N,N,80d6e3cb-9592-45df-a619-72f33435a906,124.003736502679
82773,39650,ACTIVE,KIT 4,10414,220.1m 600mm  DI,TREATED,600,DI,NO,,NONE,1978/01/01 00:00:00+00,PURCHASED,,REGION,N,,6,4,0,N,N,8.5,N,N,96782274-96e4-4425-8c77-fea88db437d5,220.071222625312
82777,65500,ACTIVE,KIT 4,15839,134.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1955/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,6B,N,N,7.75,N,N,0a6b0be4-f6c0-49f7-b2dd-0dbb8466553d,134.222960683764
82778,87432,ACTIVE,KIT 4,9937,6.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1955/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,4,3,N,N,7.75,N,N,59f90d6d-4a10-45ae-8902-c045f2401e45,6.15966204254203
82783,21600,ACTIVE,KIT 4,6635,71.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1989/08/01 00:00:00+00,PURCHASED,,KITCHENER,N,,8,2,21,N,N,9.1,N,N,cbe7fe9a-96fb-474d-bb9b-1a3307afd0e8,71.357945722094
82784,87436,ACTIVE,KIT 4,6635,52.6m 300mm  DI,TREATED,300,DI,NO,,NONE,1989/08/01 00:00:00+00,PURCHASED,,KITCHENER,N,,8,2,21,N,N,9.1,N,N,2c848fd5-d77b-45f4-af29-1c66fcf9bf0b,52.5733279777787
82785,87438,ACTIVE,KIT 4,6635,9.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1989/08/01 00:00:00+00,PURCHASED,,KITCHENER,N,,8,2,21,N,N,9.1,N,N,da9769c2-ecf8-474c-bf01-0bc6fa2d5a28,9.36953314135081
82786,61000,ACTIVE,KIT 5,21754,233.3m 600mm  CPP,TREATED,600,CPP,NO,,NONE,1997/01/01 00:00:00+00,DONATED,,REGION,N,,8,6,0,N,N,9.35,N,Y,51903ea6-1eda-493c-a0e4-7f60f2e76ac4,233.282780095925
82787,29260,ACTIVE,KIT 4,22928,175.6m 600mm  CPP,TREATED,600,CPP,NO,,NONE,,PURCHASED,,REGION,N,,7,4,12,N,N,9.15,N,N,9a9a4397-b847-4fa8-8db7-1f9179dd19db,175.563994749431
82788,76132,ACTIVE,KIT 4,7014,9.9m 300mm  CI,TREATED,300,CI,NO,,NONE,1929/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,31,N,N,7.75,N,N,82566e81-1aec-4016-a2d6-d731cbcfab27,9.9414996748156
82789,87440,ACTIVE,KIT 4,22350,2.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2000/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,4,0,N,N,9.35,N,N,0db6f23d-4d77-4135-a456-c6cc9bf3e59c,2.93127445267081
82790,87442,ACTIVE,KIT 4,22350,154.6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2000/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,4,29,N,N,9.35,N,N,a7ba5b24-6f32-4c84-aee5-efd7deb60b10,154.567899896285
82791,62140,ACTIVE,KIT 4,22350,175.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2000/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,4,29,N,N,9.35,N,N,0f843b3e-420d-4743-a407-d1bc9b01076c,175.941930646511
82794,87446,ACTIVE,KIT 4,9202,2.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2008/06/02 00:00:00+00,PURCHASED,,KITCHENER,N,,0,1,19,N,N,9.35,N,N,414375aa-3685-4b5e-9f37-371fbcac7ecf,2.05131807875418
82795,76215,ACTIVE,KIT 4,1703,29.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2008/06/02 00:00:00+00,PURCHASED,,KITCHENER,N,,7,1,17,N,N,9.35,N,N,afd909b8-491d-4905-ba36-b56fedb68959,29.8220328993581
82796,61889,ACTIVE,KIT 4,10462,76.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1949/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,37,N,N,7.75,N,N,ce973e6b-6c1a-4e86-b7e5-883d1a567f86,76.5967101736882
82797,79784,ACTIVE,BRIDGEPORT,12641,12m 150mm  CI,TREATED,150,CI,NO,,NONE,1964/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,2,45,N,N,7.85,N,N,fd67e9e1-d05a-452b-b523-77272471def3,12.0243603426126
82798,70100,ACTIVE,KIT 2W,600224,74m 250mm  PVC,TREATED,250,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,72f1f85c-ed77-44d7-bcc9-b3f14fbddcd2,74.0463629684101
82799,87448,ACTIVE,KIT 2W,600224,5.2m 250mm  PVC,TREATED,250,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,644d947e-b54b-44b4-b899-6fa0ca6d03cd,5.21020036631094
82800,87450,ACTIVE,KIT 2W,600200,27.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,d53b2caf-1e42-453c-9632-9e35be3408b7,27.9433647822701
82801,70120,ACTIVE,KIT 2W,600200,130m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,37498699-8a06-4184-9cdf-f626d3a3ad95,130.00897667567
82802,87452,ACTIVE,KIT 2W,600200,8.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,abe62b6c-69c1-41cd-b6ca-6e8807367282,8.46126662853073
82803,79816,ACTIVE,BRIDGEPORT,12947,15.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1964/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,2,48,N,N,7.85,N,N,f7bef389-2db7-4e84-9fb7-a839b69250ea,15.6270040882818
82804,40450,ACTIVE,KIT 4,6507,146.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1993/05/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,1,5,N,N,9.1,N,N,7e866252-4fee-4b84-b77e-6a791f7e4164,146.178007168742
82805,87454,ACTIVE,KIT 4,6507,8.1m 150mm  DI,TREATED,150,DI,NO,,NONE,1993/05/01 00:00:00+00,PURCHASED,,KITCHENER,N,,5,1,5,N,N,9.1,N,N,dbaf1a48-6529-4682-a1f0-3b6d595f9e01,8.08464810887769
82806,79302,ACTIVE,KIT 4,11042,7.1m 150mm  PVCO,TREATED,150,PVCO,NO,,NONE,2013/06/26 00:00:00+00,PURCHASED,Meritech,KITCHENER,N,,5,2,26,N,N,9.35,N,N,d03d9c2b-dfc8-495b-a81f-4cafb8f9bf57,7.07948688672165
82807,80460,ACTIVE,KIT 4,11054,4.8m 150mm  PVCO,TREATED,150,PVCO,NO,,NONE,2013/06/26 00:00:00+00,PURCHASED,Meritech,KITCHENER,N,,5,2,26,N,N,9.35,N,N,9a7ac6c3-f52c-4659-b435-0836e6e093c5,4.7967923552762
82808,79914,ACTIVE,BRIDGEPORT,13048,4.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1964/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,5,2,48,N,N,8.5,N,N,47520be0-1a24-4952-986b-449e8e225be0,4.57229924668736
82809,79932,ACTIVE,BRIDGEPORT,10473,18.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1980/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,2,47,N,N,8.5,N,N,ccd1dab7-3275-4b6e-8390-5cce922e58b2,18.396054233114
82810,8640,ACTIVE,KIT 4,11221,237.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1951/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,2,34,N,N,5.5,N,N,d47a0024-6219-4ca3-9570-b0047ad699cb,237.594403031508
82811,13750,ACTIVE,KIT 4,11229,81m 150mm  CI,TREATED,150,CI,NO,,NONE,1951/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,2,34,N,N,7.75,N,N,1b6d3692-3b5f-4342-a16d-9db5cea7eb51,80.9522913977188
82812,87456,ACTIVE,KIT 2W,600232,6.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,669cad0c-e5dc-46fa-b6b7-a42389b7d93b,6.40648222444088
82813,87458,ACTIVE,KIT 2W,600232,40.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,e110f509-db2f-4fcd-8d1a-a552a866f858,40.1705796278154
82814,87460,ACTIVE,KIT 2W,600232,3.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,c5aa772d-4116-4fea-bf3e-0a39347f4238,3.56314502020793
82815,71410,ACTIVE,KIT 2W,600232,171.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,1009ccd7-5f99-4189-b236-ba45ffdb0305,171.87999178792
82816,87462,ACTIVE,KIT 2W,600227,9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,1e614a89-9e12-488e-bdd1-416e5c5278a7,8.96081025929996
82817,70140,ACTIVE,KIT 2W,600227,180.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,97366cbd-d256-41ac-9b85-c5235430dbba,180.268045246206
82818,87464,ACTIVE,KIT 2W,600227,136.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,6f735aa6-0ce3-4fb4-84cc-208a0ec782a6,136.65571038976
82819,87466,ACTIVE,KIT 2W,600227,12.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,N,0d608b60-7ae9-4244-99be-0a00ec855403,12.6294418907341
82820,67260,ACTIVE,KIT 2W,602057,138.6m 250mm  PVC,TREATED,250,PVC,NO,,NONE,2004/04/01 00:00:00+00,DONATED,NA,KITCHENER,N,,6,5,36,N,N,9.35,N,N,fb260f23-fe15-4772-af8b-9c0c24cbee32,138.641090690493
82821,87468,ACTIVE,KIT 2W,602057,12.6m 250mm  PVC,TREATED,250,PVC,NO,,NONE,2004/04/01 00:00:00+00,DONATED,NA,KITCHENER,N,,7,5,36,N,N,9.35,N,N,6296301e-a8ec-416b-a1fa-d8dcba26a837,12.5995926614055
82822,87470,ACTIVE,KIT 2W,600198,5.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2001/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,5,36,N,N,9.35,N,N,cf0c15d4-0c4c-40c7-a3ce-51a8714478f5,5.75726083447136
82823,87472,ACTIVE,KIT 2W,600198,10.6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2001/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,5,35,N,N,9.35,N,N,62ff9af9-a3fc-4362-b3ac-8465a32e66c2,10.6013779422793
82824,67240,ACTIVE,KIT 2W,600198,71.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,2001/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,5,36,N,N,9.35,N,N,a923c626-fd80-4ff4-b8d9-539d3fc231c8,71.3632779742084
82825,34100,ACTIVE,BRIDGEPORT,12948,101.8m 200mm  CI,TREATED,200,CI,NO,,NONE,1964/01/01 00:00:00+00,DONATED,NA,KITCHENER,N,,5,2,48,N,N,7.4,N,N,81be055a-7f3d-4580-8cf4-db56c59baa70,101.799747281522
82827,87474,ACTIVE,KIT 4,9899,1.9m 150mm  CI,TREATED,150,CI,NO,,NONE,1955/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,4,6,N,N,7.75,N,N,d4a129a9-4d3b-4efb-a924-c6c7cd042334,1.85269405451711
82828,13650,ACTIVE,KIT 4,9899,69.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1955/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,4,6,N,N,5.35,N,N,1238bba8-3101-411c-bf20-877b37618eb2,69.2341851374
82830,87478,ACTIVE,KIT 4,9897,11.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,6,N,N,7.75,N,N,d9a7ebdc-b5ad-474e-ba15-44e863d7481c,11.5802456070367
82831,18350,ACTIVE,KIT 4,9897,60.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,6,N,N,4.55,N,N,e6ad6fdd-68bf-4d47-bfcf-2849bbc0ca60,60.7543414931322
82833,87480,ACTIVE,KIT 4,8829,.9m 300mm  DI,TREATED,300,DI,NO,,NONE,1992/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,25,N,N,9.1,N,N,2ef95098-673d-4811-9de5-00f64d25a561,0.89269012032319
82834,82126,ACTIVE,KIT 4,8829,2.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1992/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,25,N,N,9.1,N,N,1ce5aced-ded3-4d35-934d-859fb371ea7d,2.43093609325689
