OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,OVERSIZED_DIAMETER,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,UNDERSIZED,SHALLOW_MAIN,CONDITION_SCORE,OVERSIZED,GlobalID,Shape__Length
166521,137638,ACTIVE,KIT 4,11664,17.8m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,9e63be6f-2349-404d-96d9-a75ec2fce72f,17.7851741117273
166522,137640,ACTIVE,KIT 4,9222,62.4m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,6cd12829-3e9a-442c-8141-98d57612bd65,62.4288786555472
166523,137642,ACTIVE,KIT 4,9222,119m 600mm  PVC,TREATED,600,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,REGION,N,,8,2,2,N,N,9.85,N,34a4b89a-ae33-46e1-bb7a-00644c2baa88,119.042174610627
166524,137644,ACTIVE,KIT 4,11664,6.8m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,5326f964-d6e4-45f5-9e0a-4677c3c89fd3,6.7977789356468
166525,137646,ACTIVE,KIT 4,9222,172.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,893f0c9b-d802-406d-9900-a44b6488a175,172.655433894819
166526,137648,ACTIVE,KIT 4,11693,21.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,95fae145-52f3-4f7c-b051-5e8aa9ad7527,21.5576293687919
166527,137650,ACTIVE,KIT 4,11693,1.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,-1,2,1,N,N,9.85,N,d28eed96-6dfe-47d4-8b96-08beda2c21b6,1.5879104023877
166528,137652,ACTIVE,KIT 4,9222,33.2m 600mm  PVC,TREATED,600,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,REGION,N,,7,2,2,N,N,9.85,N,192b04d4-6e74-4428-ae8a-4084784d8c5f,33.1654149566742
166529,137654,ACTIVE,KIT 4,9222,14.2m 600mm  PVC,TREATED,600,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,REGION,N,,8,2,1,N,N,9.85,N,7dce3c10-2263-4a2a-8019-11fa52dc4f4d,14.1905065075745
166530,137656,ACTIVE,KIT 4,9222,1.3m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,c55de72c-8d78-4a7f-8861-bf4802fc3b35,1.30014053357494
166531,137658,ACTIVE,KIT 4,9222,3.5m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,813be851-677d-4527-a4f5-edb300db9a6b,3.4888622122308
166532,137660,ACTIVE,KIT 4,9222,14.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,bf99cb40-a36a-4b17-980d-cd68fe4700a4,14.1328134568546
166533,137662,ACTIVE,KIT 4,9226,193.2m 600mm  PVC,TREATED,600,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,REGION,N,,8,2,1,N,N,9.85,N,017bbb44-9892-4975-9239-2364931e56d4,193.177179811624
166534,137664,ACTIVE,KIT 4,9222,.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,0d802771-e802-47d0-9d16-19c0dd13503a,0.913289986973338
166535,137666,ACTIVE,KIT 4,9222,.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,e845e512-9b5f-471c-ab7e-850fff948860,0.654860176878057
166536,137668,ACTIVE,KIT 4,9222,10.8m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,7a25bfc0-0985-497c-9974-3f16d1989182,10.7647276290887
166537,137670,ACTIVE,KIT 4,9221,.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,3ab88714-1d0a-40be-a467-047846d25430,0.891072669030735
166538,137672,ACTIVE,KIT 4,11371,3.8m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,6d6e675a-8c47-42fa-a71f-b82ef48fa91c,3.79326110152059
166539,137674,ACTIVE,KIT 4,11371,5.2m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,2034fd12-3524-4f8c-8248-32d8ab58bff1,5.22205469933056
166540,137676,ACTIVE,KIT 4,11371,1.7m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,1223b14c-46d2-45d1-aa74-fdcab251bc85,1.72672814557193
166541,137678,ACTIVE,KIT 4,6904,17.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,00b54883-80b5-43f4-befd-642f6e350b3f,17.6710157184022
166542,137680,ACTIVE,KIT 4,11646,94.3m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,461e9460-97e8-4c5a-991b-b0cb0929b517,94.3343122830735
166543,137682,ACTIVE,KIT 4,11646,326.4m 600mm  PVC,TREATED,600,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,REGION,N,,8,2,2,N,N,9.85,N,58999b51-3f18-40e0-891c-2965e340ea27,326.433457297427
166544,137684,ACTIVE,KIT 4,11302,.8m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,-1,2,21,N,N,9.85,N,db9471f2-7dd0-4418-9cb1-9a3dbd277380,0.763891989161729
166545,137686,ACTIVE,KIT 4,11304,25.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,9b3813c8-7ebc-4bfd-a0fc-ffc5822f8123,25.1194480735864
166546,137688,ACTIVE,KIT 4,6903,10m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,21344966-5861-4616-ab08-741d969affcd,9.95285901383066
166547,137690,ACTIVE,KIT 4,6903,.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,d91399c9-347f-44f8-bcb5-0537e3d1c7ff,0.850568615866683
166548,137692,ACTIVE,KIT 4,11668,16.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,f46629e8-50c7-4233-b393-55dd8701e866,16.9408241560149
166549,137694,ACTIVE,KIT 4,11668,.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,db05778d-d688-410a-8cb8-f4c974c729fe,0.591048837769784
166550,137696,ACTIVE,KIT 4,11668,1.5m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,9ea6ee78-76a4-40d5-b7ee-6aec9e6f0eec,1.51639784457329
166551,137698,ACTIVE,KIT 4,11668,4.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,77b09ba5-1801-4ac9-9c1a-fb7e468c894d,4.91370903259549
166552,137700,ACTIVE,KIT 4,11668,1.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,157d736a-dceb-400e-9ba3-11028fcd3fc5,1.11405528246918
166553,137702,ACTIVE,KIT 4,6616,2.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,7,2,21,N,N,9.85,N,65146b6b-5283-4e2c-acc7-57553d3fe445,2.60000112352458
166554,137704,ACTIVE,KIT 4,6616,4.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,be48aaca-185c-4a13-a03e-fee8d2232054,4.68932522338418
166555,137706,ACTIVE,KIT 4,6616,1.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,1e2c0ca8-dcc7-4243-adfa-4094cd5eaeab,1.18480186029029
166556,137708,ACTIVE,KIT 4,6627,22.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,e85180c1-0307-4034-bc40-84a514408b89,22.0899027153025
166557,137710,ACTIVE,KIT 4,6616,3.4m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,7526b187-56f9-43c0-826b-f89b713aedd2,3.37225336337743
166558,137712,ACTIVE,KIT 4,6616,1.8m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,b8f36f6a-1510-4d4a-8b05-e382216f1190,1.81672571386577
166559,137714,ACTIVE,KIT 4,11302,3.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2018/10/26 00:00:00+00,PURCHASED,REGION,KITCHENER,N,,8,2,21,N,N,9.85,N,b7575eac-e92b-4782-985d-222de35dbbd6,3.60942048743247
166560,137716,ACTIVE,KIT 4,11368,29.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,7,2,2,N,N,9.85,N,a693464a-e6fa-476f-b800-99b98bec6364,29.2058439472584
166561,137718,ACTIVE,KIT 4,11670,24.8m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,7c8e80b2-f2d6-4c97-bd16-b1056faac8e8,24.7633915898041
166562,137720,ACTIVE,KIT 4,9222,4.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,ff7b1f69-4f3f-4c16-87fb-3dfa411ebbe7,4.17114217912745
166563,137722,ACTIVE,KIT 4,9221,24m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.1,N,88d40321-de13-4c08-b2f4-254cafbad594,23.966607193812
166564,137724,ACTIVE,KIT 4,9221,30.6m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.1,N,e5c444c1-1dac-425d-b3e8-e92285332fec,30.6315097545262
166565,137726,ACTIVE,KIT 4,6895,1.5m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,-1,2,1,N,N,9.85,N,68623905-69de-4b48-a280-fe22af8a99fe,1.54553437990034
166566,137728,ACTIVE,KIT 4,6899,10.1m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,38c9be39-3d08-4ed3-b94e-581802abc5b2,10.1271716809495
166567,137730,ACTIVE,KIT 4,6895,.3m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,-1,2,1,N,N,9.85,N,9fd06b1f-33a7-4314-b87d-0ed2559f83c4,0.335748015633668
166568,137732,ACTIVE,KIT 4,6891,33.9m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,7,2,1,N,N,9.85,N,47635eba-b0dd-4617-a4c9-a1941176a058,33.8903657622626
166569,137734,ACTIVE,KIT 4,6897,1.3m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,-1,2,1,N,N,9.85,N,1bcba735-5811-447f-91bb-da75188067c1,1.33580043870013
166571,137738,ACTIVE,KIT 4,11654,85.6m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,20fafdbd-72d2-45f2-a811-9a0afaf02431,85.5608246271449
166572,137740,ACTIVE,KIT 4,104724,99m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2018/11/07 00:00:00+00,PURCHASED,REGION,KITCHENER,N,,8,2,1,N,N,9.85,N,78ce1562-9c70-49ae-8a47-48de777e471e,99.0415866933105
166573,137742,ACTIVE,KIT 4,9221,3.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,-1,2,1,N,N,9.85,N,07e1ef3a-b449-49f4-8189-85794bdee60e,3.08067634763492
166574,137744,ACTIVE,KIT 4,11654,18m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,29fe4dd3-9b35-444d-868f-9736be62f4e8,17.9959434442282
166575,137746,ACTIVE,KIT 4,9221,7.6m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.1,N,cb04258b-0932-40d4-9e90-5515b2cccd23,7.59381929497476
166576,137748,ACTIVE,KIT 4,9221,48.3m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,9,2,1,N,N,9.1,N,59d853a8-4256-49e4-a9e8-2e035d9e9cf9,48.2873319847872
166577,137750,ACTIVE,KIT 4,11654,141.2m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,fac9eea0-b8a1-402c-8359-4c65d7dbdba8,141.152489814002
166578,137752,ACTIVE,KIT 4,6891,20m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,eb7dfd78-d3e6-4025-85e1-76bd8a99ada0,19.9725185087368
166579,137754,ACTIVE,KIT 4,9235,.5m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,-1,2,11,N,N,9.85,N,3411ecd5-1464-489f-a376-4c0e0c7692df,0.512354604732085
166580,137756,ACTIVE,KIT 4,9235,19.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,16d4ae3b-21e0-451d-a1fb-b4b0f7f2020a,19.6297102118797
166581,137758,ACTIVE,KIT 4,9230,18.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.1,N,7bf8efac-0951-43d2-87c5-60a38a0eeb9e,18.4717801717915
166582,137760,ACTIVE,KIT 4,9238,14.8m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,7,2,1,N,N,9.1,N,20143715-be2d-41b9-ae71-203143dfbf3b,14.7794818920407
166583,137762,ACTIVE,KIT 4,9230,1.3m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,7,2,1,N,N,9.1,N,8d1eefbc-6455-48fd-8004-69eacaf54ae5,1.28511964371715
166584,137764,ACTIVE,KIT 4,9382,78.9m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.1,N,0ccd9081-fad6-4ce2-9867-fbcc200b3d7c,78.9197591911468
166585,137766,ACTIVE,KIT 4,9230,2.3m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.1,N,5c9e936d-f76a-4202-a542-fb24e89aa54a,2.27864943037398
166586,137768,ACTIVE,KIT 4,9230,61.1m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.1,N,7d1e78ef-2959-4914-b799-7576656fb746,61.094226125341
166587,137770,ACTIVE,KIT 4,9382,107.2m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,7,2,1,N,N,9.1,N,13c5f03f-d9ca-434e-a5bf-fcff9a6d5eae,107.202071008672
166588,137772,ACTIVE,KIT 4,9382,4.4m 300mm  DI,TREATED,300,,DI,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,7,2,1,N,N,9.1,N,32d828a6-0439-4871-9adb-7fdbd3f051f9,4.38281432235219
166589,137774,ACTIVE,KIT 4,9377,12.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,4c948b55-5e32-47d1-ae02-ccf456f0991b,12.5684041770765
166590,137776,ACTIVE,KIT 4,9381,1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,d1929692-20cb-4966-a94e-b9780b62297e,1.0290461307685
166591,137778,ACTIVE,KIT 4,9378,13.4m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,97c1c1ee-4425-42af-8d80-4ec8bd55eb3b,13.390504708676
166592,137780,ACTIVE,KIT 4,9375,.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,5aee1a99-0b58-4841-a1f6-28eeeacb1951,0.728996735238156
166595,137786,ACTIVE,KIT 4,9393,74.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,f9bd93f8-1511-4026-8017-288b62bcb123,74.7077032656238
166596,137788,ACTIVE,KIT 4,9375,56.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,-1,2,1,N,N,9.85,N,20c726e6-0349-4545-943c-8abbced57905,56.6905011959923
166597,137790,ACTIVE,KIT 4,9393,11.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,e48ced42-6dd9-41a1-85fb-2d48f3e70f02,11.5891321868893
166598,137792,ACTIVE,KIT 4,11477,14.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,fb3a3244-4a1b-4b29-9b8b-ff7c6795b4ca,14.1558708405715
166599,137794,ACTIVE,KIT 4,9380,.8m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,079d6382-c5d4-4303-a213-36e9ccc865a4,0.807525615372322
166600,137796,ACTIVE,KIT 4,9380,4.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,7,2,1,N,N,9.85,N,aaada128-7534-46be-ad86-453ba7b61d23,4.58811116869896
166601,137798,ACTIVE,KIT 4,6888,14.5m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,7,2,1,N,N,9.85,N,77b80352-f294-41aa-905a-12e2ad8f4621,14.468382551447
166602,137800,ACTIVE,KIT 4,9373,17.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,949d83a5-d524-4fe8-9817-043d12d2f517,17.0583101524781
166603,137802,ACTIVE,KIT 4,9374,.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,3cae096b-19c9-48e7-b44c-6ae013afa3bc,0.57411606029664
166604,137804,ACTIVE,KIT 4,9373,5.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2018/10/29 00:00:00+00,PURCHASED,REGION,KITCHENER,N,,7,1,12,N,N,9.85,N,e727b160-9e73-4cba-9f00-4243f7b7595c,5.89523063576759
166605,137806,ACTIVE,KIT 4,9375,22.3m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,d9bba3dd-627b-4edc-9ba3-c7d8ff334b6d,22.252484073822
166606,137808,ACTIVE,KIT 4,9374,84.5m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,4cd34b0c-3565-42b8-ba19-672860662f17,84.5421671874745
166607,137810,ACTIVE,KIT 4,9374,14.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,859b4339-de68-4ee1-ac00-5cda682c2e9d,14.2406581632141
166608,137812,ACTIVE,KIT 4,6886,61.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,1,12,N,N,9.85,N,670b1b5d-6085-47be-8b51-20dea441c972,61.1708934295565
166609,137814,ACTIVE,KIT 4,6886,16.4m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,2,1,N,N,9.85,N,21e770e9-019d-45db-a491-bd4524fa399c,16.4240385345083
166610,137816,ACTIVE,KIT 4,9371,15.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,1,12,N,N,9.85,N,5a9d6568-711c-4dfe-83a5-73e13bb130cb,15.1871324047115
166611,137818,ACTIVE,KIT 4,6886,.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,1,12,N,N,9.85,N,4fefdb58-62dc-4021-a314-10a94dbcaf6f,0.57723141046121
166612,137820,ACTIVE,KIT 4,6886,6.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,1,12,N,N,9.85,N,d2bc419d-7832-4636-a2df-8390f2bc6dda,6.8915479022501
166613,137822,ACTIVE,KIT 4,6890,38.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,1,12,N,N,9.85,N,760f0e90-16f5-4394-9f62-44bdd13969ce,38.726271814558
166614,137824,ACTIVE,KIT 4,6890,6.5m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,1,12,N,N,9.85,N,21f81160-e128-49d9-b341-b51948c3a47b,6.45644636816731
166615,137826,ACTIVE,KIT 4,6890,94.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,-1,1,12,N,N,9.85,N,20c1661c-1f57-42a7-919b-404f0a7d1b36,94.058697803343
166616,137828,ACTIVE,KIT 4,9370,14.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,1,12,N,N,9.85,N,a55db89b-cf75-4498-a405-072dcdb1f9cd,14.1426232399473
166617,137830,ACTIVE,KIT 4,6890,.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,1,12,N,N,9.85,N,aa52d635-d528-4a5f-a62b-c59aa8825913,0.597213814480127
166618,137832,ACTIVE,KIT 4,9370,4.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2018/10/29 00:00:00+00,PURCHASED,REGION,KITCHENER,N,,8,1,12,N,N,9.85,N,0f60ce1d-f719-4132-a4a6-a0ec9e1b47aa,4.88161811267632
166619,137834,ACTIVE,KIT 4,10901,3.8m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2019/06/21 00:00:00+00,PURCHASED,AECOM,KITCHENER,N,,8,1,12,N,N,9.85,N,bc38cfee-d365-425b-af97-f899efa16832,3.76299221516163
