OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,OVERSIZED_DIAMETER,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,UNDERSIZED,SHALLOW_MAIN,CONDITION_SCORE,OVERSIZED,GlobalID,Shape__Length
77749,11270,ACTIVE,KIT 4,15090,46m 600mm  DI,UNTREATED,600,,DI,YES,1977/01/01 00:00:00+00,CEMENT,1977/01/01 00:00:00+00,PURCHASED,,REGION,N,,0,4,27,N,N,8.5,N,f7e46ffa-56bc-4859-a2cc-8599d0e7408b,45.9970390879303
77750,82562,ACTIVE,KIT 4,15090,44.7m 600mm  DI,UNTREATED,600,,DI,YES,1977/01/01 00:00:00+00,CEMENT,1977/01/01 00:00:00+00,PURCHASED,,REGION,N,,0,4,0,N,N,8.5,N,e8674695-5f65-4af8-a43c-ed7fc79289d3,44.7307726190183
77753,10080,ACTIVE,KIT 6,5457,34.2m 450mm  DI,TREATED,450,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,DUAL CITY AND REGION,N,,6,6,0,N,N,8.5,N,99505da3-44b2-44dd-87e1-103c9a349579,34.2105629728948
77754,76299,ACTIVE,KIT 4,6390,.4m 300mm  DI,TREATED,300,,DI,NO,,NONE,1968/07/01 00:00:00+00,PURCHASED,,REGION,N,,7,1,4,N,N,8.5,N,f540e4eb-8f72-4244-bd7a-378df5c6ec40,0.355117671105161
77755,10110,ACTIVE,KIT 6,5393,67.9m 450mm  DI,TREATED,450,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,DUAL CITY AND REGION,N,,7,6,0,N,N,6.1,N,5d2ab967-02e2-41c9-9720-0887ce4cb13a,67.852910448331
77756,82566,ACTIVE,KIT 6,5393,7m 450mm  DI,TREATED,450,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,DUAL CITY AND REGION,N,,6,6,0,N,N,4.58,N,6d56ab32-fb78-4c42-ae39-de6b95167447,7.03932838683089
77757,82568,ACTIVE,KIT 6,5394,15m 450mm  DI,TREATED,450,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,DUAL CITY AND REGION,N,,6,6,0,N,N,8.5,N,37ba75cb-4960-4a6f-b230-a3ff783584a0,14.956130761421
77758,10090,ACTIVE,KIT 6,5402,38.5m 450mm  DI,TREATED,450,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,DUAL CITY AND REGION,N,,6,6,0,N,N,8.5,N,697b67a1-98df-407a-9d17-ed041bf30ce4,38.5268909037991
77759,82570,ACTIVE,KIT 6,5456,12.5m 450mm  DI,TREATED,450,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,DUAL CITY AND REGION,N,,6,6,0,N,N,8.5,N,230933e7-2755-4769-b509-38b0dfd93e97,12.4519639246543
77760,10030,ACTIVE,KIT 6,21108,125m 450mm  DI,TREATED,450,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,DUAL CITY AND REGION,N,,7,6,0,N,N,8.5,N,042c6917-512f-41c4-9790-53afc38aad23,124.970064901045
77761,10100,ACTIVE,KIT 6,5396,55.7m 450mm  DI,TREATED,450,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,DUAL CITY AND REGION,N,,6,6,0,N,N,8.5,N,51836f9c-25aa-43b1-8f4f-e163bb91b9ab,55.671581169996
77762,81620,ACTIVE,KIT 2W,102861,63.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2015/01/06 00:00:00+00,PURCHASED,MTE CONSULTANTS INC.,KITCHENER,N,,0,5,46,N,N,9.35,N,d0490cc9-c807-493d-8d2f-2e7b7a0a48af,63.9485848398879
77764,60080,ACTIVE,KIT 4,12102,98.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,1997/09/01 00:00:00+00,DONATED,,KITCHENER,N,,7,4,18,N,N,9.35,N,c632ac9b-909c-46bf-944b-c4b1dbb697b9,98.0832805701851
77765,61904,ACTIVE,KIT 2W,22070,141.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,1977/03/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,33,N,N,8.5,N,eafdc9ef-602a-4cc2-9f96-8e3bb1a3a42f,141.533052012408
77766,25690,ACTIVE,KIT 4,10351,42.7m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,1976/11/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,15,N,N,9.35,N,6e7a7521-a51e-434b-aae1-71f790aa77e6,42.7365942209405
77767,82572,ACTIVE,KIT 4,10351,12.2m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,1976/11/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,15,N,N,9.35,N,0d738692-628f-47f8-ba7a-bf83164eefb0,12.1917414998642
77768,74030,ACTIVE,KIT 6,600867,69.6m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2006/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,282ab6e7-463d-4bb5-a6be-28c456f1a8c2,69.5697443098412
77769,82574,ACTIVE,KIT 6,600867,8.4m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2006/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,d006359e-737a-41a7-b4b5-981cfe3c39ed,8.44509625213796
77770,82576,ACTIVE,KIT 5,601282,8.8m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2006/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,64cd8b3c-dd23-4da3-88f9-99a06af7b0ee,8.7890176020329
77771,82578,ACTIVE,KIT 5,601282,8.3m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2006/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,c2d03cdf-2e2a-4e38-a8b8-e575326eae14,8.32157024593635
77772,70850,ACTIVE,KIT 5,601282,176.7m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2006/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,9.35,N,a68cf4a1-742e-4d9d-8423-3ac460f1746b,176.655377255589
77773,82580,ACTIVE,KIT 4,6626,1.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2001/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,c1f893a4-ca49-4129-9c4a-db3abce64e3b,1.12320285347848
77776,82584,ACTIVE,KIT 2W,600356,21.3m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2003/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,35,N,N,9.35,N,72d6a89f-f7c3-4d47-a3ba-df16a96de465,21.3395426072407
77777,69550,ACTIVE,KIT 2W,600356,196.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2003/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,5,35,N,N,9.35,N,7c21d1dc-0835-4858-99d0-48741da9f057,196.859012719462
77778,82586,ACTIVE,KIT 4,9387,3.7m 150mm  DI,TREATED,150,,DI,NO,,NONE,1995/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,5,5,N,N,9.1,N,137f56ef-fe3c-44ef-bfc3-771dd6b3530c,3.7371340158361
77779,76806,ACTIVE,KIT 4,9387,5m 150mm  DI,TREATED,150,,DI,NO,,NONE,1995/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,12,N,N,9.1,N,473829e7-687e-47f1-b9b5-f7b8cd31bc91,4.99295177500279
77780,59320,ACTIVE,KIT 4,1730,92.7m 300mm  DI,TREATED,300,,DI,NO,,NONE,1996/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,25,N,N,9.1,N,15f65658-6832-43d3-82d8-3c5ea08b2a16,92.696164797707
77781,82588,ACTIVE,KIT 4,15908,7.6m 200mm  DI,TREATED,200,,DI,NO,,NONE,1966/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,14,N,N,8.5,N,6154de1f-43ad-4561-a1dd-72311574868e,7.6197389350217
77782,5610,ACTIVE,KIT 4,15908,91.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1966/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,14,N,N,4.7,N,a900c77b-77d2-4d35-9b74-ba572a53b196,91.2020221142905
77783,82590,ACTIVE,KIT 2EA,40224,18m 250mm  PVC,TREATED,250,,PVC,NO,,NONE,1998/06/01 00:00:00+00,DONATED,,KITCHENER,N,,5,5,27,N,N,9.35,N,d77657e1-6268-4834-8894-c711949ac67e,17.9611672229995
77784,61120,ACTIVE,KIT 2EA,40224,258.4m 250mm  PVC,TREATED,250,,PVC,NO,,NONE,1998/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,28,N,N,9.35,N,50c6e564-caa7-4dbe-9843-7e2f835dfc64,258.439482892856
77785,25470,ACTIVE,KIT 4,10370,156m 150mm  DI,TREATED,150,,DI,NO,,NONE,1981/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,5,4,15,N,N,8.5,N,79636fab-b890-4e0a-bf57-132720026d8b,156.021688028756
77786,82592,ACTIVE,KIT 2W,21951,8.5m 150mm  DI,TREATED,150,,DI,NO,,NONE,1980/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,0,N,N,8.5,N,13ba09f4-0849-4428-bd1b-156ea3a2d5fb,8.53445434017783
77787,82594,ACTIVE,KIT 2W,21951,.8m 150mm  DI,TREATED,150,,DI,NO,,NONE,1980/01/01 00:00:00+00,DONATED,,KITCHENER,N,,0,5,32,N,N,8.5,N,e61d3f2d-866d-49d0-98cb-4cb1a9e2d570,0.752106907436349
77788,18170,ACTIVE,KIT 2W,21951,150.4m 150mm  DI,TREATED,150,,DI,NO,,NONE,1980/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,32,N,N,8.5,N,49bd8f3a-f498-4bff-bee9-e7d667c8d471,150.420304491366
77789,82596,ACTIVE,KIT 5,9722,16.8m 300mm  DI,TREATED,300,,DI,NO,,NONE,1990/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,3,0,N,N,9.1,N,f8ecde14-adb9-4fa6-ba64-2719b35d2c33,16.7633207929942
77790,82598,ACTIVE,KIT 4,9722,14.3m 300mm  DI,TREATED,300,,DI,NO,,NONE,1990/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,3068e6d8-71bc-46f8-8bf6-e5d699b689e2,14.3355531084652
77791,55120,ACTIVE,KIT 4,9722,101.7m 300mm  DI,TREATED,300,,DI,NO,,NONE,1990/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,b68bed36-e2b3-4573-8eb2-d64ffd944127,101.748376333877
77792,82600,ACTIVE,KIT 4,9722,13.2m 300mm  DI,TREATED,300,,DI,NO,,NONE,1990/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,366e5694-336b-4bf5-8628-7d4e9b67e6a4,13.212334493422
77793,82602,ACTIVE,KIT 4,9722,91.4m 300mm  DI,TREATED,300,,DI,NO,,NONE,1990/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,919a5007-a372-457a-9ad6-e4c217ba5bab,91.4371570758878
77794,82604,ACTIVE,KIT 4,9722,6.6m 300mm  DI,TREATED,300,,DI,NO,,NONE,1990/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,0,3,13,N,N,9.1,N,15537eb3-1225-4d4a-8ded-f1989212b2a3,6.58077389995271
77795,82606,ACTIVE,KIT 4,600758,5.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1995/05/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,27,N,N,9.1,N,f0201242-11bb-47f8-82c8-be1d18e5b9c2,5.17758500471781
77796,57620,ACTIVE,KIT 4,600758,6.4m 200mm  DI,TREATED,200,,DI,NO,,NONE,1995/05/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,27,N,N,9.1,N,c88573a6-dd31-4fcb-ae52-b87eb725e123,6.42995044117653
77799,67370,ACTIVE,KIT 4,600402,71.6m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2001/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,5,17,N,N,9.35,N,93b580eb-c805-431c-82bf-2e9a7212b504,71.616813878608
77800,82610,ACTIVE,KIT 4,103013,18.9m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2001/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,17,N,N,9.35,N,827977e6-650f-4c0d-89a0-22c24282861c,18.8617180081409
77803,25740,ACTIVE,KIT 4,6315,198.6m 150mm  CI,TREATED,150,,CI,NO,,NONE,1951/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,10,N,N,4.95,N,94e46720-e691-45d1-bf5a-9a57c14e7776,198.637432559784
77805,82616,ACTIVE,KIT 2W,21792,7.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1977/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,618db605-8094-45bf-a447-fe2ec14e9d49,7.16337855464204
77806,5460,ACTIVE,KIT 2W,21792,206.5m 200mm  DI,TREATED,200,,DI,NO,,NONE,1977/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,9f670e16-cb31-4e2e-8d35-ef0c5e17019a,206.477449859051
77807,82618,ACTIVE,KIT 2W,21792,5.8m 200mm  DI,TREATED,200,,DI,NO,,NONE,1977/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,693d5e74-4b0f-4257-b763-5bd0c92a6382,5.83761775996729
77808,82620,ACTIVE,KIT 4,10037,.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,2002/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,0,N,N,9.1,N,43816f44-ff3b-40e2-981b-d75a9204660d,0.461306839306421
77809,68810,ACTIVE,KIT 4,13168,61.2m 300mm  DI,TREATED,300,,DI,NO,,NONE,2002/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,0,N,N,9.1,N,0b5127b7-8839-42b9-92fd-87d00c9a9425,61.1732254428792
77811,35240,ACTIVE,KIT 4,20982,5.3m 150mm  CI,TREATED,150,,CI,NO,,NONE,1950/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,1,9,N,N,7.75,N,449ec309-cb7e-464b-a9e1-6e048bd5d72b,5.34080898218031
77812,33360,ACTIVE,KIT 4,9215,33.5m 300mm  CI,TREATED,300,,CI,NO,,NONE,1951/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,2,11,N,N,7.75,N,cfe8813b-58b1-435d-8c9f-33914d1e6abf,33.5307498642632
77813,82622,ACTIVE,KIT 4,10726,12m 150mm  CI,TREATED,150,,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,10,N,N,7.75,N,f573d220-eeb1-4124-b1a0-81c8ddbce6c8,12.0396003261558
77814,43940,ACTIVE,KIT 4,10727,89.5m 150mm  CI,TREATED,150,,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,12,N,N,7.75,N,0718c855-140b-4bbf-ad04-77be83556e9d,89.488207947105
77815,5110,ACTIVE,KIT 4,8634,58.7m 100mm  CI,TREATED,100,,CI,NO,,NONE,1955/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,19,N,N,3.83,N,deb4ed3b-e029-4538-8942-673ccf0b6c97,58.6602396773349
77816,76876,ACTIVE,KIT 4,11304,122.4m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2009/09/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,1016d69f-c8b5-4efc-9588-b4b3d572b646,122.400017099258
77817,82624,ACTIVE,KIT 4,11304,3.8m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2009/09/01 00:00:00+00,PURCHASED,,KITCHENER,N,,0,2,21,N,N,9.35,N,26a555cb-74fb-4a57-bd22-d674b2dfb652,3.7830281026879
77818,82626,ACTIVE,KIT 2W,601483,7.5m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2005/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,40,N,N,9.35,N,db4a8737-9eb2-47b1-aefe-96d92ca2252c,7.53770445741799
77819,72280,ACTIVE,KIT 2W,601483,89m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2005/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,40,N,N,9.35,N,693c821c-8de2-4842-a597-3a885154aa52,88.9678729099633
77820,3720,ACTIVE,KIT 4,6455,69.6m 150mm  DI,TREATED,150,,DI,NO,,NONE,1969/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,3,2,N,N,8.5,N,26369951-8ff0-413d-9ab7-6dc89ccfb1e5,69.5514928850706
77821,82628,ACTIVE,KIT 4,6455,7.6m 150mm  DI,TREATED,150,,DI,NO,,NONE,1969/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,2,N,N,8.5,N,7894be1c-e5c4-44aa-af47-ac44d7f00f56,7.62112895044281
77822,82630,ACTIVE,KIT 4,9444,9.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1995/10/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,d237416a-8e89-4787-bc5d-06fe52514f97,9.19804957017507
77823,61390,ACTIVE,KIT 4,40132,60.8m 200mm  DI,TREATED,200,,DI,NO,,NONE,1995/10/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,8e3ff7fa-481e-4d95-8e98-75cfbca72477,60.7875662868977
77824,21110,ACTIVE,KIT 4,13180,101.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1966/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,25,N,N,6.9,N,f568495d-35ff-45b8-8bb0-ec4f87d058fe,101.165703450678
77825,82632,ACTIVE,KIT 4,9741,13.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,1978/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,8,N,N,8.5,N,f25e37db-d192-4be6-8f25-6b1a7def982f,13.4854170072899
77826,37660,ACTIVE,KIT 4,9741,71.3m 300mm  DI,TREATED,300,,DI,NO,,NONE,1978/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,3,8,N,N,8.5,N,32a4ffb0-1d17-439b-b9cd-f8a3eee2bb4d,71.3214165072336
77827,10820,ACTIVE,KIT 5,9555,69.3m 300mm  DI,TREATED,300,,DI,NO,,NONE,1974/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,68ef8e5c-a9ba-4dd4-973f-5a586ecee71c,69.3211487464135
77828,6320,ACTIVE,KIT 4,15789,28m 150mm  DI,TREATED,150,,DI,NO,,NONE,1969/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,4,13,N,N,8.5,N,c9e317b0-84df-4fcf-bda7-91ed3ebf602a,27.986326723977
77829,61873,ACTIVE,KIT 4,8742,125.6m 450mm  DI,UNTREATED,450,,DI,NO,,NONE,1965/01/01 00:00:00+00,DONATED,,REGION,N,,0,2,8,N,Y,6.45,N,a8d11d0f-05e4-4592-af3f-dcf7603f6b79,125.628758605879
77830,4650,ACTIVE,KIT 4,22515,208.3m 200mm  DI,TREATED,200,,DI,NO,,NONE,1985/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,26,N,N,9.1,N,33ed6a66-34f1-463a-bd4d-b643797ad5ad,208.250577432994
77831,82634,ACTIVE,KIT 4,22515,7.7m 200mm  DI,TREATED,200,,DI,NO,,NONE,1985/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,26,N,N,9.1,N,ee3368ac-7414-4afd-bab0-36dcc914fed9,7.66930081746306
77832,82636,ACTIVE,KIT 4,10261,6.1m 300mm  DI,TREATED,300,,DI,NO,,NONE,1981/10/01 00:00:00+00,DONATED,,KITCHENER,N,,7,4,0,N,N,8.5,N,959ea800-9072-42d9-8b1e-1c0a9724018c,6.0960767059228
77833,35160,ACTIVE,KIT 4,10261,18.3m 300mm  DI,TREATED,300,,DI,NO,,NONE,1981/10/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,0,N,N,8.5,N,99552ee4-20c8-4195-a6bc-e7bd2475ad9a,18.3465366704289
77834,81000,ACTIVE,KIT 4,6674,8.7m 300mm  DI,TREATED,300,,DI,NO,,NONE,1991/09/01 00:00:00+00,PURCHASED,,KITCHENER,N,,8,2,31,N,N,9.1,N,8c1d7725-cb8e-44ca-aacc-da51fd8b3d04,8.73063480392828
77835,76152,ACTIVE,KIT 4,8528,9.1m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2009/08/14 00:00:00+00,PURCHASED,,KITCHENER,N,,6,1,24,N,N,9.35,N,418071c4-b541-47f8-881f-c5b37c224935,9.05249360204567
77836,82638,ACTIVE,KIT 6,21077,22.9m 200mm  DI,TREATED,200,,DI,NO,,NONE,1985/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.1,N,77a4984d-8885-4edc-ade4-e69d396db0cf,22.8598568541356
77837,27750,ACTIVE,KIT 6,21077,58.7m 200mm  DI,TREATED,200,,DI,NO,,NONE,1985/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.1,N,45285800-e519-472b-aa05-cb98849b81d9,58.7498827562769
77838,13520,ACTIVE,KIT 6,21746,3.1m 150mm  DI,TREATED,150,,DI,NO,,NONE,1986/04/15 00:00:00+00,DONATED,,REGION,N,,6,6,0,N,N,9.1,N,33796393-5d72-4ebf-8af9-4efec7791f1b,3.13356972182598
77839,82640,ACTIVE,KIT 6,21746,1.4m 150mm  DI,TREATED,150,,DI,NO,,NONE,1986/04/15 00:00:00+00,DONATED,,REGION,N,,0,6,0,N,N,9.1,N,50aefdbf-0409-4f13-9e49-3b16777e3aad,1.42029387405289
77840,82642,ACTIVE,KIT 4,10756,17.9m 200mm  CI,TREATED,200,,CI,NO,,NONE,1967/09/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,17,N,N,7.85,N,ec2adec7-8774-4a5a-be93-7b48bfddbf75,17.8777072448309
77841,18000,ACTIVE,KIT 4,10756,209.9m 200mm  CI,TREATED,200,,CI,NO,,NONE,1967/09/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,17,N,Y,4.6,N,e3c30315-22c0-4dd4-b8aa-cf38158dba6d,209.861418383568
77842,82644,ACTIVE,KIT 4,10756,12.9m 200mm  CI,TREATED,200,,CI,NO,,NONE,1967/09/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,17,N,N,7.85,N,fc3567b6-20e9-4958-84ae-903dfca36354,12.8550743175607
77843,82646,ACTIVE,KIT 4,5864,3.8m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,2,6,N,N,9.35,N,63354490-66c4-4ce1-8311-69e619006caa,3.84192408560368
77844,82648,ACTIVE,KIT 4,5869,30.8m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,2,7,N,N,9.35,N,bd9645fa-ca83-4c3f-8a2e-4d975f8678ba,30.7711776895556
77845,82650,ACTIVE,KIT 4,5869,1.9m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,0,2,7,N,N,9.35,N,5d5d88a8-e60f-48b6-ab1e-138f3406bd2f,1.90142670631972
77846,63200,ACTIVE,KIT 4,5869,35.9m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2004/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,2,7,N,N,9.35,N,38f88359-2795-4314-84e2-5352b939ff88,35.8509652281732
77847,82652,ACTIVE,KIT 4,9446,8m 150mm  DI,TREATED,150,,DI,NO,,NONE,1993/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,28a60eb4-531b-4361-a214-99f6396b5641,7.99427576195268
77848,82654,ACTIVE,KIT 4,9446,121.2m 150mm  DI,TREATED,150,,DI,NO,,NONE,1993/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,e8089ada-6c29-464d-8933-d945332789bb,121.220125677817
77849,55200,ACTIVE,KIT 4,9446,156.2m 150mm  DI,TREATED,150,,DI,NO,,NONE,1993/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,f50fcba8-9ba0-4820-8cc2-a804fca350ca,156.239881225715
77850,82656,ACTIVE,KIT 4,9446,140.8m 150mm  DI,TREATED,150,,DI,NO,,NONE,1993/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,dd6e5b43-e089-4378-a569-aa43a186a458,140.776399070659
77851,82658,ACTIVE,KIT 4,9446,8.4m 150mm  DI,TREATED,150,,DI,NO,,NONE,1993/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,9,N,N,9.1,N,766ea14f-015e-471c-9010-a90e820ed46e,8.38033179244448
77852,61828,ACTIVE,KIT 4,23220,45.3m 200mm  DI,TREATED,200,,DI,NO,,NONE,1967/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,4,23,N,N,5.3,N,682ea437-ca36-41a8-9da8-7f96f5a58e92,45.3044384496188
77853,82660,ACTIVE,KIT 4,10044,11.9m 150mm  CI,TREATED,150,,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,10,N,N,7.75,N,99394715-5c3a-46b3-8934-8e4e423d5a30,11.8872410596228
77854,31180,ACTIVE,KIT 4,10044,168.4m 150mm  CI,TREATED,150,,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,10,N,Y,4.1,N,505dc421-2452-4a59-ba9e-c7303e0fbda1,168.377487709454
77855,82662,ACTIVE,KIT 4,10892,1.4m 200mm  DI,TREATED,200,,DI,NO,,NONE,1977/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,5,N,N,8.5,N,715a6412-771f-4c4e-9793-60f89be558b8,1.37645148554938
77856,82664,ACTIVE,KIT 4,10892,9.5m 200mm  DI,TREATED,200,,DI,NO,,NONE,1977/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,5,5,N,N,8.5,N,f6b7f683-5fef-4159-bebc-9b986d8d7134,9.48936206718531
77857,5680,ACTIVE,KIT 4,10892,229.7m 200mm  DI,TREATED,200,,DI,NO,,NONE,1977/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,8,5,5,N,N,8.5,N,4d0e3847-198c-4290-a866-321eed03faf8,229.680646717216
77858,5950,ACTIVE,KIT 4,6645,174.6m 300mm  DI,TREATED,300,,DI,NO,,NONE,1984/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.1,N,bf2f275a-ba33-466a-820e-76b266998c1b,174.563474016058
77859,82666,ACTIVE,KIT 4,6645,.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,1984/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,3,N,N,9.1,N,21efeed5-adfc-4d25-96a4-d742c67e7ff8,0.489813689149053
