OBJECTID,INCIDENT_DATE,BREAK_TYPE,HOUR_IMPACTED,STATUS,BREAK_NATURE,BREAK_APPARENT_CAUSE,POSITIVE_PRESSURE_MAINTANED,AIR_GAP_MAINTANED,DISINFECTED,MECHANICAL_REMOVAL,FLUSHING_EXCAVATION,HIGHER_VELOCITY_FLUSHING,ANODE_INSTALLED,BREAK_CATEGORIZATION,ROADSEGMENTID,STREET,ASSETID,ASSET_SIZE,ASSET_YEAR_INSTALLED,ASSET_MATERIAL,ASSET_EXISTS,GLOBALID,longitude,latitude,PRESSURE_ZONE,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_MATERIAL,INSTALLATION_DATE,BRIDGE_MAIN,CRITICALITY,UNDERSIZED,SHALLOW_MAIN,CONDITION_SCORE,OVERSIZED,CLEANED,GlobalID,Shape__Length
8363,2013-07-11 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6585,SOUTHMOOR DR,35280,150.0,1958-01-01,CI,Y,07d4f729-1836-4ae0-8b40-3c1027eadaf8,-80.4927630466301,43.4278552085369,KIT 4,230.6m 150mm  CI,TREATED,150.0,CI,NO,NONE,1958-01-01 00:00:00,N,5.0,N,N,5.35,N,N,a3b41646-9a93-4b11-8499-ab81eb992252,230.624996389801
8363,2013-07-11 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6585,SOUTHMOOR DR,35280,150.0,1958-01-01,CI,Y,07d4f729-1836-4ae0-8b40-3c1027eadaf8,-80.4927630466301,43.4278552085369,KIT 4,14.1m 150mm  CI,TREATED,150.0,CI,NO,NONE,1958-01-01 00:00:00,N,5.0,N,N,7.75,N,N,f865710e-268a-41f6-9e3c-1922f5358341,14.0595665534395
8364,2013-05-17 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22885,CRAIG DR,89132,100.0,1961-01-01,DI,Y,ef5a20d3-75ec-4d46-9d27-29e7ab2794ac,-80.4511484919615,43.4492316254602,KIT 4,258.7m 200mm  CI,TREATED,200.0,CI,NO,NONE,1960-01-01 00:00:00,N,6.0,N,N,5.75,N,N,9700c669-b4ff-489d-a888-0153f0d97e98,258.746499986968
8364,2013-05-17 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22885,CRAIG DR,89132,100.0,1961-01-01,DI,Y,ef5a20d3-75ec-4d46-9d27-29e7ab2794ac,-80.4511484919615,43.4492316254602,KIT 4,.8m 200mm  CI,TREATED,200.0,CI,NO,NONE,1960-01-01 00:00:00,N,6.0,N,N,7.75,N,N,21da5dc2-8604-421e-a32e-59f618c40d69,0.755280822107755
8364,2013-05-17 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22885,CRAIG DR,89132,100.0,1961-01-01,DI,Y,ef5a20d3-75ec-4d46-9d27-29e7ab2794ac,-80.4511484919615,43.4492316254602,KIT 4,.8m 100mm  DI,TREATED,100.0,DI,NO,NONE,1961-01-01 00:00:00,N,5.0,N,N,4.58,N,N,ad45f16b-6d8e-4c55-b2b0-d10e8519ea59,0.819303119105217
8364,2013-05-17 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22885,CRAIG DR,89132,100.0,1961-01-01,DI,Y,ef5a20d3-75ec-4d46-9d27-29e7ab2794ac,-80.4511484919615,43.4492316254602,KIT 4,.5m 150mm  DI,TREATED,150.0,DI,NO,NONE,1987-01-01 00:00:00,N,6.0,N,N,9.1,N,N,ef3baecc-2444-4219-a814-da56a6eaea1d,0.479401293227336
8364,2013-05-17 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,AGE,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22885,CRAIG DR,89132,100.0,1961-01-01,DI,Y,ef5a20d3-75ec-4d46-9d27-29e7ab2794ac,-80.4511484919615,43.4492316254602,KIT 4,157.6m 150mm  DI,TREATED,150.0,DI,NO,NONE,1987-01-01 00:00:00,N,6.0,N,N,7.9,N,N,7d208a39-7df7-4393-a322-2cbc3d941881,157.628665272741
8365,2013-05-01 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,FITTING/JOINT,CORROSION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,40297,RIVER RD E,89828,150.0,1963-01-01,CI,Y,ba9eb19a-0403-4f7c-bd17-fddbffb21cce,-80.4389966719414,43.4432389437636,KIT 4,27.4m 150mm  CI,TREATED,150.0,CI,NO,NONE,1963-01-01 00:00:00,N,6.0,N,N,3.93,N,N,9d41d3c6-b3be-4a6a-a71f-3bd9d0d40ec3,27.3604766595043
8365,2013-05-01 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,FITTING/JOINT,CORROSION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,40297,RIVER RD E,89828,150.0,1963-01-01,CI,Y,ba9eb19a-0403-4f7c-bd17-fddbffb21cce,-80.4389966719414,43.4432389437636,KIT 4,3.4m 450mm  DI,TREATED,450.0,DI,NO,NONE,1966-01-01 00:00:00,N,0.0,N,N,8.5,N,N,e33ed40e-e00d-42f9-bc83-c37d73a837ab,3.3527946779437
8365,2013-05-01 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,FITTING/JOINT,CORROSION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,40297,RIVER RD E,89828,150.0,1963-01-01,CI,Y,ba9eb19a-0403-4f7c-bd17-fddbffb21cce,-80.4389966719414,43.4432389437636,KIT 4,629.6m 450mm  DI,TREATED,450.0,DI,NO,NONE,1966-01-01 00:00:00,N,7.0,N,N,8.5,N,N,8e2904fb-ec47-4af3-92f5-2c7e4d3b147e,629.642973766386
8366,2013-03-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6412,NINE PINES RD,27810,150.0,1960-01-01,CI,Y,7cd50549-1743-4407-aa4a-7c102655ade4,-80.5085823522823,43.4171547577792,KIT 5,2.1m 150mm  CI,TREATED,150.0,CI,NO,NONE,1960-01-01 00:00:00,N,6.0,N,N,7.75,N,N,a1b376c7-2316-41d3-8c3d-4c4086d9b131,2.14983757548093
8366,2013-03-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6412,NINE PINES RD,27810,150.0,1960-01-01,CI,Y,7cd50549-1743-4407-aa4a-7c102655ade4,-80.5085823522823,43.4171547577792,KIT 5,228.1m 150mm  CI,TREATED,150.0,CI,NO,NONE,1960-01-01 00:00:00,N,7.0,N,N,4.15,N,N,3bc98810-01d7-4162-92da-08355f7d7dda,228.111405635252
8366,2013-03-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6412,NINE PINES RD,27810,150.0,1960-01-01,CI,Y,7cd50549-1743-4407-aa4a-7c102655ade4,-80.5085823522823,43.4171547577792,KIT 5,3m 150mm  CI,TREATED,150.0,CI,NO,NONE,1960-01-01 00:00:00,N,7.0,N,N,7.75,N,N,33c45c9e-d233-4e23-8608-e71c1dcca4e3,3.04783884030464
8366,2013-03-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6412,NINE PINES RD,27810,150.0,1960-01-01,CI,Y,7cd50549-1743-4407-aa4a-7c102655ade4,-80.5085823522823,43.4171547577792,KIT 5,69.6m 100mm  DI,TREATED,100.0,DI,NO,NONE,1976-01-01 00:00:00,N,7.0,N,N,8.5,N,N,1847a79a-49c0-43ac-b212-bff7ece58ca8,69.5824278737377
8366,2013-03-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,CIRCUMFERENTIAL,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6412,NINE PINES RD,27810,150.0,1960-01-01,CI,Y,7cd50549-1743-4407-aa4a-7c102655ade4,-80.5085823522823,43.4171547577792,KIT 5,1.3m 100mm  DI,TREATED,100.0,DI,NO,NONE,1976-01-01 00:00:00,N,0.0,N,N,8.5,N,N,ebbd3696-9052-4298-9d16-70a0a3828dab,1.30083204252181
8368,2003-02-18 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,8727,HAZELGLEN DR,18310,300.0,1969-01-01,DI,Y,634ef130-22aa-4e8a-9ba2-c206503ee08c,-80.5253316852334,43.4394190277826,KIT 5,15.6m 300mm  DI,TREATED,300.0,DI,NO,NONE,1968-09-01 00:00:00,N,7.0,N,N,8.5,N,Y,a508d1ee-b0bd-4935-b02d-9e86fdad1f12,15.6376478520291
8368,2003-02-18 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,8727,HAZELGLEN DR,18310,300.0,1969-01-01,DI,Y,634ef130-22aa-4e8a-9ba2-c206503ee08c,-80.5253316852334,43.4394190277826,KIT 5,161.1m 300mm  DI,TREATED,300.0,DI,NO,NONE,1969-01-01 00:00:00,N,7.0,N,N,4.9,N,Y,70000422-5ef2-4e97-838e-c7fe6b66ef0e,161.054069509515
8369,2004-03-09 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,23240,CONWAY DR,89516,150.0,1966-01-01,CI,Y,51c0a0ed-63c5-4d06-8ec7-758d0bca49ee,-80.4400312196405,43.4484815647183,KIT 4,110.5m 150mm  CI,TREATED,150.0,CI,NO,NONE,1966-01-01 00:00:00,N,6.0,N,N,4.25,N,N,18e7cd7f-1cb7-48a3-805d-458adaf91ed8,110.496024546809
8369,2004-03-09 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,23240,CONWAY DR,89516,150.0,1966-01-01,CI,Y,51c0a0ed-63c5-4d06-8ec7-758d0bca49ee,-80.4400312196405,43.4484815647183,KIT 4,9.2m 150mm  CI,TREATED,150.0,CI,NO,NONE,1966-01-01 00:00:00,N,5.0,N,N,3.93,N,N,fc7b29d6-bfb7-41e9-b70d-c5a2333765fb,9.16961675976431
8370,2009-01-12 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,13191,KENNETH AVE,21070,150.0,1962-01-01,CI,Y,a51c7670-7a72-43a8-8616-0101217b86a5,-80.4441639466901,43.4421824357923,KIT 4,186m 150mm  CI,TREATED,150.0,CI,NO,NONE,1962-01-01 00:00:00,N,5.0,N,N,4.65,N,N,25329dff-d952-4844-91af-3660dd277448,185.991618978217
8371,2006-05-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,1312,CHOPIN DR,87758,150.0,1968-01-01,DI,Y,a5722585-0c54-46d8-b816-a8ac25177444,-80.5230500790508,43.4433878572787,KIT 4,4.8m 450mm  AC,TREATED,450.0,AC,NO,NONE,1969-01-01 00:00:00,N,7.0,N,N,8.7,N,N,5c1ad7ee-a258-4e0a-bece-17dfe5e527d6,4.81848920814089
8371,2006-05-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,1312,CHOPIN DR,87758,150.0,1968-01-01,DI,Y,a5722585-0c54-46d8-b816-a8ac25177444,-80.5230500790508,43.4433878572787,KIT 5,9m 150mm  DI,TREATED,150.0,DI,NO,NONE,1968-09-01 00:00:00,N,5.0,N,N,8.5,N,Y,52271587-0fb1-4b5b-8e80-14a4bd3b187d,8.96050911767767
8371,2006-05-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,1312,CHOPIN DR,87758,150.0,1968-01-01,DI,Y,a5722585-0c54-46d8-b816-a8ac25177444,-80.5230500790508,43.4433878572787,KIT 5,225.9m 150mm  DI,TREATED,150.0,DI,NO,NONE,1968-09-01 00:00:00,N,6.0,N,N,5.7,N,Y,0bb5cbe9-4de2-47d8-827d-48216d25fec1,225.936867263239
8371,2006-05-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,1312,CHOPIN DR,87758,150.0,1968-01-01,DI,Y,a5722585-0c54-46d8-b816-a8ac25177444,-80.5230500790508,43.4433878572787,KIT 4,4.2m 150mm  DI,TREATED,150.0,DI,NO,NONE,1966-10-20 00:00:00,N,0.0,N,N,8.5,N,N,6d63ee91-d123-43de-9755-2ec04aaca700,4.23938231555861
8371,2006-05-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,1312,CHOPIN DR,87758,150.0,1968-01-01,DI,Y,a5722585-0c54-46d8-b816-a8ac25177444,-80.5230500790508,43.4433878572787,KIT 5,160.5m 150mm  DI,TREATED,150.0,DI,NO,NONE,1968-09-01 00:00:00,N,6.0,N,N,7.3,N,Y,6e8f6817-f846-44c8-b1ce-af6d320314cb,160.504203177459
8371,2006-05-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,1312,CHOPIN DR,87758,150.0,1968-01-01,DI,Y,a5722585-0c54-46d8-b816-a8ac25177444,-80.5230500790508,43.4433878572787,KIT 4,2.2m 250mm  DI,TREATED,250.0,DI,NO,NONE,1968-09-01 00:00:00,N,7.0,N,N,8.5,N,N,6d4bdeef-09cf-4c79-ad15-e6c5e3df1e71,2.16947086633989
8372,2009-12-25 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,9932,KENWOOD DR,21210,150.0,1958-01-01,CI,Y,bc3cb0d3-7b63-40d7-b529-267a1b99b4c6,-80.4591598376884,43.4530572169814,KIT 4,122.2m 150mm  CI,TREATED,150.0,CI,NO,NONE,1958-01-01 00:00:00,N,5.0,N,N,4.15,N,N,d20db3d0-5f79-4ccb-b162-bd5d51477fa7,122.242400623844
8372,2009-12-25 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,9932,KENWOOD DR,21210,150.0,1958-01-01,CI,Y,bc3cb0d3-7b63-40d7-b529-267a1b99b4c6,-80.4591598376884,43.4530572169814,KIT 4,14.2m 150mm  CI,TREATED,150.0,CI,NO,NONE,1958-01-01 00:00:00,N,5.0,N,N,7.75,N,N,180e5644-e2a2-4f7d-bc06-f68c03637b40,14.2453368994642
8373,2007-08-08 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,CORROSION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,20470,MAPLE HILL DR,35020,300.0,1975-01-01,DI,Y,3f497e3f-5ea0-4a72-8c59-1fded9552bea,-80.5416079489811,43.4443783868149,KIT 5,73m 300mm  DI,TREATED,300.0,DI,NO,NONE,1975-01-01 00:00:00,N,6.0,N,N,8.5,N,Y,16622e8f-4858-4ae8-9cfc-19ff75cf92eb,73.0393524526528
8373,2007-08-08 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,CORROSION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,20470,MAPLE HILL DR,35020,300.0,1975-01-01,DI,Y,3f497e3f-5ea0-4a72-8c59-1fded9552bea,-80.5416079489811,43.4443783868149,KIT 5,12m 300mm  DI,TREATED,300.0,DI,NO,NONE,1975-01-01 00:00:00,N,6.0,N,N,8.5,N,Y,1092fed3-e860-42ee-88ac-2cf516a847f0,11.9960157588298
8373,2007-08-08 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,CORROSION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,20470,MAPLE HILL DR,35020,300.0,1975-01-01,DI,Y,3f497e3f-5ea0-4a72-8c59-1fded9552bea,-80.5416079489811,43.4443783868149,KIT 5,232m 300mm  DI,TREATED,300.0,DI,NO,NONE,1975-01-01 00:00:00,N,6.0,N,N,8.5,N,Y,f962bf93-5e61-48ad-9584-c6a6521ab698,232.038614793047
8374,2000-01-14 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,11564,OWEN AVE,29860,150.0,1964-01-01,CI,Y,f890360f-ba54-4277-a08c-20913a6b5510,-80.4483965248185,43.4556981688978,KIT 4,8.8m 150mm  CI,TREATED,150.0,CI,NO,NONE,1964-01-01 00:00:00,N,6.0,N,N,7.85,N,N,723993f3-37f7-43ec-9d94-760390b33364,8.78711683695288
8374,2000-01-14 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,11564,OWEN AVE,29860,150.0,1964-01-01,CI,Y,f890360f-ba54-4277-a08c-20913a6b5510,-80.4483965248185,43.4556981688978,KIT 4,6.8m 150mm  CI,TREATED,150.0,CI,NO,NONE,1964-01-01 00:00:00,N,6.0,N,N,3.93,N,N,6ec9f179-8282-4578-a9db-42f639b40897,6.75072537679563
8374,2000-01-14 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,11564,OWEN AVE,29860,150.0,1964-01-01,CI,Y,f890360f-ba54-4277-a08c-20913a6b5510,-80.4483965248185,43.4556981688978,KIT 4,6.1m 150mm  CI,TREATED,150.0,CI,NO,NONE,1964-01-01 00:00:00,N,6.0,N,N,7.85,N,N,7cacfe99-4d4a-4d9c-aedd-3f6ea80a077d,6.1295425651071
8374,2000-01-14 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,11564,OWEN AVE,29860,150.0,1964-01-01,CI,Y,f890360f-ba54-4277-a08c-20913a6b5510,-80.4483965248185,43.4556981688978,KIT 4,364.8m 150mm  CI,TREATED,150.0,CI,NO,NONE,1964-01-01 00:00:00,N,6.0,N,N,5.05,N,N,b8c050ce-1163-46fc-9c39-0362d3cf322c,364.787367309282
8374,2000-01-14 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,11564,OWEN AVE,29860,150.0,1964-01-01,CI,Y,f890360f-ba54-4277-a08c-20913a6b5510,-80.4483965248185,43.4556981688978,KIT 4,41m 150mm  CI,TREATED,150.0,CI,NO,NONE,1964-06-01 00:00:00,N,5.0,N,N,7.85,N,N,a9a01e0e-2c6a-4a93-9ee4-59461a6517f8,40.97667594165
8374,2000-01-14 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,11564,OWEN AVE,29860,150.0,1964-01-01,CI,Y,f890360f-ba54-4277-a08c-20913a6b5510,-80.4483965248185,43.4556981688978,KIT 4,12.7m 150mm  CI,TREATED,150.0,CI,NO,NONE,1964-06-01 00:00:00,N,6.0,N,N,7.85,N,N,718475f3-ee84-417a-82f6-2e6a94f93d7c,12.6748761391825
8375,1998-08-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5695,INGLESIDE DR,20330,150.0,1969-01-01,DI,Y,6edfdc61-a928-404a-8f06-3bc16c3dfbae,-80.532871162154,43.4396237017718,KIT 5,14.7m 150mm  PVC,TREATED,150.0,PVC,NO,NONE,1970-11-01 00:00:00,N,5.0,N,N,9.35,N,Y,0aa8d3a3-26d8-418f-9019-8382984f3a45,14.6676082839553
8375,1998-08-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5695,INGLESIDE DR,20330,150.0,1969-01-01,DI,Y,6edfdc61-a928-404a-8f06-3bc16c3dfbae,-80.532871162154,43.4396237017718,KIT 5,99.7m 150mm  PVC,TREATED,150.0,PVC,NO,NONE,1970-11-01 00:00:00,N,5.0,N,N,7.05,N,Y,80bde57e-c8a4-4f02-aad7-003a2dfeed3c,99.690407150313
8375,1998-08-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5695,INGLESIDE DR,20330,150.0,1969-01-01,DI,Y,6edfdc61-a928-404a-8f06-3bc16c3dfbae,-80.532871162154,43.4396237017718,KIT 5,26.1m 150mm  DI,TREATED,150.0,DI,NO,NONE,1969-07-01 00:00:00,N,5.0,N,N,4.58,N,Y,0b12cd9f-46ff-4678-9ea3-c3e3c39f99ea,26.1291895717426
8375,1998-08-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5695,INGLESIDE DR,20330,150.0,1969-01-01,DI,Y,6edfdc61-a928-404a-8f06-3bc16c3dfbae,-80.532871162154,43.4396237017718,KIT 5,11.3m 150mm  DI,TREATED,150.0,DI,NO,NONE,1969-07-01 00:00:00,N,5.0,N,N,8.5,N,Y,124db2a0-12ff-431b-95b2-49bd91b4bc62,11.259432319616
8377,2009-12-16 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,9358,COUNTRY HILL DR,8150,300.0,1974-01-01,DI,Y,5cd3874d-a311-42fc-acf6-9be658d245b1,-80.466952214054,43.4130554007434,KIT 4,202m 300mm  DI,TREATED,300.0,DI,NO,NONE,1974-01-01 00:00:00,N,7.0,N,N,6.9,N,N,06dde2a2-3e4f-4180-b5e2-7e166b992768,202.037319739348
8377,2009-12-16 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,9358,COUNTRY HILL DR,8150,300.0,1974-01-01,DI,Y,5cd3874d-a311-42fc-acf6-9be658d245b1,-80.466952214054,43.4130554007434,KIT 4,7.6m 300mm  DI,TREATED,300.0,DI,NO,NONE,1974-01-01 00:00:00,N,6.0,N,N,8.5,N,N,fae2df87-3751-4f11-aa2e-8aef1a5e0254,7.61931797526998
8378,1998-11-11 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6966,WELLINGTON ST N,41690,300.0,1929-01-01,CI,Y,7333e7ed-88ae-44ce-980a-c474283bb3d6,-80.4770181788511,43.4635405898838,KIT 4,404.2m 300mm  CI,TREATED,300.0,CI,NO,NONE,1929-01-01 00:00:00,N,7.0,N,Y,6.9,N,N,81b32e25-13cb-48ce-a8ec-5176bec91815,404.176356168422
8379,2004-12-07 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,9920,ROSEMOUNT DR,33450,150.0,1959-01-01,CI,Y,a9134245-52c6-4b12-a8aa-ecdee828d57b,-80.4585021370973,43.4612662556661,KIT 4,13m 150mm  CI,TREATED,150.0,CI,NO,NONE,1959-01-01 00:00:00,N,5.0,N,N,7.75,N,N,a02c859e-cadf-425d-ac36-359e6d51f509,12.9847276164067
8379,2004-12-07 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,9920,ROSEMOUNT DR,33450,150.0,1959-01-01,CI,Y,a9134245-52c6-4b12-a8aa-ecdee828d57b,-80.4585021370973,43.4612662556661,KIT 4,240.1m 150mm  CI,TREATED,150.0,CI,NO,NONE,1959-01-01 00:00:00,N,7.0,N,N,6.15,N,N,dac1189c-abdd-469b-b63b-628032760248,240.050254537413
8381,2006-05-31 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10973,KINGSWAY DR,22360,450.0,1962-01-01,CI,Y,34234d0a-6692-4495-a51a-67c74fc7debd,-80.440024923241,43.4255517254474,KIT 4,37.9m 450mm  DI,TREATED,450.0,DI,NO,NONE,1975-01-01 00:00:00,N,7.0,N,N,8.5,N,N,cd4c3346-084a-4ea9-8ad1-b9ee2133fe92,37.9412893882821
8381,2006-05-31 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10973,KINGSWAY DR,22360,450.0,1962-01-01,CI,Y,34234d0a-6692-4495-a51a-67c74fc7debd,-80.440024923241,43.4255517254474,KIT 4,275.6m 450mm  CI,TREATED,450.0,CI,NO,NONE,1962-01-01 00:00:00,N,7.0,N,N,6.65,N,N,2d229e4e-87d7-4454-b08a-0caba45fcf58,275.634589371347
8381,2006-05-31 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10973,KINGSWAY DR,22360,450.0,1962-01-01,CI,Y,34234d0a-6692-4495-a51a-67c74fc7debd,-80.440024923241,43.4255517254474,KIT 4,2.1m 450mm  CI,TREATED,450.0,CI,NO,NONE,1962-01-01 00:00:00,N,7.0,N,N,7.85,N,N,853d40c3-5e27-4a91-812c-1d7da05dfd3b,2.05703339756822
8382,1999-03-06 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,20742,FURNESS DR,15830,150.0,1967-01-01,CI,Y,0910d396-f1fa-40df-b362-d0923ce8e60d,-80.5192874416951,43.4316586033805,KIT 4,7.6m 150mm  CI,TREATED,150.0,CI,NO,NONE,1967-01-01 00:00:00,N,5.0,N,N,7.85,N,N,96d41ac7-c57b-457a-8571-a73e622d864f,7.62088142062451
8382,1999-03-06 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,20742,FURNESS DR,15830,150.0,1967-01-01,CI,Y,0910d396-f1fa-40df-b362-d0923ce8e60d,-80.5192874416951,43.4316586033805,KIT 4,135.6m 150mm  CI,TREATED,150.0,CI,NO,NONE,1967-01-01 00:00:00,N,5.0,N,N,4.05,N,N,c3777521-7e8f-468e-bf96-035e79848457,135.620239425877
