OBJECTID,INCIDENT_DATE,BREAK_TYPE,HOUR_IMPACTED,STATUS,BREAK_NATURE,BREAK_APPARENT_CAUSE,POSITIVE_PRESSURE_MAINTANED,AIR_GAP_MAINTANED,DISINFECTED,MECHANICAL_REMOVAL,FLUSHING_EXCAVATION,HIGHER_VELOCITY_FLUSHING,ANODE_INSTALLED,BREAK_CATEGORIZATION,ROADSEGMENTID,STREET,ASSETID,ASSET_SIZE,ASSET_YEAR_INSTALLED,ASSET_MATERIAL,ASSET_EXISTS,GLOBALID,longitude,latitude,PRESSURE_ZONE,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_MATERIAL,INSTALLATION_DATE,BRIDGE_MAIN,CRITICALITY,UNDERSIZED,SHALLOW_MAIN,CONDITION_SCORE,OVERSIZED,CLEANED,GlobalID,Shape__Length
1,2017-12-01 15:15:00,MAIN,12-16 hours,REPAIR COMPLETED,CORROSION AND FITTING/JOINT,AGE,N,N,Y,N,N,Y,Y,CATEGORY 2,6961,LANCASTER ST W,134292,450.0,1937-01-01,CI,Y,3521d297-1a2e-4e7b-a071-fc53ed87e965,-80.4840046087279,43.4629392047685,KIT 4,138.2m 150mm  CI,TREATED,150.0,CI,NO,NONE,1923-01-01 00:00:00,N,6.0,N,N,3.85,N,N,7032c165-215f-4cf6-ae35-65c9320aab4e,138.194598602295
1,2017-12-01 15:15:00,MAIN,12-16 hours,REPAIR COMPLETED,CORROSION AND FITTING/JOINT,AGE,N,N,Y,N,N,Y,Y,CATEGORY 2,6961,LANCASTER ST W,134292,450.0,1937-01-01,CI,Y,3521d297-1a2e-4e7b-a071-fc53ed87e965,-80.4840046087279,43.4629392047685,KIT 4,4.7m 25mm  PVC,TREATED,25.0,PVC,NO,NONE,2017-01-11 00:00:00,N,-1.0,N,N,9.85,N,N,791c47f5-9a9a-48b1-94bb-cad82bec682c,4.72126348883583
1,2017-12-01 15:15:00,MAIN,12-16 hours,REPAIR COMPLETED,CORROSION AND FITTING/JOINT,AGE,N,N,Y,N,N,Y,Y,CATEGORY 2,6961,LANCASTER ST W,134292,450.0,1937-01-01,CI,Y,3521d297-1a2e-4e7b-a071-fc53ed87e965,-80.4840046087279,43.4629392047685,KIT 4,1.4m 25mm  PVC,TREATED,25.0,PVC,NO,NONE,2017-01-11 00:00:00,N,-1.0,N,N,9.85,N,N,fbc17d4d-3636-4b58-823b-54b3cbc77470,1.39999303230565
1,2017-12-01 15:15:00,MAIN,12-16 hours,REPAIR COMPLETED,CORROSION AND FITTING/JOINT,AGE,N,N,Y,N,N,Y,Y,CATEGORY 2,6961,LANCASTER ST W,134292,450.0,1937-01-01,CI,Y,3521d297-1a2e-4e7b-a071-fc53ed87e965,-80.4840046087279,43.4629392047685,KIT 4,1.6m 450mm  PVC,TREATED,450.0,PVC,NO,NONE,2017-01-11 00:00:00,N,-1.0,N,N,5.93,N,N,e67cbabe-4883-4c85-854b-f0367fff4f1a,1.57926782786407
7874,2001-03-26 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6116,CLOVERDALE CRES,4101323,13.0,1965-01-01,XXX,Y,72445d62-16a8-43c1-9733-56b06015b077,-80.5150745372266,43.422742260155,KIT 5,12.8m 150mm  CI,TREATED,150.0,CI,NO,NONE,1965-01-01 00:00:00,N,5.0,N,N,7.85,N,Y,c99abdb4-c3cc-409d-be83-5b42e4029bc9,12.7985980549726
7874,2001-03-26 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6116,CLOVERDALE CRES,4101323,13.0,1965-01-01,XXX,Y,72445d62-16a8-43c1-9733-56b06015b077,-80.5150745372266,43.422742260155,KIT 5,12.4m 150mm  CI,TREATED,150.0,CI,NO,NONE,1965-01-01 00:00:00,N,5.0,N,N,7.85,N,Y,a7099210-bba1-4f73-b8ab-fac9c694d82c,12.4002945708114
7874,2001-03-26 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6116,CLOVERDALE CRES,4101323,13.0,1965-01-01,XXX,Y,72445d62-16a8-43c1-9733-56b06015b077,-80.5150745372266,43.422742260155,KIT 5,168.3m 150mm  CI,TREATED,150.0,CI,NO,NONE,1965-01-01 00:00:00,N,5.0,N,N,4.25,N,Y,b383993a-a0cf-43e5-9cf8-b82b836d25e2,168.28053597208
7874,2001-03-26 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6116,CLOVERDALE CRES,4101323,13.0,1965-01-01,XXX,Y,72445d62-16a8-43c1-9733-56b06015b077,-80.5150745372266,43.422742260155,KIT 5,212.4m 150mm  CI,TREATED,150.0,CI,NO,NONE,1965-01-01 00:00:00,N,5.0,N,N,7.45,N,Y,bf67a5b5-e409-42e9-8a07-72654bb97541,212.37109576941
7875,2006-09-06 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,13207,WREN CRES,4099987,25.0,1967-01-01,XXX,Y,3bdc8931-31c0-4090-a07a-a6847781dd97,-80.4398113524205,43.4450669899484,KIT 4,12.4m 150mm  DI,TREATED,150.0,DI,NO,NONE,1966-01-01 00:00:00,N,6.0,N,N,8.5,N,N,4db26b0f-c75c-4ce9-bff5-eac7fa54f031,12.4248150726914
7875,2006-09-06 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,13207,WREN CRES,4099987,25.0,1967-01-01,XXX,Y,3bdc8931-31c0-4090-a07a-a6847781dd97,-80.4398113524205,43.4450669899484,KIT 4,198.9m 150mm  DI,TREATED,150.0,DI,NO,NONE,1966-01-01 00:00:00,N,6.0,N,N,8.5,N,N,d054dca1-ffd1-4214-bc42-a302081efae7,198.850357915993
7875,2006-09-06 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,13207,WREN CRES,4099987,25.0,1967-01-01,XXX,Y,3bdc8931-31c0-4090-a07a-a6847781dd97,-80.4398113524205,43.4450669899484,KIT 4,7.7m 150mm  DI,TREATED,150.0,DI,NO,NONE,1966-01-01 00:00:00,N,6.0,N,N,8.5,N,N,ac160826-f573-444a-830c-876e68fb82be,7.66739846465184
7876,2006-09-11 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6498,GREENBROOK DR,4642530,25.0,1964-01-01,PVC,Y,f75ad0b1-5b2a-4125-8ad5-2b9a037debd7,-80.5108594854899,43.4264778731841,KIT 4,362.7m 200mm  HDPE,TREATED,200.0,HDPE,NO,NONE,2010-06-14 00:00:00,N,6.0,N,N,9.2,N,N,4bf48a55-dbc8-49ca-9770-c5c518a52170,362.696308770066
7876,2006-09-11 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6498,GREENBROOK DR,4642530,25.0,1964-01-01,PVC,Y,f75ad0b1-5b2a-4125-8ad5-2b9a037debd7,-80.5108594854899,43.4264778731841,KIT 4,7.3m 200mm  HDPE,TREATED,200.0,HDPE,NO,NONE,2010-06-14 00:00:00,N,6.0,N,N,10.0,N,N,7dda0fc2-0488-4fd8-9aa7-4c20de904644,7.29111118052746
7877,2000-01-27 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22846,MONTGOMERY RD,4100648,25.0,1967-01-01,XXX,Y,5a3c5d03-0899-4899-95e7-278bc5cbb682,-80.4575201771382,43.443200798184,KIT 4,161.4m 150mm  CI,TREATED,150.0,CI,NO,NONE,1959-01-01 00:00:00,N,6.0,N,Y,7.3,N,N,5948bb4f-98ed-46f1-853d-76ac33b90b0b,161.379685615796
7877,2000-01-27 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22846,MONTGOMERY RD,4100648,25.0,1967-01-01,XXX,Y,5a3c5d03-0899-4899-95e7-278bc5cbb682,-80.4575201771382,43.443200798184,KIT 4,7.3m 150mm  PVC,TREATED,150.0,PVC,NO,NONE,2020-08-17 00:00:00,N,-1.0,N,N,9.85,N,N,f745557b-641b-4c71-a891-6391fae695bb,7.33053997893043
7877,2000-01-27 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22846,MONTGOMERY RD,4100648,25.0,1967-01-01,XXX,Y,5a3c5d03-0899-4899-95e7-278bc5cbb682,-80.4575201771382,43.443200798184,KIT 4,2.7m 150mm  PVC,TREATED,150.0,PVC,NO,NONE,2020-09-02 00:00:00,N,-1.0,N,N,9.85,N,N,56747155-f2f7-4273-af62-a66c157eff26,2.74944707973639
7878,1998-08-11 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5421,WESTHEIGHTS DR,4104575,25.0,1974-01-01,XXX,Y,0c575f03-7d3f-44ea-b691-d33a969c4428,-80.5297661860309,43.4249884672488,KIT 5,20m 150mm  DI,TREATED,150.0,DI,NO,NONE,1973-01-01 00:00:00,N,6.0,N,N,8.5,N,Y,67c83e76-5d5f-46a8-a855-f075510933d7,20.0373208789406
7878,1998-08-11 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5421,WESTHEIGHTS DR,4104575,25.0,1974-01-01,XXX,Y,0c575f03-7d3f-44ea-b691-d33a969c4428,-80.5297661860309,43.4249884672488,KIT 5,1.3m 150mm  DI,TREATED,150.0,DI,NO,NONE,1973-01-01 00:00:00,N,6.0,N,N,8.5,N,Y,35e5593f-3a0e-4fbc-b41b-774647850be2,1.31400736704401
7878,1998-08-11 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5421,WESTHEIGHTS DR,4104575,25.0,1974-01-01,XXX,Y,0c575f03-7d3f-44ea-b691-d33a969c4428,-80.5297661860309,43.4249884672488,KIT 5,76.7m 150mm  DI,TREATED,150.0,DI,NO,NONE,1973-01-01 00:00:00,N,6.0,N,N,8.5,N,Y,27de8aab-0d9f-4a47-85b8-04b7ddd014e2,76.698787715439
7878,1998-08-11 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5421,WESTHEIGHTS DR,4104575,25.0,1974-01-01,XXX,Y,0c575f03-7d3f-44ea-b691-d33a969c4428,-80.5297661860309,43.4249884672488,KIT 5,290.5m 150mm  DI,TREATED,150.0,DI,NO,NONE,1973-01-01 00:00:00,N,6.0,N,N,8.5,N,Y,cc0475e4-8720-4594-83f1-ab47244a5b7b,290.463993342745
7878,1998-08-11 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5421,WESTHEIGHTS DR,4104575,25.0,1974-01-01,XXX,Y,0c575f03-7d3f-44ea-b691-d33a969c4428,-80.5297661860309,43.4249884672488,KIT 5,6.5m 200mm  DI,TREATED,200.0,DI,NO,NONE,1975-01-01 00:00:00,N,7.0,N,N,8.5,N,Y,beadd400-ea36-44f9-9ea6-6f79850fd23e,6.48361055109134
7878,1998-08-11 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,5421,WESTHEIGHTS DR,4104575,25.0,1974-01-01,XXX,Y,0c575f03-7d3f-44ea-b691-d33a969c4428,-80.5297661860309,43.4249884672488,KIT 5,299.9m 200mm  DI,TREATED,200.0,DI,NO,NONE,1975-01-01 00:00:00,N,7.0,N,N,6.1,N,Y,1b14cd27-34d7-41a2-bac5-f5cbcc444e98,299.898529695845
7879,2006-05-23 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22124,RIVER RD E,4138965,150.0,1976-01-01,XXX,Y,e82585b3-df56-4d38-8038-536ef084072b,-80.4191162801847,43.4260876927455,KIT 2E,166.5m 300mm  DI,TREATED,300.0,DI,NO,NONE,1971-05-01 00:00:00,N,7.0,N,N,6.1,N,N,8dcb99d1-3479-4dce-a1ba-b92a167e3fe1,166.456330553346
7879,2006-05-23 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22124,RIVER RD E,4138965,150.0,1976-01-01,XXX,Y,e82585b3-df56-4d38-8038-536ef084072b,-80.4191162801847,43.4260876927455,KIT 2E,21.8m 300mm  PVC,TREATED,300.0,PVC,NO,NONE,2000-06-01 00:00:00,N,7.0,N,N,9.35,N,N,e36ecceb-ec03-4915-a2f2-23c7163a46a7,21.7619975500329
7879,2006-05-23 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,22124,RIVER RD E,4138965,150.0,1976-01-01,XXX,Y,e82585b3-df56-4d38-8038-536ef084072b,-80.4191162801847,43.4260876927455,KIT 2E,153.6m 750mm  CPP,TREATED,750.0,CPP,NO,NONE,1987-01-01 00:00:00,N,7.0,N,N,9.35,N,N,07e2ca00-2802-4a0a-913d-570b9d13b499,153.58426505226
7882,2006-06-26 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10973,KINGSWAY DR,4095182,150.0,1975-01-01,XXX,Y,04df3fcf-e2a1-448a-93dc-0818ba726403,-80.4398006731111,43.4257653486271,KIT 4,37.9m 450mm  DI,TREATED,450.0,DI,NO,NONE,1975-01-01 00:00:00,N,7.0,N,N,8.5,N,N,cd4c3346-084a-4ea9-8ad1-b9ee2133fe92,37.9412893882821
7882,2006-06-26 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10973,KINGSWAY DR,4095182,150.0,1975-01-01,XXX,Y,04df3fcf-e2a1-448a-93dc-0818ba726403,-80.4398006731111,43.4257653486271,KIT 4,275.6m 450mm  CI,TREATED,450.0,CI,NO,NONE,1962-01-01 00:00:00,N,7.0,N,N,6.65,N,N,2d229e4e-87d7-4454-b08a-0caba45fcf58,275.634589371347
7882,2006-06-26 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10973,KINGSWAY DR,4095182,150.0,1975-01-01,XXX,Y,04df3fcf-e2a1-448a-93dc-0818ba726403,-80.4398006731111,43.4257653486271,KIT 4,2.1m 450mm  CI,TREATED,450.0,CI,NO,NONE,1962-01-01 00:00:00,N,7.0,N,N,7.85,N,N,853d40c3-5e27-4a91-812c-1d7da05dfd3b,2.05703339756822
7884,2005-06-23 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10703,MANITOU DR,4096271,50.0,1976-01-01,XXX,Y,50e20f5e-72d2-4c0f-aa80-7d3c65322f28,-80.4536842508755,43.4191901335025,KIT 4,21.7m 300mm  CI,TREATED,300.0,CI,NO,NONE,1961-01-01 00:00:00,N,7.0,N,N,7.75,N,N,66a53582-7c9b-43d0-94b6-043485c3228f,21.6514139117548
7884,2005-06-23 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10703,MANITOU DR,4096271,50.0,1976-01-01,XXX,Y,50e20f5e-72d2-4c0f-aa80-7d3c65322f28,-80.4536842508755,43.4191901335025,KIT 4,343m 450mm  CI,TREATED,450.0,CI,NO,NONE,1961-01-01 00:00:00,N,8.0,N,N,7.75,N,N,8bce7586-993e-4009-961e-b0c26dd12d9a,343.010559655136
7884,2005-06-23 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10703,MANITOU DR,4096271,50.0,1976-01-01,XXX,Y,50e20f5e-72d2-4c0f-aa80-7d3c65322f28,-80.4536842508755,43.4191901335025,KIT 4,12.2m 450mm  CI,TREATED,450.0,CI,NO,NONE,1961-01-01 00:00:00,N,7.0,N,N,7.75,N,N,65ad28ed-4769-4fa9-8628-73be632dfa56,12.174898012622
7884,2005-06-23 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10703,MANITOU DR,4096271,50.0,1976-01-01,XXX,Y,50e20f5e-72d2-4c0f-aa80-7d3c65322f28,-80.4536842508755,43.4191901335025,KIT 4,19.7m 450mm  PVCB,TREATED,450.0,PVCB,NO,NONE,2017-07-01 00:00:00,N,-1.0,N,N,8.5,N,N,4bdae826-c7b8-4428-809d-2786329b0dd1,19.7329815565641
7885,2000-12-30 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,9926,DONALD ST,4096468,13.0,1976-01-01,XXX,Y,00a4e0cd-e893-4d28-b324-f40b69f66fa8,-80.4644312319719,43.4515156668284,KIT 4,2.4m 250mm  CI,TREATED,250.0,CI,NO,NONE,1951-06-01 00:00:00,N,7.0,N,N,7.75,N,N,a2f91f28-0b00-49ee-a7dc-861e3598ece3,2.43503343764089
7885,2000-12-30 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,9926,DONALD ST,4096468,13.0,1976-01-01,XXX,Y,00a4e0cd-e893-4d28-b324-f40b69f66fa8,-80.4644312319719,43.4515156668284,KIT 4,1m 150mm  CI,TREATED,150.0,CI,NO,NONE,1955-01-01 00:00:00,N,7.0,N,N,7.75,N,N,c355aa6a-6bd2-44c8-ba19-523e6dbaa07d,1.00751639146656
7885,2000-12-30 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,9926,DONALD ST,4096468,13.0,1976-01-01,XXX,Y,00a4e0cd-e893-4d28-b324-f40b69f66fa8,-80.4644312319719,43.4515156668284,KIT 4,224.2m 150mm  CI,TREATED,150.0,CI,NO,NONE,1955-01-01 00:00:00,N,6.0,N,N,5.35,N,N,5ebf302e-07fd-48bd-9e92-3bea0ce82297,224.218682857274
7887,2006-12-04 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10476,SCHUELLER ST,4127031,25.0,2003-01-01,XXX,Y,0eaeb433-06db-450d-b658-2517e59862a1,-80.4663307506828,43.4785680202244,BRIDGEPORT,87.4m 150mm  DI,TREATED,150.0,DI,NO,NONE,1992-11-01 00:00:00,N,5.0,N,N,8.65,N,N,948bfb7a-080a-43df-b0ea-8bac48d43948,87.4411227284166
7887,2006-12-04 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10476,SCHUELLER ST,4127031,25.0,2003-01-01,XXX,Y,0eaeb433-06db-450d-b658-2517e59862a1,-80.4663307506828,43.4785680202244,BRIDGEPORT,90.8m 150mm  DI,TREATED,150.0,DI,NO,NONE,1992-11-01 00:00:00,N,6.0,N,N,8.65,N,N,a18d1550-7e6c-4754-b813-14c5ee9a8a80,90.7936992388658
7887,2006-12-04 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10476,SCHUELLER ST,4127031,25.0,2003-01-01,XXX,Y,0eaeb433-06db-450d-b658-2517e59862a1,-80.4663307506828,43.4785680202244,BRIDGEPORT,93.5m 150mm  DI,TREATED,150.0,DI,NO,NONE,1992-11-01 00:00:00,N,5.0,N,N,5.9,N,N,b00106df-42af-4cf7-9f57-11f79392b363,93.5355819033075
7887,2006-12-04 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,10476,SCHUELLER ST,4127031,25.0,2003-01-01,XXX,Y,0eaeb433-06db-450d-b658-2517e59862a1,-80.4663307506828,43.4785680202244,BRIDGEPORT,13.9m 150mm  DI,TREATED,150.0,DI,NO,NONE,1992-11-01 00:00:00,N,5.0,N,N,9.1,N,N,4e8aa8e8-652b-489d-bdd0-9bf996e3fa82,13.9389367857703
7888,2006-05-06 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,600416,FAIRWAY RD S,4096289,50.0,1990-01-01,XXX,Y,1c46be4f-756e-406d-a649-c1c0300fc166,-80.4421079441422,43.4210476654873,KIT 4,318.7m 300mm  CI,TREATED,300.0,CI,NO,NONE,1961-01-01 00:00:00,N,8.0,N,N,7.75,N,N,dd25ea52-c9e2-4b1a-8f0e-75170b2d1534,318.672435444616
7888,2006-05-06 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,600416,FAIRWAY RD S,4096289,50.0,1990-01-01,XXX,Y,1c46be4f-756e-406d-a649-c1c0300fc166,-80.4421079441422,43.4210476654873,KIT 4,127.8m 300mm  CI,TREATED,300.0,CI,NO,NONE,1961-01-01 00:00:00,N,7.0,N,N,7.75,N,N,4520514e-14bb-456c-bd54-e4b10967db44,127.846537108386
8001,2010-08-04 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,CORROSION,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6631,KING ST W,4646730,150.0,2002-01-01,PVC,Y,652cc4f2-0f6d-4c61-ba10-1ca8c0d4949e,-80.489615968996,43.4499969504534,KIT 4,18.7m 300mm  DI,TREATED,300.0,DI,NO,NONE,1985-06-01 00:00:00,N,8.0,N,N,9.1,N,N,1f781176-40f1-4906-891d-d2c5afb28a7a,18.7380995906021
8001,2010-08-04 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,CORROSION,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6631,KING ST W,4646730,150.0,2002-01-01,PVC,Y,652cc4f2-0f6d-4c61-ba10-1ca8c0d4949e,-80.489615968996,43.4499969504534,KIT 4,4.2m 300mm  DI,TREATED,300.0,DI,NO,NONE,1974-08-01 00:00:00,N,8.0,N,N,8.5,N,N,33b70123-7e96-4bbe-8f3a-6da5ced2f566,4.21433763157832
8001,2010-08-04 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,CORROSION,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6631,KING ST W,4646730,150.0,2002-01-01,PVC,Y,652cc4f2-0f6d-4c61-ba10-1ca8c0d4949e,-80.489615968996,43.4499969504534,KIT 4,15m 300mm  DI,TREATED,300.0,DI,NO,NONE,1974-03-01 00:00:00,N,7.0,N,N,8.5,N,N,3a677151-f9ec-4724-97cd-262eef5840c0,15.0493688669047
8001,2010-08-04 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,CORROSION,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6631,KING ST W,4646730,150.0,2002-01-01,PVC,Y,652cc4f2-0f6d-4c61-ba10-1ca8c0d4949e,-80.489615968996,43.4499969504534,KIT 4,44.9m 300mm  DI,TREATED,300.0,DI,NO,NONE,1974-03-01 00:00:00,N,8.0,N,N,8.5,N,N,c2aef524-9b22-4c49-9ec3-3c3fec3e4199,44.8646785135646
8001,2010-08-04 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,CORROSION,COMBINATION,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,6631,KING ST W,4646730,150.0,2002-01-01,PVC,Y,652cc4f2-0f6d-4c61-ba10-1ca8c0d4949e,-80.489615968996,43.4499969504534,KIT 4,46.9m 300mm  DI,TREATED,300.0,DI,NO,NONE,1974-08-01 00:00:00,N,8.0,N,N,5.3,N,N,20064484-3c29-422b-9c06-b6b307c578d4,46.8677727470568
8002,1999-12-28 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,21422,BIEHN DR,4125488,25.0,1987-01-01,XXX,Y,ffb4fc64-44ae-4488-aea5-13252ca20bd9,-80.4564025584982,43.3900078783332,KIT 4,11m 300mm  DI,TREATED,300.0,DI,NO,NONE,1988-06-01 00:00:00,N,7.0,N,N,9.1,N,N,c071d4f4-d932-472a-b316-5a354841e26b,11.0231775661266
8002,1999-12-28 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,21422,BIEHN DR,4125488,25.0,1987-01-01,XXX,Y,ffb4fc64-44ae-4488-aea5-13252ca20bd9,-80.4564025584982,43.3900078783332,KIT 4,50.9m 300mm  DI,TREATED,300.0,DI,NO,NONE,1988-06-01 00:00:00,N,7.0,N,N,9.1,N,N,be4bb2f4-b07a-439d-a54b-9034197e8f8f,50.9203681713534
8002,1999-12-28 00:00:00,SERVICE,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,21422,BIEHN DR,4125488,25.0,1987-01-01,XXX,Y,ffb4fc64-44ae-4488-aea5-13252ca20bd9,-80.4564025584982,43.3900078783332,KIT 4,60.8m 150mm  PVC,UNTREATED,150.0,PVC,NO,NONE,2009-08-01 00:00:00,N,0.0,N,N,9.35,N,N,89bec99f-945f-441f-9871-ec80c192057a,60.8219682681918
8004,1998-12-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,23230,MONTCALM DR,26950,200.0,1965-01-01,DI,Y,d2434202-a008-4227-a8a8-79c1b85e6912,-80.442714376102,43.4568539790871,KIT 4,58.3m 200mm  DI,TREATED,200.0,DI,NO,NONE,1965-01-01 00:00:00,N,6.0,N,N,5.7,N,N,154ce735-478d-4161-9222-5a446fc3158a,58.3036224303271
8004,1998-12-23 00:00:00,MAIN,8-12 hours,REPAIR COMPLETED,UNKNOWN,OTHER,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,23230,MONTCALM DR,26950,200.0,1965-01-01,DI,Y,d2434202-a008-4227-a8a8-79c1b85e6912,-80.442714376102,43.4568539790871,KIT 4,13.1m 200mm  DI,TREATED,200.0,DI,NO,NONE,1965-01-01 00:00:00,N,6.0,N,N,8.5,N,N,414d8dbc-1ddb-4600-8bf6-5bee3ec8af92,13.1043240941503
